Kabupaten/ Kota,provinsi (plot_tk_kab),Tanggal,Jumlah Penduduk,Target orang diperiksa/ minggu (7 hari terakhir) (Inmendagri),Orang diperiksa/ minggu (7 hari terakhir),Spesimen diperiksa/minggu (7 hari terakhir),Orang diperiksa per 1000 penduduk/ minggu (7 hari terakhir),Positivity Rate (%) (7 hari terakhir),% Capaian (orang diperiksa/minggu dibagi target orang/minggu) (7 hari terakhir),% Pemeriksaan suspek dan kontak erat dibagi orang diperiksa/minggu (7 hari terakhir)
ACEH BARAT,ACEH,06/07/2022,215294,1078,29,13,0.134699527158212,0.0,2.6901669758812616,7.142857142857142
ACEH BARAT DAYA,ACEH,06/07/2022,155966,7778,18,73,0.115409768795763,0.0,2.3166023166023164,18.51851851851852
ACEH BESAR,ACEH,06/07/2022,436212,2184,148,22,0.339284568054065,0.0,6.7765567765567765,10.849056603773585
ACEH JAYA,ACEH,06/07/2022,97338,490,12,7,0.123281760463539,0.0,2.4489795918367347,
ACEH SELATAN,ACEH,06/07/2022,248511,1246,24,1,0.0965752019025315,0.0,1.9261637239165328,9.090909090909092
ACEH SINGKIL,ACEH,06/07/2022,127289,637,18,5,0.141410491087211,0.0,2.8257456828885403,8.333333333333332
ACEH TAMIANG,ACEH,06/07/2022,304273,1519,58,36,0.19061829344043,0.0,3.818301514154049,17.073170731707318
ACEH TENGAH,ACEH,06/07/2022,218036,1092,127,132,0.582472619200499,0.0,11.63003663003663,4.10958904109589
ACEH TENGGARA,ACEH,06/07/2022,222284,1113,36,1,0.161954976516528,0.0,3.234501347708895,19.230769230769234
ACEH TIMUR,ACEH,06/07/2022,448347,2240,24,3,0.0535299667445082,0.0,1.0714285714285714,6.25
ACEH UTARA,ACEH,06/07/2022,636641,3185,285,311,0.447662026165453,0.0,8.948194662480377,1.7543859649122806
AGAM,SUMATERA BARAT,06/07/2022,504126,2520,190,44,0.376889904508,0.0,7.5396825396825395,15.413533834586465
ALOR,NTT,06/07/2022,209155,1043,68,44,0.325117735650594,0.0,6.519654841802493,3.488372093023256
ASAHAN,SUMATERA UTARA,06/07/2022,747618,3738,206,129,0.275541787383396,0.485436893203883,5.510968432316747,22.67080745341615
ASMAT,PAPUA,06/07/2022,103453,105,73,56,0.705634442693784,0.0,69.52380952380952,2.3255813953488373
BADUNG,BALI,06/07/2022,727951,728,4641,3831,6.37542911542123,3.83538030596854,637.5,1.676829268292683
BALANGAN,KALIMANTAN SELATAN,06/07/2022,134576,672,77,104,0.572167399833551,1.2987012987013,11.458333333333332,61.71875
BANDUNG,JAWA BARAT,06/07/2022,3810690,19054,3544,3413,0.930015299066573,1.94695259593679,18.599769077359085,13.354786806114241
BANDUNG BARAT,JAWA BARAT,06/07/2022,1698855,8491,1719,1088,1.01185798670281,2.55962769051774,20.244965257331295,8.84564352056612
BANGGAI,SULAWESI TENGAH,06/07/2022,390892,1953,169,135,0.432344483898366,0.0,8.653353814644136,5.5813953488372094
BANGGAI KEPULAUAN,SULAWESI TENGAH,06/07/2022,119719,602,26,33,0.217175218636975,0.0,4.318936877076411,
BANGGAI LAUT,SULAWESI TENGAH,06/07/2022,78681,392,60,87,0.762572921035574,1.66666666666667,15.306122448979592,30.76923076923077
BANGKA,KEP. BANGKA BELITUNG,06/07/2022,341430,343,282,324,0.82593796678675,1.77304964539007,82.21574344023324,1.6901408450704223
BANGKA BARAT,KEP. BANGKA BELITUNG,06/07/2022,215918,1078,110,36,0.50945266258487,0.0,10.204081632653061,3.067484662576687
BANGKA SELATAN,KEP. BANGKA BELITUNG,06/07/2022,212382,1064,54,5,0.254258835494533,0.0,5.075187969924812,20.98765432098765
BANGKA TENGAH,KEP. BANGKA BELITUNG,06/07/2022,198458,994,119,147,0.599623094055165,0.0,11.971830985915492,20.32967032967033
BANGKALAN,JAWA TIMUR,06/07/2022,1010737,5054,474,156,0.468964725739733,0.632911392405063,9.378709932726553,2.572347266881029
BANGLI,BALI,06/07/2022,231050,231,312,273,1.35035706557022,0.961538461538462,135.06493506493507,6.005221932114883
BANJAR,KALIMANTAN SELATAN,06/07/2022,601268,3003,209,180,0.347598741326663,1.43540669856459,6.95970695970696,4.545454545454546
BANJARNEGARA,JAWA TENGAH,06/07/2022,929976,4648,426,362,0.45807633745387,0.234741784037559,9.165232358003442,3.727369542066028
BANTAENG,SULAWESI SELATAN,06/07/2022,190006,952,66,23,0.347357451869941,0.0,6.932773109243698,2.4691358024691357
BANTUL,DI YOGYAKARTA,06/07/2022,1064286,1064,1535,1372,1.44228149200497,0.977198697068404,144.2669172932331,3.388973191704603
BANYUASIN,SUMATERA SELATAN,06/07/2022,888470,4445,697,223,0.784494693124135,0.143472022955524,15.680539932508436,1.972872996300863
BANYUMAS,JAWA TENGAH,06/07/2022,1719757,1722,1840,2424,1.06991859896485,0.597826086956522,106.85249709639955,2.5308641975308643
BANYUWANGI,JAWA TIMUR,06/07/2022,1626064,8127,1050,853,0.645731041336626,0.666666666666667,12.919896640826872,3.634957463263728
BARITO KUALA,KALIMANTAN SELATAN,06/07/2022,317818,1589,207,91,0.651316162080184,0.483091787439614,13.02706104468219,7.8125
BARITO SELATAN,KALIMANTAN TENGAH,06/07/2022,140360,700,59,8,0.420347677400969,0.0,8.428571428571429,6.756756756756757
BARITO TIMUR,KALIMANTAN TENGAH,06/07/2022,128131,644,91,37,0.710210643794242,10.989010989011,14.130434782608695,15.789473684210526
BARITO UTARA,KALIMANTAN TENGAH,06/07/2022,132857,133,186,310,1.40000150537796,0.0,139.84962406015038,0.8928571428571428
BARRU,SULAWESI SELATAN,06/07/2022,175492,875,86,18,0.490050828527796,0.0,9.828571428571427,2.0202020202020203
BATANG,JAWA TENGAH,06/07/2022,780328,3899,146,129,0.18710080889062,2.05479452054794,3.7445498845857914,3.888888888888889
BATANGHARI,JAMBI,06/07/2022,272878,1365,74,23,0.271183459274841,0.0,5.4212454212454215,2.8846153846153846
BATU BARA,SUMATERA UTARA,06/07/2022,429432,427,847,976,1.9723728087334,0.236127508854782,198.36065573770492,3.225806451612903
