Kabupaten/ Kota,provinsi (plot_tk_kab),Tanggal,Jumlah Penduduk,Target orang diperiksa/ minggu (7 hari terakhir) (Inmendagri),Orang diperiksa/ minggu (7 hari terakhir),Spesimen diperiksa/minggu (7 hari terakhir),Orang diperiksa per 1000 penduduk/ minggu (7 hari terakhir),Positivity Rate (%) (7 hari terakhir),% Capaian (orang diperiksa/minggu dibagi target orang/minggu) (7 hari terakhir),% Pemeriksaan suspek dan kontak erat dibagi orang diperiksa/minggu (7 hari terakhir)
ACEH BARAT,ACEH,04/12/2022,215294,1078,28,2,0.130054715876894,3.57142857142857,2.5974025974025974,13.157894736842104
ACEH BARAT DAYA,ACEH,04/12/2022,155966,777,8,2,0.0512932305758947,0.0,1.0296010296010296,31.25
ACEH BESAR,ACEH,04/12/2022,436212,2184,109,11,0.249878499445224,7.3394495412844,4.990842490842491,28.855721393034827
ACEH JAYA,ACEH,04/12/2022,97338,490,21,18,0.215743080811194,0.0,4.285714285714286,3.571428571428571
ACEH SELATAN,ACEH,04/12/2022,248511,2485,12,0,0.0482876009512657,16.6666666666667,0.482897384305835,50.0
ACEH SINGKIL,ACEH,04/12/2022,127289,637,13,4,0.102129799118541,7.69230769230769,2.0408163265306123,22.727272727272727
ACEH TAMIANG,ACEH,04/12/2022,304273,1519,37,31,0.121601325125792,2.7027027027027,2.4358130348913756,41.9753086419753
ACEH TENGAH,ACEH,04/12/2022,218036,1092,26,5,0.119246362985929,11.5384615384615,2.380952380952381,26.31578947368421
ACEH TENGGARA,ACEH,04/12/2022,222284,1113,26,0,0.116967483039715,0.0,2.336028751123091,11.76470588235294
ACEH TIMUR,ACEH,04/12/2022,448347,4480,19,1,0.0423778903394023,15.7894736842105,0.42410714285714285,15.384615384615385
ACEH UTARA,ACEH,04/12/2022,636641,3185,69,50,0.108381332650583,5.79710144927536,2.1664050235478807,12.371134020618557
AGAM,SUMATERA BARAT,04/12/2022,504126,2520,85,20,0.168608641490421,5.88235294117647,3.373015873015873,16.455696202531644
ALOR,NTT,04/12/2022,209155,1043,53,15,0.25340058808061,7.54716981132075,5.081495685522531,7.894736842105263
ASAHAN,SUMATERA UTARA,04/12/2022,747618,7476,124,169,0.165860105026899,12.9032258064516,1.6586409844836811,48.01223241590214
ASMAT,PAPUA,04/12/2022,103453,518,9,17,0.0869960271814254,0.0,1.7374517374517375,0.0
BADUNG,BALI,04/12/2022,727951,3640,2501,1456,3.43567080751314,4.95801679328269,68.70879120879121,3.2953719408771502
BALANGAN,KALIMANTAN SELATAN,04/12/2022,134576,1344,117,184,0.869397217928903,23.9316239316239,8.705357142857142,62.80193236714976
BANDUNG,JAWA BARAT,04/12/2022,3810690,19054,2868,2913,0.752619604323627,12.1687587168759,15.051957594205941,14.580101927764236
BANDUNG BARAT,JAWA BARAT,04/12/2022,1698855,8491,1384,796,0.814666348805519,11.0549132947977,16.299611353197506,7.998084291187739
BANGGAI,SULAWESI TENGAH,04/12/2022,390892,1953,67,51,0.171402842728938,0.0,3.430619559651818,9.345794392523365
BANGGAI KEPULAUAN,SULAWESI TENGAH,04/12/2022,119719,602,16,34,0.133646288391985,12.5,2.6578073089700998,64.70588235294117
BANGGAI LAUT,SULAWESI TENGAH,04/12/2022,78681,392,4,12,0.0508381947357049,0.0,1.0204081632653061,61.111111111111114
BANGKA,KEP. BANGKA BELITUNG,04/12/2022,341430,343,509,655,1.4907887414697,3.33988212180747,148.39650145772595,3.2394366197183095
BANGKA BARAT,KEP. BANGKA BELITUNG,04/12/2022,215918,1078,80,13,0.370511027334451,6.25,7.421150278293136,8.035714285714286
BANGKA SELATAN,KEP. BANGKA BELITUNG,04/12/2022,212382,1064,53,18,0.249550338540931,9.43396226415094,4.981203007518797,33.0188679245283
BANGKA TENGAH,KEP. BANGKA BELITUNG,04/12/2022,198458,994,96,159,0.483729554868032,6.25,9.6579476861167,33.02752293577982
BANGKALAN,JAWA TIMUR,04/12/2022,1010737,5054,351,91,0.347271347541447,9.4017094017094,6.944994064107638,2.8169014084507045
BANGLI,BALI,04/12/2022,231050,1155,215,246,0.930534516338455,6.51162790697674,18.614718614718615,9.45945945945946
BANJAR,KALIMANTAN SELATAN,04/12/2022,601268,3003,150,195,0.249472780856457,9.33333333333333,4.9950049950049955,16.379310344827587
BANJARNEGARA,JAWA TENGAH,04/12/2022,929976,9303,150,70,0.161294485018968,20.0,1.6123831022250887,7.835820895522389
BANTAENG,SULAWESI SELATAN,04/12/2022,190006,952,36,12,0.189467701019968,0.0,3.7815126050420167,2.127659574468085
BANTUL,DI YOGYAKARTA,04/12/2022,1064286,5320,906,716,0.85127493925505,7.94701986754967,17.030075187969924,6.430155210643015
