Kabupaten/ Kota,provinsi (plot_tk_kab),Tanggal,Jumlah Penduduk,Target orang diperiksa/ minggu (7 hari terakhir) (Inmendagri),Orang diperiksa/ minggu (7 hari terakhir),Spesimen diperiksa/minggu (7 hari terakhir),Orang diperiksa per 1000 penduduk/ minggu (7 hari terakhir),Positivity Rate (%) (7 hari terakhir),% Capaian (orang diperiksa/minggu dibagi target orang/minggu) (7 hari terakhir),% Pemeriksaan suspek dan kontak erat dibagi orang diperiksa/minggu (7 hari terakhir)
ACEH BARAT,ACEH,28/11/2021,212402,210,233,194,1.096976,0.0,110.95238095238096,4.436860068259386
ACEH BARAT DAYA,ACEH,28/11/2021,153902,154,107,22,0.695248,0.0,69.48051948051948,21.25
ACEH BESAR,ACEH,28/11/2021,430328,427,1273,481,2.958209,0.157109,298.1264637002342,5.5461233729485
ACEH JAYA,ACEH,28/11/2021,95858,1435,110,76,1.147531,0.0,7.665505226480835,7.092198581560284
ACEH SELATAN,ACEH,28/11/2021,245364,3682,182,7,0.741755,0.0,4.942965779467681,12.350597609561753
ACEH SINGKIL,ACEH,28/11/2021,125569,1883,196,92,1.560895,0.0,10.408921933085502,14.981273408239701
ACEH TAMIANG,ACEH,28/11/2021,300846,301,541,242,1.798262,0.0,179.734219269103,6.404657933042213
ACEH TENGAH,ACEH,28/11/2021,215083,3227,657,319,3.054635,0.0,20.359466997211033,2.956298200514139
ACEH TENGGARA,ACEH,28/11/2021,219279,3290,287,7,1.308835,0.0,8.72340425531915,3.170028818443804
ACEH TIMUR,ACEH,28/11/2021,442226,441,205,88,0.463564,0.0,46.48526077097506,8.100558659217876
ACEH UTARA,ACEH,28/11/2021,629735,630,787,532,1.249732,0.0,124.92063492063492,3.5051546391752577
AGAM,SUMATERA BARAT,28/11/2021,500774,504,1193,326,2.382312,0.0,236.70634920634922,3.535353535353535
ALOR,NTT,28/11/2021,208098,210,686,503,3.296524,0.145773,326.6666666666667,1.4207650273224044
ASAHAN,SUMATERA UTARA,28/11/2021,742634,742,1098,640,1.478521,0.091075,147.97843665768193,6.801346801346801
ASMAT,PAPUA,28/11/2021,101354,98,422,526,4.163625,0.0,430.61224489795916,0.0
BADUNG,BALI,28/11/2021,711365,714,16556,34662,23.273566,0.084561,2318.7675070028013,0.6147669531397026
BALANGAN,KALIMANTAN SELATAN,28/11/2021,133129,133,519,472,3.898474,0.385356,390.22556390977445,12.927191679049036
BANDUNG,JAWA BARAT,28/11/2021,3773706,3773,11525,6607,3.054027,0.190889,305.4598462761728,3.376571275742177
BANDUNG BARAT,JAWA BARAT,28/11/2021,1690441,25354,4826,1915,2.854876,0.269374,19.034471878204624,2.4070021881838075
BANGGAI,SULAWESI TENGAH,28/11/2021,385891,5789,1322,1593,3.425838,0.226929,22.83641388840905,8.0370942812983
BANGGAI KEPULAUAN,SULAWESI TENGAH,28/11/2021,119149,119,298,190,2.50107,0.0,250.42016806722688,10.606060606060606
BANGGAI LAUT,SULAWESI TENGAH,28/11/2021,77384,77,208,144,2.687894,0.0,270.12987012987014,6.993006993006993
BANGKA,KEP. BANGKA BELITUNG,28/11/2021,337286,336,2544,2235,7.54256,0.275157,757.1428571428571,1.3344226579520697
BANGKA BARAT,KEP. BANGKA BELITUNG,28/11/2021,213282,210,1353,2143,6.343714,0.813008,644.2857142857143,6.290322580645161
BANGKA SELATAN,KEP. BANGKA BELITUNG,28/11/2021,209815,210,689,334,3.283845,0.290276,328.0952380952381,2.780536246276067
BANGKA TENGAH,KEP. BANGKA BELITUNG,28/11/2021,196060,196,1192,829,6.079771,0.251678,608.1632653061224,3.7661607644744235
BANGKALAN,JAWA TIMUR,28/11/2021,1003188,15050,1936,1106,1.929848,0.206612,12.863787375415283,2.0177562550443904
BANGLI,BALI,28/11/2021,229961,231,970,509,4.218107,0.515464,419.9134199134199,8.825847123719464
BANJAR,KALIMANTAN SELATAN,28/11/2021,595240,595,1777,2776,2.98535,0.225098,298.65546218487395,0.7936507936507936
BANJARNEGARA,JAWA TENGAH,28/11/2021,926402,924,419,714,0.452287,1.909308,45.34632034632035,3.160425970456888
BANTAENG,SULAWESI SELATAN,28/11/2021,189202,2835,476,365,2.51583,0.630252,16.790123456790123,4.477611940298507
BANTUL,DI YOGYAKARTA,28/11/2021,1050308,1050,8068,10384,7.681556,1.189886,768.3809523809524,9.18227501142074
BANYUASIN,SUMATERA SELATAN,28/11/2021,878154,875,1770,803,2.015592,0.112994,202.28571428571428,3.783783783783784
BANYUMAS,JAWA TENGAH,28/11/2021,1708480,25627,1352,8170,0.791347,0.739645,5.275685800132672,2.1759585979769467
BANYUWANGI,JAWA TIMUR,28/11/2021,1622536,1624,10063,21842,6.20202,0.03975,619.6428571428571,0.9407021669746347
BARITO KUALA,KALIMANTAN SELATAN,28/11/2021,315419,315,761,99,2.412664,0.0,241.58730158730157,1.6569200779727096
BARITO SELATAN,KALIMANTAN TENGAH,28/11/2021,139191,140,301,68,2.162496,0.0,215.0,2.9268292682926833
BARITO TIMUR,KALIMANTAN TENGAH,28/11/2021,126220,126,334,143,2.646173,0.0,265.07936507936506,1.3953488372093024
BARITO UTARA,KALIMANTAN TENGAH,28/11/2021,132122,133,486,405,3.678418,0.411523,365.4135338345865,1.9938650306748467
BARRU,SULAWESI SELATAN,28/11/2021,175023,2625,756,445,4.319432,0.0,28.799999999999997,1.0330578512396695
BATANG,JAWA TENGAH,28/11/2021,775340,777,809,913,1.043413,0.247219,104.11840411840411,1.3191489361702127
BATANGHARI,JAMBI,28/11/2021,271522,4074,466,124,1.716251,0.0,11.438389788905253,2.280701754385965
BATU BARA,SUMATERA UTARA,28/11/2021,425831,427,828,540,1.944433,0.241546,193.9110070257611,2.680965147453083
BEKASI,JAWA BARAT,28/11/2021,3922987,58842,20567,26602,5.242689,0.131278,34.95292478161857,2.688815916553989
BELITUNG,KEP. BANGKA BELITUNG,28/11/2021,189752,189,3079,5996,16.226443,0.129912,1629.100529100529,1.0746812386156648
BELITUNG TIMUR,KEP. BANGKA BELITUNG,28/11/2021,129411,126,1071,746,8.275958,1.587302,850.0,5.221615057680632
BELU,NTT,28/11/2021,226638,224,1134,902,5.003574,0.617284,506.25,6.699576868829338
BENER MERIAH,ACEH,28/11/2021,150266,147,146,20,0.97161,0.0,99.31972789115646,4.761904761904762
BENGKALIS,RIAU,28/11/2021,567745,567,1953,940,3.439925,2.66257,344.44444444444446,5.7414582599506865
BENGKAYANG,KALIMANTAN BARAT,28/11/2021,262205,259,778,824,2.967144,0.128535,300.3861003861004,17.10646041856233
BENGKULU SELATAN,BENGKULU,28/11/2021,175308,175,551,283,3.14304,0.0,314.85714285714283,2.5495750708215295
BENGKULU TENGAH,BENGKULU,28/11/2021,115178,112,253,61,2.1966,0.0,225.89285714285717,1.69971671388102
BENGKULU UTARA,BENGKULU,28/11/2021,307095,4606,604,257,1.966818,0.0,13.113330438558402,1.1494252873563218
BERAU,KALIMANTAN TIMUR,28/11/2021,232732,231,2859,5107,12.284516,0.139909,1237.6623376623377,1.739834108840785
BIAK NUMFOR,PAPUA,28/11/2021,149188,2240,1249,2140,8.371987,0.160128,55.75892857142857,3.4148827726809374
BIMA,NTB,28/11/2021,508920,7637,1340,1168,2.633027,0.597015,17.546156867880057,5.5002925687536575
BINTAN,KEP. RIAU,28/11/2021,164568,2471,1149,803,6.981916,0.0,46.49939295831647,3.3424283765347886
BIREUEN,ACEH,28/11/2021,477150,7154,415,115,0.869747,0.0,5.800950517193178,9.574468085106384
BLITAR,JAWA TIMUR,28/11/2021,1167796,1169,3861,2136,3.306228,0.0777,330.28229255774164,2.5935996653419786
BLORA,JAWA TENGAH,28/11/2021,864595,868,1624,2136,1.878336,0.246305,187.09677419354838,1.583652618135377
BOALEMO,GORONTALO,28/11/2021,168320,168,278,189,1.651616,0.0,165.47619047619045,4.449648711943794
BOGOR,JAWA BARAT,28/11/2021,6067956,91021,21616,8727,3.56232,0.13416,23.74836576174729,2.089373188043587
BOJONEGORO,JAWA TIMUR,28/11/2021,1255119,1253,4156,3273,3.31124,0.14437,331.683958499601,5.563881603596853
BOLAANG MONGONDOW,SULAWESI UTARA,28/11/2021,252666,3787,522,205,2.065969,0.0,13.783997887509901,17.358490566037734
BOLAANG MONGONDOW SELATAN,SULAWESI UTARA,28/11/2021,73321,70,87,32,1.186563,0.0,124.28571428571429,25.0
BOLAANG MONGONDOW TIMUR,SULAWESI UTARA,28/11/2021,67363,70,256,166,3.800306,0.0,365.7142857142857,8.0
BOLAANG MONGONDOW UTARA,SULAWESI UTARA,28/11/2021,81556,84,163,31,1.998627,0.0,194.04761904761904,1.694915254237288
BOMBANA,SULAWESI TENGGARA,28/11/2021,184351,2765,428,264,2.321658,0.233645,15.479204339963834,0.5660377358490566
BONDOWOSO,JAWA TIMUR,28/11/2021,782676,784,1549,733,1.979108,0.193673,197.57653061224488,7.967313585291114
BONE,SULAWESI SELATAN,28/11/2021,757741,756,1618,507,2.135294,0.0,214.021164021164,1.2709710218607015
BONE BOLANGO,GORONTALO,28/11/2021,158212,161,503,252,3.179278,0.0,312.4223602484472,2.727272727272727
BOVEN DIGOEL,PAPUA,28/11/2021,70022,1050,418,344,5.969552,0.0,39.80952380952381,11.594202898550725
BOYOLALI,JAWA TENGAH,28/11/2021,987454,987,2553,2538,2.585437,0.313357,258.66261398176295,2.1767522855898997
BREBES,JAWA TENGAH,28/11/2021,1807973,1806,2115,2312,1.169818,0.330969,117.109634551495,2.636667252592723
BULELENG,BALI,28/11/2021,669064,672,3624,1975,5.416522,0.027594,539.2857142857143,3.0715225976305396
BULUKUMBA,SULAWESI SELATAN,28/11/2021,421959,6328,913,243,2.163717,0.109529,14.427939317319849,4.102564102564102
BULUNGAN,KALIMANTAN UTARA,28/11/2021,134529,133,1037,1252,7.708375,0.096432,779.6992481203008,3.6616161616161618
BUNGO,JAMBI,28/11/2021,380647,378,427,143,1.121774,0.0,112.96296296296295,2.4390243902439024
BUOL,SULAWESI TENGAH,28/11/2021,167659,168,325,281,1.938458,0.0,193.45238095238096,21.975806451612904
BURU,MALUKU,28/11/2021,146819,147,1421,1825,9.678584,0.0,966.6666666666666,1.5541264737406217
BURU SELATAN,MALUKU,28/11/2021,62998,63,665,206,10.555891,0.0,1055.5555555555554,0.21551724137931033
BUTON,SULAWESI TENGGARA,28/11/2021,102383,105,592,406,5.78221,0.0,563.8095238095239,3.8821954484605086
BUTON SELATAN,SULAWESI TENGGARA,28/11/2021,80176,77,402,69,5.013969,0.0,522.077922077922,0.6276150627615062
BUTON TENGAH,SULAWESI TENGGARA,28/11/2021,93255,91,634,286,6.798563,0.0,696.7032967032967,0.3861003861003861
BUTON UTARA,SULAWESI TENGGARA,28/11/2021,63623,63,131,12,2.059004,0.0,207.93650793650795,0.6172839506172839
CIAMIS,JAWA BARAT,28/11/2021,1213198,18200,2322,1204,1.91395,0.043066,12.758241758241759,8.673978065802594
CIANJUR,JAWA BARAT,28/11/2021,2329635,34944,4134,2371,1.774527,0.072569,11.830357142857142,2.4395243952439523
CILACAP,JAWA TENGAH,28/11/2021,1729384,1729,2338,4105,1.351926,0.213858,135.22267206477733,1.4517409549733469
CIREBON,JAWA BARAT,28/11/2021,2206614,33096,6845,18620,3.102038,0.058437,20.682257674643463,2.115501519756839
DAIRI,SUMATERA UTARA,28/11/2021,285598,287,948,321,3.319351,0.21097,330.3135888501742,2.5996533795493932
DEIYAI,PAPUA,28/11/2021,76224,1141,65,0,0.85275,0.0,5.696757230499562,0.0
DELI SERDANG,SUMATERA UTARA,28/11/2021,2318961,2317,6855,5351,2.956065,0.116703,295.85671126456623,1.7812285910025119
DEMAK,JAWA TENGAH,28/11/2021,1176448,1176,2346,2303,1.994138,0.042626,199.48979591836735,2.6364193746168
DHARMASRAYA,SUMATERA BARAT,28/11/2021,265841,3990,271,126,1.019406,0.369004,6.791979949874687,12.44131455399061
DOGIYAI,PAPUA,28/11/2021,98749,98,0,0,0.0,0.0,0.0,0.0
DOMPU,NTB,28/11/2021,265084,3976,697,520,2.629355,0.0,17.530181086519114,7.523510971786834
DONGGALA,SULAWESI TENGAH,28/11/2021,306752,308,551,249,1.796239,0.0,178.89610389610388,1.488095238095238
EMPAT LAWANG,SUMATERA SELATAN,28/11/2021,256113,259,377,42,1.472006,0.0,145.55984555984557,1.9189765458422177
ENDE,NTT,28/11/2021,275223,273,1100,1391,3.996759,0.0,402.9304029304029,2.7758501040943786
ENREKANG,SULAWESI SELATAN,28/11/2021,209974,210,492,119,2.343147,0.0,234.2857142857143,3.8571428571428568
FAK FAK,PAPUA BARAT,28/11/2021,81274,84,895,879,11.012132,0.111732,1065.4761904761906,4.651162790697675
FLORES TIMUR,NTT,28/11/2021,259828,259,852,533,3.279092,0.352113,328.95752895752895,7.584269662921349
GARUT,JAWA BARAT,28/11/2021,2644843,2646,4145,2420,1.567201,0.168878,156.65154950869237,6.166514181152791
GAYO LUES,ACEH,28/11/2021,95041,98,76,1,0.799655,0.0,77.55102040816327,5.4945054945054945
GIANYAR,BALI,28/11/2021,523561,525,3930,16509,7.506289,0.229008,748.5714285714286,2.042694147957306
GORONTALO,GORONTALO,28/11/2021,375904,5642,1294,1078,3.442368,0.0,22.93512938674229,1.870503597122302
GORONTALO UTARA,GORONTALO,28/11/2021,112303,1687,639,486,5.689964,0.0,37.87788974510966,2.3429179978700745
GOWA,SULAWESI SELATAN,28/11/2021,780138,777,2906,2136,3.724982,0.034412,374.002574002574,2.288605155384245
GRESIK,JAWA TIMUR,28/11/2021,1342628,1344,5845,6275,4.353402,0.153978,434.8958333333333,1.7630176301763019
GROBOGAN,JAWA TENGAH,28/11/2021,1380198,1379,3041,3497,2.203307,0.460375,220.5221174764322,1.963792574409328
GUNUNG MAS,KALIMANTAN TENGAH,28/11/2021,117920,119,492,242,4.17232,0.0,413.44537815126057,3.058103975535168
GUNUNGKIDUL,DI YOGYAKARTA,28/11/2021,767464,11515,3113,2304,4.056216,1.445551,27.034303082935303,2.5401762571280453
HALMAHERA BARAT,MALUKU UTARA,28/11/2021,118526,119,465,75,3.92319,0.215054,390.75630252100837,2.7777777777777777
HALMAHERA SELATAN,MALUKU UTARA,28/11/2021,236285,238,925,733,3.914764,0.216216,388.65546218487395,2.02808112324493
HALMAHERA TENGAH,MALUKU UTARA,28/11/2021,56883,56,473,232,8.315314,0.0,844.6428571428571,9.93006993006993
HALMAHERA TIMUR,MALUKU UTARA,28/11/2021,97407,98,268,43,2.751342,0.0,273.46938775510205,11.559139784946236
HALMAHERA UTARA,MALUKU UTARA,28/11/2021,194985,196,787,1206,4.036208,0.127065,401.53061224489795,3.7347070186735354
HULU SUNGAI SELATAN,KALIMANTAN SELATAN,28/11/2021,237240,238,436,346,1.837801,0.688073,183.19327731092437,0.8838383838383838
HULU SUNGAI TENGAH,KALIMANTAN SELATAN,28/11/2021,271761,273,599,420,2.204143,0.0,219.41391941391944,7.416563658838071
HULU SUNGAI UTARA,KALIMANTAN SELATAN,28/11/2021,237582,238,403,266,1.696256,0.0,169.32773109243698,1.9047619047619049
HUMBANG HASUNDUTAN,SUMATERA UTARA,28/11/2021,194355,2912,600,322,3.087134,0.0,20.604395604395602,2.997275204359673
INDRAGIRI HILIR,RIAU,28/11/2021,721862,721,797,295,1.104089,0.376412,110.54091539528432,3.3802816901408446
INDRAGIRI HULU,RIAU,28/11/2021,443650,6657,1853,1425,4.176716,0.269833,27.835361273847077,1.859799713876967
INDRAMAYU,JAWA BARAT,28/11/2021,1755685,1757,5857,3389,3.33602,0.273177,333.35230506545247,2.2704555190632587
INTAN JAYA,PAPUA,28/11/2021,51367,770,40,34,0.77871,0.0,5.194805194805195,0.0
JAYAPURA,PAPUA,28/11/2021,128462,1925,1588,4161,12.361632,0.188917,82.4935064935065,0.18509949097639983
JAYAWIJAYA,PAPUA,28/11/2021,210880,210,1217,1621,5.771055,0.410846,579.5238095238095,0.23767082590612004
JEMBER,JAWA TIMUR,28/11/2021,2471542,37072,8985,9882,3.635382,0.111297,24.23662063012516,1.720823798627002
JEMBRANA,BALI,28/11/2021,282023,280,2273,5013,8.059626,0.395952,811.7857142857142,1.8471568272365086
JENEPONTO,SULAWESI SELATAN,28/11/2021,367160,364,1131,606,3.080401,0.088417,310.7142857142857,4.468517264725795
JEPARA,JAWA TENGAH,28/11/2021,1283844,19257,2678,2663,2.085923,0.186706,13.906631354832008,0.6643757159221076
JOMBANG,JAWA TIMUR,28/11/2021,1274197,1274,4627,3304,3.631307,0.064837,363.1868131868132,7.8199863107460645
KAIMANA,PAPUA BARAT,28/11/2021,64736,63,611,368,9.438334,0.163666,969.8412698412698,0.7056451612903225
KAMPAR,RIAU,28/11/2021,882785,882,1996,538,2.261026,0.551102,226.30385487528346,3.374709076803724
KAPUAS,KALIMANTAN TENGAH,28/11/2021,363828,364,951,644,2.613872,0.105152,261.2637362637363,1.6483516483516485
KAPUAS HULU,KALIMANTAN BARAT,28/11/2021,270058,273,500,460,1.851454,0.0,183.15018315018315,2.941176470588235
KARANGANYAR,JAWA TENGAH,28/11/2021,894948,13426,2349,2010,2.624734,1.702852,17.4959034708774,2.874859075535513
KARANGASEM,BALI,28/11/2021,420832,420,1793,1439,4.260608,0.278862,426.9047619047619,4.086845466155811
KARAWANG,JAWA BARAT,28/11/2021,2359078,2359,5977,6378,2.533617,0.167308,253.37007206443408,2.6394967177242887
KARIMUN,KEP. RIAU,28/11/2021,238149,238,1465,1183,6.151611,0.136519,615.546218487395,3.210272873194221
