Kabupaten/ Kota,provinsi (plot_tk_kab),Tanggal,Jumlah Penduduk,Target orang diperiksa/ minggu (7 hari terakhir) (Inmendagri),Orang diperiksa/ minggu (7 hari terakhir),Spesimen diperiksa/minggu (7 hari terakhir),Orang diperiksa per 1000 penduduk/ minggu (7 hari terakhir),Positivity Rate (%) (7 hari terakhir),% Capaian (orang diperiksa/minggu dibagi target orang/minggu) (7 hari terakhir),% Pemeriksaan suspek dan kontak erat dibagi orang diperiksa/minggu (7 hari terakhir)
ACEH BARAT,ACEH,08/06/2022,215.294,1.078,56.0,19.0,"0,26","0,00","5,19","2,74"
ACEH BARAT DAYA,ACEH,08/06/2022,155.966,7.778,37.0,49.0,"0,24","0,00","4,76","5,56"
ACEH BESAR,ACEH,08/06/2022,436.212,2.184,194.0,149.0,"0,44","0,00","8,88","7,43"
ACEH JAYA,ACEH,08/06/2022,97.338,490.0,26.0,9.0,"0,27","0,00","5,31","6,25"
ACEH SELATAN,ACEH,08/06/2022,248.511,1.246,54.0,,"0,22","0,00","4,33","5,56"
ACEH SINGKIL,ACEH,08/06/2022,127.289,637.0,52.0,43.0,"0,41","0,00","8,16","25,74"
ACEH TAMIANG,ACEH,08/06/2022,304.273,1.519,167.0,111.0,"0,55","0,00","10,99","1,35"
ACEH TENGAH,ACEH,08/06/2022,218.036,1.092,181.0,115.0,"0,83","0,00","16,58","1,69"
ACEH TENGGARA,ACEH,08/06/2022,222.284,1.113,97.0,8.0,"0,44","0,00","8,72","2,26"
ACEH TIMUR,ACEH,08/06/2022,448.347,2.24,39.0,7.0,"0,09","0,00","1,74","6,25"
ACEH UTARA,ACEH,08/06/2022,636.641,3.185,163.0,122.0,"0,26","0,00","5,12","4,78"
AGAM,SUMATERA BARAT,08/06/2022,504.126,2.52,330.0,195.0,"0,65","0,30","13,10","5,97"
ALOR,NTT,08/06/2022,209.155,1.043,88.0,42.0,"0,42","0,00","8,44","3,77"
ASAHAN,SUMATERA UTARA,08/06/2022,747.618,3.738,304.0,198.0,"0,41","0,00","8,13","19,70"
ASMAT,PAPUA,08/06/2022,103.453,518.0,59.0,35.0,"0,57","0,00","11,39","1,45"
BADUNG,BALI,08/06/2022,727.951,728.0,3.905,3.103,"5,36","1,51","536,40","1,14"
BALANGAN,KALIMANTAN SELATAN,08/06/2022,134.576,672.0,83.0,124.0,"0,62","1,20","12,35","61,22"
