Kabupaten/ Kota,provinsi (plot_tk_kab),Tanggal,Jumlah Penduduk,Target orang diperiksa/ minggu (7 hari terakhir) (Inmendagri),Orang diperiksa/ minggu (7 hari terakhir),Spesimen diperiksa/minggu (7 hari terakhir),Orang diperiksa per 1000 penduduk/ minggu (7 hari terakhir),Positivity Rate (%) (7 hari terakhir),% Capaian (orang diperiksa/minggu dibagi target orang/minggu) (7 hari terakhir),% Pemeriksaan suspek dan kontak erat dibagi orang diperiksa/minggu (7 hari terakhir)
ACEH BARAT,ACEH,06/01/2023,218171,1078,4,1,0.018334242406186,0.0,0.3710575139146568,45.45454545454545
ACEH BARAT DAYA,ACEH,06/01/2023,158019,777,6,1,0.0379701175175137,16.6666666666667,0.7722007722007722,40.0
ACEH BESAR,ACEH,06/01/2023,442065,2184,59,13,0.133464535758316,5.08474576271187,2.7014652014652016,31.372549019607842
ACEH JAYA,ACEH,06/01/2023,98816,490,19,28,0.192276554404145,0.0,3.877551020408163,
ACEH SELATAN,ACEH,06/01/2023,251633,2485,6,0,0.0238442493631598,16.6666666666667,0.2414486921529175,11.11111111111111
ACEH SINGKIL,ACEH,06/01/2023,129001,637,4,0,0.0310075115696778,0.0,0.6279434850863422,14.285714285714285
ACEH TAMIANG,ACEH,06/01/2023,307662,1519,22,13,0.0715070434437792,0.0,1.4483212639894667,11.76470588235294
ACEH TENGAH,ACEH,06/01/2023,220975,1092,20,24,0.0905079760153864,10.0,1.8315018315018317,18.51851851851852
ACEH TENGGARA,ACEH,06/01/2023,225273,1113,9,1,0.0399515254824147,0.0,0.8086253369272237,6.25
ACEH TIMUR,ACEH,06/01/2023,454438,4480,13,1,0.0286067626386878,7.69230769230769,0.29017857142857145,19.047619047619047
ACEH UTARA,ACEH,06/01/2023,643469,3185,31,18,0.0481763690247704,0.0,0.9733124018838305,13.157894736842104
AGAM,SUMATERA BARAT,06/01/2023,507351,2520,64,9,0.12614541017954,1.5625,2.5396825396825395,6.41025641025641
ALOR,NTT,06/01/2023,210123,1043,26,8,0.123737049252105,3.84615384615385,2.4928092042186005,3.4482758620689653
ASAHAN,SUMATERA UTARA,06/01/2023,752396,7476,77,33,0.102339725357392,0.0,1.0299625468164793,30.158730158730158
ASMAT,PAPUA,06/01/2023,105558,518,6,2,0.0568407889501506,0.0,1.1583011583011582,0.0
BADUNG,BALI,06/01/2023,744765,3640,2005,1097,2.69212436137574,0.997506234413965,55.082417582417584,2.1704814522494082
BALANGAN,KALIMANTAN SELATAN,06/01/2023,135996,1344,56,43,0.411776816965205,0.0,4.166666666666666,19.17808219178082
BANDUNG,JAWA BARAT,06/01/2023,3847117,19054,2093,1636,0.54404376056148,2.96225513616818,10.984570168993388,6.796116504854369
BANDUNG BARAT,JAWA BARAT,06/01/2023,1706900,8491,975,450,0.571210967250571,4.0,11.48274643740431,5.42317173377157
BANGGAI,SULAWESI TENGAH,06/01/2023,395851,1953,34,16,0.0858909033954695,0.0,1.7409114183307732,2.2222222222222223
BANGGAI KEPULAUAN,SULAWESI TENGAH,06/01/2023,120257,602,2,36,0.016631048504453,0.0,0.33222591362126247,
BANGGAI LAUT,SULAWESI TENGAH,06/01/2023,79976,392,3,7,0.0375112533760128,0.0,0.7653061224489796,41.66666666666667
BANGKA,KEP. BANGKA BELITUNG,06/01/2023,345527,343,154,177,0.445695994813719,0.649350649350649,44.89795918367347,2.051282051282051
BANGKA BARAT,KEP. BANGKA BELITUNG,06/01/2023,218524,1078,39,4,0.178470099394117,2.56410256410256,3.6178107606679033,4.25531914893617
BANGKA SELATAN,KEP. BANGKA BELITUNG,06/01/2023,214921,1064,29,5,0.134933301073418,6.89655172413793,2.725563909774436,30.909090909090907
BANGKA TENGAH,KEP. BANGKA BELITUNG,06/01/2023,200830,994,72,129,0.358512174475925,0.0,7.2434607645875255,27.027027027027028
BANGKALAN,JAWA TIMUR,06/01/2023,1018075,5054,280,68,0.275028853473467,2.5,5.540166204986149,2.9069767441860463
