Kabupaten/ Kota,provinsi (plot_tk_kab),Tanggal,Jumlah Penduduk,Target orang diperiksa/ minggu (7 hari terakhir) (Inmendagri),Orang diperiksa/ minggu (7 hari terakhir),Spesimen diperiksa/minggu (7 hari terakhir),Orang diperiksa per 1000 penduduk/ minggu (7 hari terakhir),Positivity Rate (%) (7 hari terakhir),% Capaian (orang diperiksa/minggu dibagi target orang/minggu) (7 hari terakhir),% Pemeriksaan suspek dan kontak erat dibagi orang diperiksa/minggu (7 hari terakhir)
ACEH BARAT,ACEH,28/01/2023,218171,1078,6,0,0.027501363609279,16.6666666666667,0.5565862708719851,12.5
ACEH BARAT DAYA,ACEH,28/01/2023,158019,777,2,0,0.0126567058391712,0.0,0.2574002574002574,0.0
ACEH BESAR,ACEH,28/01/2023,442065,2184,41,4,0.0927465417981519,0.0,1.8772893772893773,0.0
ACEH JAYA,ACEH,28/01/2023,98816,490,11,9,0.111318005181347,0.0,2.2448979591836733,
ACEH SELATAN,ACEH,28/01/2023,251633,2485,6,0,0.0238442493631598,0.0,0.2414486921529175,0.0
ACEH SINGKIL,ACEH,28/01/2023,129001,637,6,0,0.0465112673545166,0.0,0.9419152276295133,12.5
ACEH TAMIANG,ACEH,28/01/2023,307662,1519,18,30,0.0585057628176375,0.0,1.184990125082291,0.0
ACEH TENGAH,ACEH,28/01/2023,220975,1092,2,0,0.00905079760153863,0.0,0.18315018315018314,
ACEH TENGGARA,ACEH,28/01/2023,225273,1113,10,0,0.0443905838693496,0.0,0.8984725965858041,
ACEH TIMUR,ACEH,28/01/2023,454438,4480,20,10,0.0440104040595197,0.0,0.4464285714285714,0.0
ACEH UTARA,ACEH,28/01/2023,643469,3185,14,18,0.0217570698821544,0.0,0.43956043956043955,4.761904761904762
AGAM,SUMATERA BARAT,28/01/2023,507351,2520,54,0,0.106435189838987,0.0,2.142857142857143,5.633802816901409
ALOR,NTT,28/01/2023,210123,1043,27,11,0.128496166531032,0.0,2.588686481303931,0.0
ASAHAN,SUMATERA UTARA,28/01/2023,752396,7476,78,122,0.103668812699695,0.0,1.043338683788122,47.4025974025974
ASMAT,PAPUA,28/01/2023,105558,518,6,2,0.0568407889501506,0.0,1.1583011583011582,0.0
BADUNG,BALI,28/01/2023,744765,3640,1693,1469,2.27320027122649,0.767867690490254,46.510989010989015,1.4311270125223614
BALANGAN,KALIMANTAN SELATAN,28/01/2023,135996,1344,15,10,0.110297361687108,0.0,1.1160714285714286,6.25
BANDUNG,JAWA BARAT,28/01/2023,3847117,19054,1426,1318,0.370667177525404,2.10378681626928,7.4839928623911,6.246385193753615
BANDUNG BARAT,JAWA BARAT,28/01/2023,1706900,8491,818,461,0.479231355088172,3.17848410757946,9.633729831586384,4.771784232365145
BANGGAI,SULAWESI TENGAH,28/01/2023,395851,1953,18,8,0.045471654738778,0.0,0.9216589861751152,5.263157894736842
BANGGAI KEPULAUAN,SULAWESI TENGAH,28/01/2023,120257,602,4,22,0.0332620970089059,0.0,0.6644518272425249,
BANGGAI LAUT,SULAWESI TENGAH,28/01/2023,79976,392,3,1,0.0375112533760128,0.0,0.7653061224489796,
BANGKA,KEP. BANGKA BELITUNG,28/01/2023,345527,343,138,161,0.399389917430476,0.72463768115942,40.2332361516035,1.8633540372670807
BANGKA BARAT,KEP. BANGKA BELITUNG,28/01/2023,218524,1078,34,5,0.155589317420512,0.0,3.153988868274583,0.0
BANGKA SELATAN,KEP. BANGKA BELITUNG,28/01/2023,214921,1064,18,1,0.0837517041145351,11.1111111111111,1.6917293233082706,37.5
BANGKA TENGAH,KEP. BANGKA BELITUNG,28/01/2023,200830,994,57,114,0.283822138126774,0.0,5.734406438631791,33.70786516853933
BANGKALAN,JAWA TIMUR,28/01/2023,1018075,5054,256,101,0.25145495174717,1.5625,5.065294815987337,1.3245033112582782
BANGLI,BALI,28/01/2023,232095,1155,188,195,0.810013141170641,0.0,16.277056277056275,4.166666666666666
BANJAR,KALIMANTAN SELATAN,28/01/2023,607164,3003,95,161,0.156465139566904,1.05263157894737,3.1635031635031634,2.7522935779816518
BANJARNEGARA,JAWA TENGAH,28/01/2023,933377,9303,44,9,0.0471406516337986,2.27272727272727,0.472965709986026,6.134969325153374
BANTAENG,SULAWESI SELATAN,28/01/2023,190772,952,18,5,0.0943534690625459,0.0,1.8907563025210083,0.0
BANTUL,DI YOGYAKARTA,28/01/2023,1078404,5320,439,292,0.407083059780936,1.13895216400911,8.25187969924812,6.563706563706563
BANYUASIN,SUMATERA SELATAN,28/01/2023,898649,4445,248,49,0.275969816914057,0.806451612903226,5.579302587176603,2.684563758389262
BANYUMAS,JAWA TENGAH,28/01/2023,1730767,8596,670,166,0.387111610054964,0.895522388059702,7.794322940902745,2.9508196721311477
BANYUWANGI,JAWA TIMUR,28/01/2023,1629172,8127,341,311,0.209308777710395,0.0,4.1958902424018705,3.1746031746031744
BARITO KUALA,KALIMANTAN SELATAN,28/01/2023,320133,1589,122,62,0.381091608800092,0.0,7.677784770295784,0.8
BARITO SELATAN,KALIMANTAN TENGAH,28/01/2023,141528,1407,20,2,0.141314792832514,0.0,1.4214641080312722,11.538461538461538
BARITO TIMUR,KALIMANTAN TENGAH,28/01/2023,130007,1281,12,0,0.0923027221611144,0.0,0.936768149882904,0.0
BARITO UTARA,KALIMANTAN TENGAH,28/01/2023,133586,133,45,95,0.336861647178597,0.0,33.83458646616541,3.4482758620689653
BARRU,SULAWESI SELATAN,28/01/2023,175924,875,31,3,0.176212455378459,3.2258064516129,3.5428571428571427,0.0
BATANG,JAWA TENGAH,28/01/2023,785195,3899,67,2,0.0853291220652195,0.0,1.7183893305975892,0.9174311926605505
BATANGHARI,JAMBI,28/01/2023,274117,1365,40,4,0.145923091234765,0.0,2.93040293040293,2.1739130434782608
BATU BARA,SUMATERA UTARA,28/01/2023,432925,427,89,98,0.205578333429578,1.12359550561798,20.843091334894616,20.8
BEKASI,JAWA BARAT,28/01/2023,4166696,20216,1917,2029,0.460076761059602,0.99113197704747,9.482588049070044,3.91815411406182
BELITUNG,KEP. BANGKA BELITUNG,28/01/2023,194384,959,63,12,0.324100749032842,0.0,6.569343065693431,0.0
BELITUNG TIMUR,KEP. BANGKA BELITUNG,28/01/2023,132547,658,17,14,0.128256392072246,0.0,2.5835866261398177,0.0
