Kabupaten/ Kota,provinsi (plot_tk_kab),Tanggal,Jumlah Penduduk,Target orang diperiksa/ minggu (7 hari terakhir) (Inmendagri),Orang diperiksa/ minggu (7 hari terakhir),Spesimen diperiksa/minggu (7 hari terakhir),Orang diperiksa per 1000 penduduk/ minggu (7 hari terakhir),Positivity Rate (%) (7 hari terakhir),% Capaian (orang diperiksa/minggu dibagi target orang/minggu) (7 hari terakhir),% Pemeriksaan suspek dan kontak erat dibagi orang diperiksa/minggu (7 hari terakhir)
ACEH BARAT,ACEH,02/10/2022,215294,1078,7,9,0.0325136789692235,14.2857142857143,0.6493506493506493,27.27272727272727
ACEH BARAT DAYA,ACEH,02/10/2022,155966,2338,13,0,0.083351499685829,23.0769230769231,0.5560307955517536,25.0
ACEH BESAR,ACEH,02/10/2022,436212,2184,111,28,0.254463426040549,12.6126126126126,5.082417582417582,19.834710743801654
ACEH JAYA,ACEH,02/10/2022,97338,490,10,19,0.102734800386283,0.0,2.0408163265306123,9.090909090909092
ACEH SELATAN,ACEH,02/10/2022,248511,1246,24,0,0.0965752019025315,4.16666666666667,1.9261637239165328,8.16326530612245
ACEH SINGKIL,ACEH,02/10/2022,127289,637,8,16,0.0628491071498716,0.0,1.2558869701726845,30.0
ACEH TAMIANG,ACEH,02/10/2022,304273,1519,32,39,0.105168713622306,0.0,2.106649111257406,27.500000000000004
ACEH TENGAH,ACEH,02/10/2022,218036,1092,27,19,0.123832761562311,14.8148148148148,2.4725274725274726,18.0
ACEH TENGGARA,ACEH,02/10/2022,222284,1113,20,2,0.0899749869536269,0.0,1.7969451931716083,0.0
ACEH TIMUR,ACEH,02/10/2022,448347,4480,15,13,0.0334562292153176,13.3333333333333,0.33482142857142855,20.0
ACEH UTARA,ACEH,02/10/2022,636641,3185,50,36,0.0785371975728864,10.0,1.5698587127158554,9.30232558139535
AGAM,SUMATERA BARAT,02/10/2022,504126,2520,96,8,0.190428583330358,7.29166666666667,3.8095238095238098,18.367346938775512
ALOR,NTT,02/10/2022,209155,1043,64,14,0.305993162965265,0.0,6.136145733461169,3.5398230088495577
ASAHAN,SUMATERA UTARA,02/10/2022,747618,3738,100,60,0.133758149215241,3.0,2.675227394328518,14.077669902912621
ASMAT,PAPUA,02/10/2022,103453,518,15,27,0.144993378635709,0.0,2.8957528957528957,
BADUNG,BALI,02/10/2022,727951,728,2135,2150,2.93288971373073,3.46604215456674,293.2692307692308,1.9495958155016642
BALANGAN,KALIMANTAN SELATAN,02/10/2022,134576,672,69,177,0.512721436214481,1.44927536231884,10.267857142857142,70.55837563451777
BANDUNG,JAWA BARAT,02/10/2022,3810690,19054,1922,2627,0.504370599550213,6.76378772112383,10.087120814527134,15.072815533980583
BANDUNG BARAT,JAWA BARAT,02/10/2022,1698855,8491,819,666,0.482089407277254,5.25030525030525,9.64550700741962,10.629453681710213
BANGGAI,SULAWESI TENGAH,02/10/2022,390892,1953,62,45,0.158611585808868,4.83870967741935,3.1746031746031744,0.9174311926605505
BANGGAI KEPULAUAN,SULAWESI TENGAH,02/10/2022,119719,1799,24,45,0.200469432587977,37.5,1.3340744858254585,41.07142857142857
BANGGAI LAUT,SULAWESI TENGAH,02/10/2022,78681,392,9,36,0.114385938155336,22.2222222222222,2.295918367346939,74.4186046511628
BANGKA,KEP. BANGKA BELITUNG,02/10/2022,341430,1708,163,316,0.477403860234894,9.8159509202454,9.543325526932083,8.405797101449275
BANGKA BARAT,KEP. BANGKA BELITUNG,02/10/2022,215918,2156,51,107,0.236200779925713,23.5294117647059,2.3654916512059367,43.24324324324324
BANGKA SELATAN,KEP. BANGKA BELITUNG,02/10/2022,212382,2121,39,13,0.183631381190496,20.5128205128205,1.8387553041018387,36.17021276595745
BANGKA TENGAH,KEP. BANGKA BELITUNG,02/10/2022,198458,994,78,176,0.393030263330276,8.97435897435897,7.847082494969819,29.292929292929294
BANGKALAN,JAWA TIMUR,02/10/2022,1010737,5054,325,99,0.321547544019859,1.23076923076923,6.430550059358923,1.6635859519408502
BANGLI,BALI,02/10/2022,231050,231,236,246,1.02142393421337,1.27118644067797,102.16450216450217,9.975062344139651
BANJAR,KALIMANTAN SELATAN,02/10/2022,601268,3003,80,142,0.13305214979011,1.25,2.664002664002664,4.166666666666666
BANJARNEGARA,JAWA TENGAH,02/10/2022,929976,4648,185,1384,0.198929864856727,5.94594594594595,3.980206540447504,6.543624161073826
BANTAENG,SULAWESI SELATAN,02/10/2022,190006,952,43,41,0.226308642884962,0.0,4.516806722689076,1.25
BANTUL,DI YOGYAKARTA,02/10/2022,1064286,5320,696,727,0.653959555984012,7.18390804597701,13.082706766917292,8.345120226308344
BANYUASIN,SUMATERA SELATAN,02/10/2022,888470,4445,311,76,0.35003995632942,1.60771704180064,6.996625421822272,2.88
BANYUMAS,JAWA TENGAH,02/10/2022,1719757,1722,1836,3336,1.0675926889671,2.28758169934641,106.62020905923345,4.685916919959473
BANYUWANGI,JAWA TIMUR,02/10/2022,1626064,8127,479,593,0.294576351238328,3.96659707724426,5.8939338009105455,3.8716814159292032
BARITO KUALA,KALIMANTAN SELATAN,02/10/2022,317818,1589,126,76,0.396453316048808,0.0,7.929515418502203,1.2295081967213115
BARITO SELATAN,KALIMANTAN TENGAH,02/10/2022,140360,700,28,28,0.199487033342833,0.0,4.0,24.637681159420293
BARITO TIMUR,KALIMANTAN TENGAH,02/10/2022,128131,644,26,29,0.202917326798355,0.0,4.037267080745342,16.901408450704224
BARITO UTARA,KALIMANTAN TENGAH,02/10/2022,132857,665,81,248,0.609678074922661,1.23456790123457,12.180451127819548,8.994708994708994
BARRU,SULAWESI SELATAN,02/10/2022,175492,875,44,14,0.250723679711896,0.0,5.0285714285714285,4.166666666666666
BATANG,JAWA TENGAH,02/10/2022,780328,3899,139,299,0.178130222162988,5.75539568345324,3.565016670941267,5.486725663716814
BATANGHARI,JAMBI,02/10/2022,272878,1365,89,72,0.326153079398119,1.12359550561798,6.520146520146521,3.35195530726257
BATU BARA,SUMATERA UTARA,02/10/2022,429432,2149,241,454,0.561206430820246,1.2448132780083,11.21451838064216,12.284069097888676
BEKASI,JAWA BARAT,02/10/2022,4043491,20216,2780,5023,0.687524715647939,4.56834532374101,13.751483973090622,4.734158776402039
BELITUNG,KEP. BANGKA BELITUNG,02/10/2022,192079,959,184,216,0.957939181274371,8.69565217391304,19.186652763295097,9.473684210526317
BELITUNG TIMUR,KEP. BANGKA BELITUNG,02/10/2022,130987,658,19,10,0.145052562468031,0.0,2.8875379939209727,5.454545454545454
BELU,NTT,02/10/2022,229747,1148,116,190,0.504903219628548,6.03448275862069,10.104529616724738,10.67193675889328
BENER MERIAH,ACEH,02/10/2022,152369,763,16,0,0.105008236583557,6.25,2.0969855832241153,6.0606060606060606
BENGKALIS,RIAU,02/10/2022,570566,2856,215,176,0.376818807990662,1.86046511627907,7.528011204481793,6.25
BENGKAYANG,KALIMANTAN BARAT,02/10/2022,265967,1330,63,34,0.236871491576023,6.34920634920635,4.736842105263158,5.64516129032258
BENGKULU SELATAN,BENGKULU,02/10/2022,179186,896,83,118,0.463205830812675,0.0,9.263392857142858,0.6211180124223602
BENGKULU TENGAH,BENGKULU,02/10/2022,116293,581,25,22,0.214974246085319,0.0,4.3029259896729775,5.769230769230769
BENGKULU UTARA,BENGKULU,02/10/2022,310069,308,317,729,1.02235308915112,2.52365930599369,102.92207792207793,10.397946084724005
BERAU,KALIMANTAN TIMUR,02/10/2022,236589,1183,216,385,0.91297566666244,3.24074074074074,18.258664412510566,5.756929637526652
BIAK NUMFOR,PAPUA,02/10/2022,150676,756,51,33,0.33847460776766,11.7647058823529,6.746031746031746,24.242424242424242
BIMA,NTB,02/10/2022,515007,2576,76,57,0.147570809717149,0.0,2.950310559006211,10.144927536231885
BINTAN,KEP. RIAU,02/10/2022,166137,833,111,106,0.668123295834161,2.7027027027027,13.325330132052821,7.5396825396825395
