Kabupaten/ Kota,provinsi (plot_tk_kab),Tanggal,Jumlah Penduduk,Target orang diperiksa/ minggu (7 hari terakhir) (Inmendagri),Orang diperiksa/ minggu (7 hari terakhir),Spesimen diperiksa/minggu (7 hari terakhir),Orang diperiksa per 1000 penduduk/ minggu (7 hari terakhir),Positivity Rate (%) (7 hari terakhir),% Capaian (orang diperiksa/minggu dibagi target orang/minggu) (7 hari terakhir),% Pemeriksaan suspek dan kontak erat dibagi orang diperiksa/minggu (7 hari terakhir)
ACEH BARAT,ACEH,16/01/2023,218171,1078,8,0,0.0366684848123719,0.0,0.7421150278293136,10.0
ACEH BARAT DAYA,ACEH,16/01/2023,158019,777,5,1,0.0316417645979281,20.0,0.6435006435006435,14.285714285714285
ACEH BESAR,ACEH,16/01/2023,442065,2184,69,10,0.156085643513963,0.0,3.159340659340659,12.087912087912088
ACEH JAYA,ACEH,16/01/2023,98816,490,14,13,0.141677461139896,0.0,2.857142857142857,
ACEH SELATAN,ACEH,16/01/2023,251633,2485,17,0,0.0675587065289529,0.0,0.6841046277665996,7.142857142857142
ACEH SINGKIL,ACEH,16/01/2023,129001,637,12,1,0.0930225347090333,0.0,1.8838304552590266,7.142857142857142
ACEH TAMIANG,ACEH,16/01/2023,307662,1519,23,21,0.0747573636003146,0.0,1.5141540487162608,3.4482758620689653
ACEH TENGAH,ACEH,16/01/2023,220975,1092,10,1,0.0452539880076932,0.0,0.9157509157509158,
ACEH TENGGARA,ACEH,16/01/2023,225273,1113,23,0,0.102098342899504,0.0,2.0664869721473496,6.896551724137931
ACEH TIMUR,ACEH,16/01/2023,454438,4480,14,10,0.0308072828416638,0.0,0.3125,5.88235294117647
ACEH UTARA,ACEH,16/01/2023,643469,3185,32,19,0.0497304454449243,0.0,1.0047095761381475,2.631578947368421
AGAM,SUMATERA BARAT,16/01/2023,507351,2520,64,7,0.12614541017954,0.0,2.5396825396825395,5.88235294117647
ALOR,NTT,16/01/2023,210123,1043,57,12,0.271269684898845,3.50877192982456,5.465004793863854,9.375
ASAHAN,SUMATERA UTARA,16/01/2023,752396,7476,121,90,0.160819568418758,1.65289256198347,1.6185125735687533,34.01015228426396
ASMAT,PAPUA,16/01/2023,105558,518,6,1,0.0568407889501506,0.0,1.1583011583011582,0.0
BADUNG,BALI,16/01/2023,744765,3640,1814,1141,2.43566762670104,0.606394707828004,49.83516483516483,2.4196912807676263
BALANGAN,KALIMANTAN SELATAN,16/01/2023,135996,1344,54,45,0.39707050207359,0.0,4.017857142857143,2.898550724637681
BANDUNG,JAWA BARAT,16/01/2023,3847117,19054,1992,1576,0.517790334944323,2.45983935742972,10.45449774325601,6.610237807335752
BANDUNG BARAT,JAWA BARAT,16/01/2023,1706900,8491,933,573,0.546604956353623,2.89389067524116,10.988105052408432,8.031088082901555
BANGGAI,SULAWESI TENGAH,16/01/2023,395851,1953,35,29,0.0884171064365127,0.0,1.7921146953405016,15.09433962264151
BANGGAI KEPULAUAN,SULAWESI TENGAH,16/01/2023,120257,602,19,40,0.157994960792303,0.0,3.1561461794019934,57.446808510638306
BANGGAI LAUT,SULAWESI TENGAH,16/01/2023,79976,392,2,3,0.0250075022506752,0.0,0.5102040816326531,
BANGKA,KEP. BANGKA BELITUNG,16/01/2023,345527,343,156,178,0.451484254486625,1.28205128205128,45.481049562682216,2.083333333333333
BANGKA BARAT,KEP. BANGKA BELITUNG,16/01/2023,218524,1078,57,5,0.260840914499094,1.75438596491228,5.287569573283859,10.144927536231885
BANGKA SELATAN,KEP. BANGKA BELITUNG,16/01/2023,214921,1064,24,6,0.11166893881938,8.33333333333333,2.2556390977443606,40.42553191489361
BANGKA TENGAH,KEP. BANGKA BELITUNG,16/01/2023,200830,994,70,167,0.348553502962705,0.0,7.042253521126761,34.862385321100916
BANGKALAN,JAWA TIMUR,16/01/2023,1018075,5054,307,95,0.301549492915551,1.62866449511401,6.074396517609814,1.392757660167131
BANGLI,BALI,16/01/2023,232095,1155,223,161,0.960813460005601,0.0,19.307359307359306,1.1320754716981132
BANJAR,KALIMANTAN SELATAN,16/01/2023,607164,3003,119,193,0.195993174825912,0.840336134453782,3.9627039627039626,5.633802816901409
BANJARNEGARA,JAWA TENGAH,16/01/2023,933377,9303,69,25,0.0739251127893659,10.1449275362319,0.7416962270235408,4.482758620689655
