Kabupaten/ Kota,provinsi (plot_tk_kab),Tanggal,Jumlah Penduduk,Target orang diperiksa/ minggu (7 hari terakhir) (Inmendagri),Orang diperiksa/ minggu (7 hari terakhir),Spesimen diperiksa/minggu (7 hari terakhir),Orang diperiksa per 1000 penduduk/ minggu (7 hari terakhir),Positivity Rate (%) (7 hari terakhir),% Capaian (orang diperiksa/minggu dibagi target orang/minggu) (7 hari terakhir),% Pemeriksaan suspek dan kontak erat dibagi orang diperiksa/minggu (7 hari terakhir)
ACEH BARAT,ACEH,27/08/2022,215294,1078,26,12,0.120765093314259,3.84615384615385,2.411873840445269,5.769230769230769
ACEH BARAT DAYA,ACEH,27/08/2022,155966,777,8,7,0.0512932305758947,0.0,1.0296010296010296,7.6923076923076925
ACEH BESAR,ACEH,27/08/2022,436212,2184,92,15,0.21090662338496,13.0434782608696,4.212454212454213,13.777777777777779
ACEH JAYA,ACEH,27/08/2022,97338,490,6,11,0.0616408802317697,0.0,1.2244897959183674,26.08695652173913
ACEH SELATAN,ACEH,27/08/2022,248511,1246,21,0,0.084503301664715,4.76190476190476,1.6853932584269662,12.121212121212121
ACEH SINGKIL,ACEH,27/08/2022,127289,637,9,42,0.0707052455436055,0.0,1.4128728414442702,3.4482758620689653
ACEH TAMIANG,ACEH,27/08/2022,304273,1519,60,45,0.197191338041824,3.33333333333333,3.949967083607637,21.804511278195488
ACEH TENGAH,ACEH,27/08/2022,218036,1092,82,191,0.376084683263314,0.0,7.509157509157509,2.7472527472527473
ACEH TENGGARA,ACEH,27/08/2022,222284,1113,49,7,0.220438718036386,2.04081632653061,4.40251572327044,12.32876712328767
ACEH TIMUR,ACEH,27/08/2022,448347,2240,40,75,0.0892166112408469,7.5,1.7857142857142856,8.0
ACEH UTARA,ACEH,27/08/2022,636641,3185,94,120,0.147649931437027,2.12765957446809,2.9513343799058083,4.081632653061225
AGAM,SUMATERA BARAT,27/08/2022,504126,2520,136,14,0.269773826384674,4.41176470588235,5.396825396825397,12.751677852348994
