Kabupaten/ Kota,provinsi (plot_tk_kab),Tanggal,Jumlah Penduduk,Target orang diperiksa/ minggu (7 hari terakhir) (Inmendagri),Orang diperiksa/ minggu (7 hari terakhir),Spesimen diperiksa/minggu (7 hari terakhir),Orang diperiksa per 1000 penduduk/ minggu (7 hari terakhir),Positivity Rate (%) (7 hari terakhir),% Capaian (orang diperiksa/minggu dibagi target orang/minggu) (7 hari terakhir),% Pemeriksaan suspek dan kontak erat dibagi orang diperiksa/minggu (7 hari terakhir)
ACEH BARAT,ACEH,11/06/2022,215.294,1.078,46.0,12.0,"0,21","0,00","4,27","1,69"
ACEH BARAT DAYA,ACEH,11/06/2022,155.966,7.778,32.0,92.0,"0,21","0,00","4,12","9,30"
ACEH BESAR,ACEH,11/06/2022,436.212,2.184,221.0,103.0,"0,51","0,00","10,12","8,41"
ACEH JAYA,ACEH,11/06/2022,97.338,490.0,36.0,15.0,"0,37","0,00","7,35","2,38"
ACEH SELATAN,ACEH,11/06/2022,248.511,1.246,30.0,5.0,"0,12","0,00","2,41","11,90"
ACEH SINGKIL,ACEH,11/06/2022,127.289,637.0,45.0,24.0,"0,35","0,00","7,06","22,50"
ACEH TAMIANG,ACEH,11/06/2022,304.273,1.519,152.0,122.0,"0,50","0,00","10,01","7,24"
ACEH TENGAH,ACEH,11/06/2022,218.036,1.092,174.0,185.0,"0,80","0,00","15,93","3,64"
ACEH TENGGARA,ACEH,11/06/2022,222.284,1.113,73.0,7.0,"0,33","0,00","6,56","2,08"
ACEH TIMUR,ACEH,11/06/2022,448.347,2.24,46.0,8.0,"0,10","0,00","2,05","6,15"
ACEH UTARA,ACEH,11/06/2022,636.641,3.185,154.0,128.0,"0,24","0,00","4,84","5,97"
AGAM,SUMATERA BARAT,11/06/2022,504.126,2.52,313.0,195.0,"0,62","0,00","12,42","7,01"
ALOR,NTT,11/06/2022,209.155,1.043,106.0,29.0,"0,51","0,94","10,16","2,38"
ASAHAN,SUMATERA UTARA,11/06/2022,747.618,3.738,265.0,150.0,"0,35","0,00","7,09","21,17"
ASMAT,PAPUA,11/06/2022,103.453,518.0,59.0,53.0,"0,57","0,00","11,39","1,54"
BADUNG,BALI,11/06/2022,727.951,728.0,4.049,2.979,"5,56","1,70","556,18","1,28"
BALANGAN,KALIMANTAN SELATAN,11/06/2022,134.576,672.0,168.0,218.0,"1,25","1,19","25,00","43,03"
BANDUNG,JAWA BARAT,11/06/2022,3.810.690,19.054,3.283,2.257,"0,86","0,40","17,23","3,57"
BANDUNG BARAT,JAWA BARAT,11/06/2022,1.698.855,8.491,1.489,1.299,"0,88","1,21","17,54","21,23"
BANGGAI,SULAWESI TENGAH,11/06/2022,390.892,1.953,166.0,133.0,"0,42","0,00","8,50","4,88"
BANGGAI KEPULAUAN,SULAWESI TENGAH,11/06/2022,119.719,602.0,35.0,39.0,"0,29","0,00","5,81","43,75"
BANGGAI LAUT,SULAWESI TENGAH,11/06/2022,78.681,392.0,45.0,78.0,"0,57","0,00","11,48","49,41"
BANGKA,KEP. BANGKA BELITUNG,11/06/2022,341.430,1.708,295.0,253.0,"0,86","0,00","17,27","1,42"
BANGKA BARAT,KEP. BANGKA BELITUNG,11/06/2022,215.918,1.078,132.0,157.0,"0,61","0,00","12,24","37,35"
BANGKA SELATAN,KEP. BANGKA BELITUNG,11/06/2022,212.382,210.0,62.0,15.0,"0,29","0,00","29,52","16,98"
BANGKA TENGAH,KEP. BANGKA BELITUNG,11/06/2022,198.458,994.0,119.0,163.0,"0,60","0,00","11,97","21,31"
BANGKALAN,JAWA TIMUR,11/06/2022,1.010.737,5.054,551.0,175.0,"0,55","0,73","10,90","3,28"
BANGLI,BALI,11/06/2022,231.050,231.0,279.0,179.0,"1,21","0,00","120,78","4,23"
BANJAR,KALIMANTAN SELATAN,11/06/2022,601.268,3.003,218.0,276.0,"0,36","2,29","7,26","0,40"
BANJARNEGARA,JAWA TENGAH,11/06/2022,929.976,4.648,195.0,273.0,"0,21","0,00","4,20","2,63"
BANTAENG,SULAWESI SELATAN,11/06/2022,190.006,952.0,50.0,15.0,"0,26","2,00","5,25","0,00"
BANTUL,DI YOGYAKARTA,11/06/2022,1.064.286,1.064,1.757,2.146,"1,65","1,02","165,13","6,84"
BANYUASIN,SUMATERA SELATAN,11/06/2022,888.470,4.445,590.0,188.0,"0,66","0,00","13,27","3,40"
BANYUMAS,JAWA TENGAH,11/06/2022,1.719.757,1.722,2.527,2.938,"1,47","0,12","146,75","1,66"
BANYUWANGI,JAWA TIMUR,11/06/2022,1.626.064,8.127,1.437,1.542,"0,88","0,07","17,68","3,40"
BARITO KUALA,KALIMANTAN SELATAN,11/06/2022,317.818,1.589,182.0,78.0,"0,57","0,00","11,45","2,43"
BARITO SELATAN,KALIMANTAN TENGAH,11/06/2022,140.360,700.0,140.0,60.0,"1,00","0,00","20,00","4,38"
BARITO TIMUR,KALIMANTAN TENGAH,11/06/2022,128.131,644.0,85.0,12.0,"0,66","0,00","13,20","1,00"
BARITO UTARA,KALIMANTAN TENGAH,11/06/2022,132.857,133.0,250.0,353.0,"1,88","0,80","187,97","3,02"
BARRU,SULAWESI SELATAN,11/06/2022,175.492,875.0,110.0,28.0,"0,63","0,00","12,57","1,50"
BATANG,JAWA TENGAH,11/06/2022,780.328,3.899,214.0,153.0,"0,27","0,47","5,49","5,70"
BATANGHARI,JAMBI,11/06/2022,272.878,1.365,98.0,10.0,"0,36","1,02","7,18","5,03"
BATU BARA,SUMATERA UTARA,11/06/2022,429.432,2.149,418.0,501.0,"0,97","0,24","19,45","9,72"
BEKASI,JAWA BARAT,11/06/2022,4.043.491,20.216,4.931,6.078,"1,22","0,43","24,39","3,42"
BELITUNG,KEP. BANGKA BELITUNG,11/06/2022,192.079,189.0,395.0,324.0,"2,06","1,52","208,99","3,38"
BELITUNG TIMUR,KEP. BANGKA BELITUNG,11/06/2022,130.987,658.0,79.0,36.0,"0,60","0,00","12,01","0,00"
BELU,NTT,11/06/2022,229.747,1.148,196.0,151.0,"0,85","0,00","17,07","0,00"
BENER MERIAH,ACEH,11/06/2022,152.369,763.0,45.0,3.0,"0,30","0,00","5,90","1,82"
BENGKALIS,RIAU,11/06/2022,570.566,2.856,707.0,640.0,"1,24","0,00","24,75","2,05"
