Kabupaten/ Kota,provinsi (plot_tk_kab),Tanggal,Jumlah Penduduk,Target orang diperiksa/ minggu (7 hari terakhir) (Inmendagri),Orang diperiksa/ minggu (7 hari terakhir),Spesimen diperiksa/minggu (7 hari terakhir),Orang diperiksa per 1000 penduduk/ minggu (7 hari terakhir),Positivity Rate (%) (7 hari terakhir),% Capaian (orang diperiksa/minggu dibagi target orang/minggu) (7 hari terakhir),% Pemeriksaan suspek dan kontak erat dibagi orang diperiksa/minggu (7 hari terakhir)
ACEH BARAT,ACEH,19/09/2022,215294,1078,15,6,0.0696721692197646,6.66666666666667,1.391465677179963,9.375
ACEH BARAT DAYA,ACEH,19/09/2022,155966,777,14,8,0.0897631535078158,14.2857142857143,1.8018018018018018,22.857142857142858
ACEH BESAR,ACEH,19/09/2022,436212,4361,71,11,0.162764894134045,15.4929577464789,1.6280669571199267,25.0
ACEH JAYA,ACEH,19/09/2022,97338,490,12,13,0.123281760463539,8.33333333333333,2.4489795918367347,9.523809523809524
ACEH SELATAN,ACEH,19/09/2022,248511,1246,12,0,0.0482876009512657,16.6666666666667,0.9630818619582664,20.833333333333336
ACEH SINGKIL,ACEH,19/09/2022,127289,637,7,31,0.0549929687561376,14.2857142857143,1.098901098901099,23.52941176470588
ACEH TAMIANG,ACEH,19/09/2022,304273,1519,47,33,0.154466548132762,0.0,3.0941408821593153,15.730337078651685
ACEH TENGAH,ACEH,19/09/2022,218036,1092,17,44,0.077968775798492,0.0,1.5567765567765568,9.75609756097561
ACEH TENGGARA,ACEH,19/09/2022,222284,1113,29,0,0.130463731082759,3.44827586206897,2.605570530098832,5.357142857142857
ACEH TIMUR,ACEH,19/09/2022,448347,2240,32,27,0.0713732889926775,0.0,1.4285714285714286,3.571428571428571
ACEH UTARA,ACEH,19/09/2022,636641,3185,61,45,0.0958153810389215,3.27868852459016,1.9152276295133437,9.482758620689655
AGAM,SUMATERA BARAT,19/09/2022,504126,2520,94,12,0.186461321177642,6.38297872340426,3.7301587301587302,22.705314009661837
ALOR,NTT,19/09/2022,209155,1043,33,28,0.157777724653965,0.0,3.1639501438159154,6.578947368421052
ASAHAN,SUMATERA UTARA,19/09/2022,747618,3738,118,187,0.157834616073984,4.23728813559322,3.156768325307651,35.752688172043015
ASMAT,PAPUA,19/09/2022,103453,518,13,16,0.125660928150948,0.0,2.5096525096525095,4.0
BADUNG,BALI,19/09/2022,727951,3640,2125,1758,2.91915252537602,3.05882352941176,58.37912087912088,1.904106446432668
BALANGAN,KALIMANTAN SELATAN,19/09/2022,134576,672,72,145,0.535013672571632,9.72222222222222,10.714285714285714,66.66666666666666
BANDUNG,JAWA BARAT,19/09/2022,3810690,38108,1916,2529,0.502796081549536,7.62004175365345,5.027815681746615,13.389121338912133
BANDUNG BARAT,JAWA BARAT,19/09/2022,1698855,8491,1020,888,0.600404390015628,6.76470588235294,12.012719349899895,10.883357735480722
BANGGAI,SULAWESI TENGAH,19/09/2022,390892,1953,60,63,0.15349508304084,10.0,3.0721966205837172,12.030075187969924
BANGGAI KEPULAUAN,SULAWESI TENGAH,19/09/2022,119719,602,28,88,0.233881004685973,57.1428571428571,4.651162790697675,83.83838383838383
BANGGAI LAUT,SULAWESI TENGAH,19/09/2022,78681,392,13,48,0.165224132891041,30.7692307692308,3.316326530612245,71.9298245614035
BANGKA,KEP. BANGKA BELITUNG,19/09/2022,341430,1708,163,270,0.477403860234894,6.13496932515337,9.543325526932083,4.081632653061225
BANGKA BARAT,KEP. BANGKA BELITUNG,19/09/2022,215918,1078,72,57,0.333459924601006,9.72222222222222,6.679035250463822,4.878048780487805
BANGKA SELATAN,KEP. BANGKA BELITUNG,19/09/2022,212382,1064,35,4,0.164797393376086,5.71428571428571,3.289473684210526,30.48780487804878
BANGKA TENGAH,KEP. BANGKA BELITUNG,19/09/2022,198458,994,73,166,0.3678360156809,15.0684931506849,7.344064386317907,31.48148148148148
BANGKALAN,JAWA TIMUR,19/09/2022,1010737,5054,315,107,0.311653773434632,1.26984126984127,6.232686980609419,3.304347826086956
BANGLI,BALI,19/09/2022,231050,1155,177,211,0.76606795066003,1.69491525423729,15.324675324675324,5.993690851735016
BANJAR,KALIMANTAN SELATAN,19/09/2022,601268,3003,124,230,0.206230832174671,13.7096774193548,4.12920412920413,9.50413223140496
BANJARNEGARA,JAWA TENGAH,19/09/2022,929976,4648,234,261,0.25161939662959,12.8205128205128,5.034423407917384,5.693430656934306
BANTAENG,SULAWESI SELATAN,19/09/2022,190006,952,21,17,0.110522825594981,0.0,2.2058823529411766,2.4390243902439024
BANTUL,DI YOGYAKARTA,19/09/2022,1064286,5320,740,774,0.69530182676461,5.40540540540541,13.909774436090224,5.562913907284768
BANYUASIN,SUMATERA SELATAN,19/09/2022,888470,4445,288,106,0.32415275698673,1.38888888888889,6.479190101237345,4.121863799283155
BANYUMAS,JAWA TENGAH,19/09/2022,1719757,1722,2109,2001,1.22633604631352,1.94404931247037,122.47386759581882,4.618850920015021
BANYUWANGI,JAWA TIMUR,19/09/2022,1626064,8127,594,820,0.365299274813291,3.1986531986532,7.308970099667775,4.021937842778794
BARITO KUALA,KALIMANTAN SELATAN,19/09/2022,317818,1589,116,87,0.364988767156045,0.0,7.300188797986156,2.7450980392156863
BARITO SELATAN,KALIMANTAN TENGAH,19/09/2022,140360,1407,42,20,0.299230550014249,2.38095238095238,2.9850746268656714,14.705882352941178
BARITO TIMUR,KALIMANTAN TENGAH,19/09/2022,128131,1925,45,76,0.351203065612537,13.3333333333333,2.3376623376623376,33.92857142857143
BARITO UTARA,KALIMANTAN TENGAH,19/09/2022,132857,665,115,326,0.865592328593902,2.60869565217391,17.293233082706767,6.521739130434782
BARRU,SULAWESI SELATAN,19/09/2022,175492,875,25,12,0.142456636199941,0.0,2.857142857142857,8.771929824561402
BATANG,JAWA TENGAH,19/09/2022,780328,3899,123,23,0.157626023928399,2.4390243902439,3.154655039753783,3.0716723549488054
BATANGHARI,JAMBI,19/09/2022,272878,1365,55,47,0.201555273785355,5.45454545454545,4.029304029304029,12.295081967213115
BATU BARA,SUMATERA UTARA,19/09/2022,429432,2149,246,425,0.572849717766724,3.65853658536585,11.447184737087017,6.796116504854369
BEKASI,JAWA BARAT,19/09/2022,4043491,20216,3123,6521,0.772352405384357,5.66762728146013,15.44815987336763,5.365035817710715
BELITUNG,KEP. BANGKA BELITUNG,19/09/2022,192079,189,224,371,1.1661868293775,9.82142857142857,118.5185185185185,7.535641547861507
BELITUNG TIMUR,KEP. BANGKA BELITUNG,19/09/2022,130987,658,90,15,0.687091085374885,4.44444444444444,13.677811550151976,3.571428571428571
BELU,NTT,19/09/2022,229747,1148,147,188,0.639834252460315,0.0,12.804878048780488,1.9230769230769231
BENER MERIAH,ACEH,19/09/2022,152369,763,9,0,0.0590671330782508,0.0,1.1795543905635648,6.25
