Kabupaten/ Kota,provinsi (plot_tk_kab),Tanggal,Jumlah Penduduk,Target orang diperiksa/ minggu (7 hari terakhir) (Inmendagri),Orang diperiksa/ minggu (7 hari terakhir),Spesimen diperiksa/minggu (7 hari terakhir),Orang diperiksa per 1000 penduduk/ minggu (7 hari terakhir),Positivity Rate (%) (7 hari terakhir),% Capaian (orang diperiksa/minggu dibagi target orang/minggu) (7 hari terakhir),% Pemeriksaan suspek dan kontak erat dibagi orang diperiksa/minggu (7 hari terakhir)
ACEH BARAT,ACEH,01/11/2022,215294,2156,14,6,0.065027357938447,21.4285714285714,0.6493506493506493,10.0
ACEH BARAT DAYA,ACEH,01/11/2022,155966,777,7,0,0.0448815767539079,14.2857142857143,0.9009009009009009,6.25
ACEH BESAR,ACEH,01/11/2022,436212,4361,78,15,0.178812137217683,16.6666666666667,1.7885806007796374,20.994475138121548
ACEH JAYA,ACEH,01/11/2022,97338,1463,5,8,0.0513674001931414,40.0,0.3417634996582365,13.333333333333334
ACEH SELATAN,ACEH,01/11/2022,248511,3731,9,0,0.0362157007134493,33.3333333333333,0.24122219244170465,18.75
ACEH SINGKIL,ACEH,01/11/2022,127289,637,10,12,0.0785613839373394,10.0,1.5698587127158554,6.25
ACEH TAMIANG,ACEH,01/11/2022,304273,1519,28,46,0.092022624419518,0.0,1.8433179723502304,16.049382716049383
ACEH TENGAH,ACEH,01/11/2022,218036,1092,9,0,0.0412775871874369,11.1111111111111,0.8241758241758242,12.5
ACEH TENGGARA,ACEH,01/11/2022,222284,1113,25,1,0.112468733692034,0.0,2.2461814914645104,4.6875
ACEH TIMUR,ACEH,01/11/2022,448347,2240,12,16,0.0267649833722541,8.33333333333333,0.5357142857142857,3.571428571428571
ACEH UTARA,ACEH,01/11/2022,636641,3185,34,44,0.0534052943495628,0.0,1.0675039246467817,4.225352112676056
AGAM,SUMATERA BARAT,01/11/2022,504126,2520,59,7,0.117034233505116,16.9491525423729,2.3412698412698414,23.62204724409449
ALOR,NTT,01/11/2022,209155,1043,66,24,0.31555544930793,16.6666666666667,6.327900287631831,5.649717514124294
ASAHAN,SUMATERA UTARA,01/11/2022,747618,3738,79,86,0.10566893788004,5.06329113924051,2.113429641519529,22.943722943722943
ASMAT,PAPUA,01/11/2022,103453,1036,12,9,0.115994702908567,8.33333333333333,1.1583011583011582,0.0
BADUNG,BALI,01/11/2022,727951,3640,1882,2186,2.58533884835655,6.42933049946865,51.70329670329671,2.6583268178264268
BALANGAN,KALIMANTAN SELATAN,01/11/2022,134576,672,85,169,0.631613363452622,10.5882352941176,12.648809523809524,74.38423645320196
BANDUNG,JAWA BARAT,01/11/2022,3810690,19054,1635,2275,0.429056155184494,8.31804281345566,8.580875406738743,13.03648068669528
BANDUNG BARAT,JAWA BARAT,01/11/2022,1698855,8491,859,661,0.505634677473946,8.26542491268917,10.116594040749028,12.555309734513273
BANGGAI,SULAWESI TENGAH,01/11/2022,390892,1953,49,22,0.125354317816686,0.0,2.5089605734767026,8.181818181818182
BANGGAI KEPULAUAN,SULAWESI TENGAH,01/11/2022,119719,1197,5,28,0.0417644651224952,20.0,0.4177109440267335,70.73170731707317
