Kabupaten/ Kota,provinsi (plot_tk_kab),Tanggal,Jumlah Penduduk,Target orang diperiksa/ minggu (7 hari terakhir) (Inmendagri),Orang diperiksa/ minggu (7 hari terakhir),Spesimen diperiksa/minggu (7 hari terakhir),Orang diperiksa per 1000 penduduk/ minggu (7 hari terakhir),Positivity Rate (%) (7 hari terakhir),% Capaian (orang diperiksa/minggu dibagi target orang/minggu) (7 hari terakhir),% Pemeriksaan suspek dan kontak erat dibagi orang diperiksa/minggu (7 hari terakhir)
ACEH BARAT,ACEH,23/09/2022,215294,1078,10,6,0.0464481128131764,10.0,0.927643784786642,31.03448275862069
ACEH BARAT DAYA,ACEH,23/09/2022,155966,777,8,0,0.0512932305758947,25.0,1.0296010296010296,15.384615384615385
ACEH BESAR,ACEH,23/09/2022,436212,4361,76,34,0.174227210622358,19.7368421052632,1.742719559734006,33.663366336633665
ACEH JAYA,ACEH,23/09/2022,97338,490,12,12,0.123281760463539,0.0,2.4489795918367347,0.0
ACEH SELATAN,ACEH,23/09/2022,248511,1246,10,0,0.0402396674593881,40.0,0.8025682182985553,39.285714285714285
ACEH SINGKIL,ACEH,23/09/2022,127289,637,10,23,0.0785613839373394,10.0,1.5698587127158554,12.5
ACEH TAMIANG,ACEH,23/09/2022,304273,1519,48,28,0.157753070433459,0.0,3.1599736668861094,33.05084745762712
ACEH TENGAH,ACEH,23/09/2022,218036,1092,15,12,0.0687959786457282,0.0,1.3736263736263736,20.51282051282051
ACEH TENGGARA,ACEH,23/09/2022,222284,1113,19,1,0.0854762376059455,0.0,1.7070979335130279,24.59016393442623
ACEH TIMUR,ACEH,23/09/2022,448347,2240,19,14,0.0423778903394023,10.5263157894737,0.8482142857142857,10.526315789473683
ACEH UTARA,ACEH,23/09/2022,636641,3185,47,34,0.0738249657185133,2.12765957446809,1.4756671899529041,6.382978723404255
AGAM,SUMATERA BARAT,23/09/2022,504126,2520,95,20,0.188444952254,4.21052631578947,3.7698412698412698,20.093457943925234
ALOR,NTT,23/09/2022,209155,1043,27,14,0.129090865625971,0.0,2.588686481303931,1.8181818181818181
ASAHAN,SUMATERA UTARA,23/09/2022,747618,3738,119,138,0.159172197566137,5.04201680672269,3.1835205992509366,22.741433021806852
ASMAT,PAPUA,23/09/2022,103453,518,21,21,0.202990730089993,0.0,4.054054054054054,0.0
BADUNG,BALI,23/09/2022,727951,3640,2117,1675,2.90816277469225,3.3538025507794,58.159340659340664,2.196796338672769
