Kabupaten/ Kota,provinsi (plot_tk_kab),Tanggal,Jumlah Penduduk,Target orang diperiksa/ minggu (7 hari terakhir) (Inmendagri),Orang diperiksa/ minggu (7 hari terakhir),Spesimen diperiksa/minggu (7 hari terakhir),Orang diperiksa per 1000 penduduk/ minggu (7 hari terakhir),Positivity Rate (%) (7 hari terakhir),% Capaian (orang diperiksa/minggu dibagi target orang/minggu) (7 hari terakhir),% Pemeriksaan suspek dan kontak erat dibagi orang diperiksa/minggu (7 hari terakhir)
ACEH BARAT,ACEH,11/06/2023,218171,1078,4,0,0.018334242406186,0.0,0.3710575139146568,
ACEH BARAT DAYA,ACEH,11/06/2023,158019,777,0,0,0.0,0.0,0.0,
ACEH BESAR,ACEH,11/06/2023,442065,2184,63,5,0.142512978860575,3.17460317460317,2.8846153846153846,5.714285714285714
ACEH JAYA,ACEH,11/06/2023,98816,490,21,19,0.212516191709845,0.0,4.285714285714286,4.545454545454546
ACEH SELATAN,ACEH,11/06/2023,251633,2485,12,0,0.0476884987263197,8.33333333333333,0.482897384305835,8.333333333333332
ACEH SINGKIL,ACEH,11/06/2023,129001,637,3,0,0.0232556336772583,0.0,0.47095761381475665,0.0
ACEH TAMIANG,ACEH,11/06/2023,307662,1519,3,6,0.00975096046960626,0.0,0.19749835418038184,
ACEH TENGAH,ACEH,11/06/2023,220975,1092,4,0,0.0181015952030773,0.0,0.3663003663003663,
ACEH TENGGARA,ACEH,11/06/2023,225273,1113,7,0,0.0310734087085447,0.0,0.628930817610063,0.0
ACEH TIMUR,ACEH,11/06/2023,454438,4480,6,7,0.0132031212178559,0.0,0.13392857142857142,0.0
ACEH UTARA,ACEH,11/06/2023,643469,3185,11,1,0.0170948406216927,9.09090909090909,0.3453689167974882,9.090909090909092
AGAM,SUMATERA BARAT,11/06/2023,507351,2520,35,4,0.0689857711919361,0.0,1.3888888888888888,10.0
ALOR,NTT,11/06/2023,210123,1043,12,4,0.0571094073471253,0.0,1.1505273250239694,
ASAHAN,SUMATERA UTARA,11/06/2023,752396,7476,85,147,0.112972424095822,8.23529411764706,1.1369716425896201,51.57232704402516
ASMAT,PAPUA,11/06/2023,105558,518,3,0,0.0284203944750753,0.0,0.5791505791505791,
BADUNG,BALI,11/06/2023,744765,3640,649,398,0.871415815727109,0.61633281972265,17.82967032967033,1.8421052631578945
BALANGAN,KALIMANTAN SELATAN,11/06/2023,135996,1344,28,2,0.205888408482602,0.0,2.083333333333333,9.375
BANDUNG,JAWA BARAT,11/06/2023,3847117,19054,1275,888,0.331417006553219,1.17647058823529,6.691508344704523,3.443328550932568
BANDUNG BARAT,JAWA BARAT,11/06/2023,1706900,8491,524,468,0.306989278809538,3.24427480916031,6.171240136615239,9.968354430379748
BANGGAI,SULAWESI TENGAH,11/06/2023,395851,1953,10,0,0.0252620304104322,0.0,0.5120327700972862,0.0
BANGGAI KEPULAUAN,SULAWESI TENGAH,11/06/2023,120257,602,3,34,0.0249465727566794,33.3333333333333,0.4983388704318937,
BANGGAI LAUT,SULAWESI TENGAH,11/06/2023,79976,392,1,1,0.0125037511253376,0.0,0.25510204081632654,
BANGKA,KEP. BANGKA BELITUNG,11/06/2023,345527,343,65,66,0.188118439369427,0.0,18.950437317784257,2.73972602739726
BANGKA BARAT,KEP. BANGKA BELITUNG,11/06/2023,218524,1078,31,2,0.141860848236349,0.0,2.87569573283859,8.108108108108109
BANGKA SELATAN,KEP. BANGKA BELITUNG,11/06/2023,214921,1064,20,4,0.0930574490161501,5.0,1.8796992481203008,37.93103448275862
BANGKA TENGAH,KEP. BANGKA BELITUNG,11/06/2023,200830,994,48,58,0.239008116317283,10.4166666666667,4.82897384305835,40.25974025974026
BANGKALAN,JAWA TIMUR,11/06/2023,1018075,5054,167,33,0.164035066178818,0.598802395209581,3.3043134151167393,2.1164021164021163
BANGLI,BALI,11/06/2023,232095,1155,55,27,0.236971929597794,0.0,4.761904761904762,3.571428571428571
BANJAR,KALIMANTAN SELATAN,11/06/2023,607164,3003,28,81,0.0461160411355087,3.57142857142857,0.9324009324009324,6.451612903225806
BANJARNEGARA,JAWA TENGAH,11/06/2023,933377,9303,20,1,0.0214275689244539,5.0,0.2149844136300118,8.21917808219178
BANTAENG,SULAWESI SELATAN,11/06/2023,190772,952,17,11,0.0891116096701822,5.88235294117647,1.7857142857142856,5.0
BANTUL,DI YOGYAKARTA,11/06/2023,1078404,5320,307,194,0.284679952967534,1.30293159609121,5.7706766917293235,2.0710059171597637
BANYUASIN,SUMATERA SELATAN,11/06/2023,898649,4445,146,24,0.162466101892953,4.79452054794521,3.2845894263217095,5.357142857142857
BANYUMAS,JAWA TENGAH,11/06/2023,1730767,8596,52,67,0.030044483168445,15.3846153846154,0.604932526756631,8.333333333333332
BANYUWANGI,JAWA TIMUR,11/06/2023,1629172,8127,188,137,0.115396041670247,0.531914893617021,2.313276731881383,2.8169014084507045
BARITO KUALA,KALIMANTAN SELATAN,11/06/2023,320133,1589,114,39,0.356101995108283,0.0,7.174323473882946,
BARITO SELATAN,KALIMANTAN TENGAH,11/06/2023,141528,1407,19,0,0.134249053190888,0.0,1.3503909026297085,9.523809523809524
BARITO TIMUR,KALIMANTAN TENGAH,11/06/2023,130007,1281,23,0,0.176913550808803,0.0,1.795472287275566,
BARITO UTARA,KALIMANTAN TENGAH,11/06/2023,133586,133,51,66,0.381776533469076,0.0,38.34586466165413,10.0
BARRU,SULAWESI SELATAN,11/06/2023,175924,875,9,0,0.0511584547872945,0.0,1.0285714285714285,
BATANG,JAWA TENGAH,11/06/2023,785195,3899,25,2,0.0318392246512013,8.0,0.6411900487304437,3.125
BATANGHARI,JAMBI,11/06/2023,274117,1365,64,1,0.233476945975624,1.5625,4.688644688644689,8.536585365853659
BATU BARA,SUMATERA UTARA,11/06/2023,432925,427,31,12,0.0716059363631114,0.0,7.259953161592506,5.405405405405405
BEKASI,JAWA BARAT,11/06/2023,4166696,20216,889,874,0.213358497956174,3.1496062992126,4.3975069252077565,8.341416100872939
BELITUNG,KEP. BANGKA BELITUNG,11/06/2023,194384,959,53,8,0.272656185694296,9.43396226415094,5.526590198123045,1.7241379310344827
BELITUNG TIMUR,KEP. BANGKA BELITUNG,11/06/2023,132547,658,14,2,0.10562291111832,0.0,2.127659574468085,0.0
BELU,NTT,11/06/2023,232794,1148,10,0,0.042956433585058,10.0,0.8710801393728222,
BENER MERIAH,ACEH,11/06/2023,154463,763,1,0,0.00647404232728874,100.0,0.1310615989515072,100.0
BENGKALIS,RIAU,11/06/2023,573164,2856,198,172,0.345450865720806,2.52525252525253,6.932773109243698,5.803571428571429
BENGKAYANG,KALIMANTAN BARAT,11/06/2023,269707,1330,43,6,0.159432272799742,2.32558139534884,3.2330827067669174,2.272727272727273
BENGKULU SELATAN,BENGKULU,11/06/2023,183088,896,19,4,0.103775233767369,0.0,2.1205357142857144,4.166666666666666
BENGKULU TENGAH,BENGKULU,11/06/2023,117380,581,4,1,0.0340773555972057,0.0,0.6884681583476765,20.0
BENGKULU UTARA,BENGKULU,11/06/2023,312967,308,46,44,0.146980352561133,0.0,14.935064935064934,12.5
