Kabupaten/ Kota,provinsi (plot_tk_kab),Tanggal,Jumlah Penduduk,Target orang diperiksa/ minggu (7 hari terakhir) (Inmendagri),Orang diperiksa/ minggu (7 hari terakhir),Spesimen diperiksa/minggu (7 hari terakhir),Orang diperiksa per 1000 penduduk/ minggu (7 hari terakhir),Positivity Rate (%) (7 hari terakhir),% Capaian (orang diperiksa/minggu dibagi target orang/minggu) (7 hari terakhir),% Pemeriksaan suspek dan kontak erat dibagi orang diperiksa/minggu (7 hari terakhir)
ACEH BARAT,ACEH,12/10/2022,215294,1078,18,4,0.0836066030637175,16.6666666666667,1.6697588126159555,30.0
ACEH BARAT DAYA,ACEH,12/10/2022,155966,2338,5,0,0.0320582691099342,20.0,0.21385799828913601,21.428571428571427
ACEH BESAR,ACEH,12/10/2022,436212,2184,96,20,0.22007647657561,5.20833333333333,4.395604395604396,26.400000000000002
ACEH JAYA,ACEH,12/10/2022,97338,490,14,14,0.143828720540796,7.14285714285714,2.857142857142857,9.67741935483871
ACEH SELATAN,ACEH,12/10/2022,248511,1246,8,0,0.0321917339675105,12.5,0.6420545746388443,18.181818181818183
ACEH SINGKIL,ACEH,12/10/2022,127289,637,7,29,0.0549929687561376,0.0,1.098901098901099,17.647058823529413
ACEH TAMIANG,ACEH,12/10/2022,304273,1519,45,54,0.147893503531368,2.22222222222222,2.9624753127057275,20.588235294117645
ACEH TENGAH,ACEH,12/10/2022,218036,1092,10,2,0.0458639857638188,0.0,0.9157509157509158,18.51851851851852
ACEH TENGGARA,ACEH,12/10/2022,222284,1113,15,1,0.0674812402152202,6.66666666666667,1.3477088948787064,14.285714285714285
ACEH TIMUR,ACEH,12/10/2022,448347,4480,22,11,0.0490691361824658,0.0,0.49107142857142855,9.090909090909092
ACEH UTARA,ACEH,12/10/2022,636641,3185,40,19,0.0628297580583092,12.5,1.2558869701726845,11.428571428571429
AGAM,SUMATERA BARAT,12/10/2022,504126,2520,77,15,0.152739592879558,2.5974025974026,3.0555555555555554,20.0
ALOR,NTT,12/10/2022,209155,1043,34,19,0.162558867825297,14.7058823529412,3.2598274209012463,6.8181818181818175
ASAHAN,SUMATERA UTARA,12/10/2022,747618,3738,103,113,0.137770893691698,2.9126213592233,2.7554842161583735,29.454545454545457
ASMAT,PAPUA,12/10/2022,103453,518,9,25,0.0869960271814254,0.0,1.7374517374517375,3.8461538461538463
BADUNG,BALI,12/10/2022,727951,728,2286,2145,3.14032125788686,2.23097112860892,314.010989010989,1.9486692015209126
BALANGAN,KALIMANTAN SELATAN,12/10/2022,134576,672,78,150,0.579598145285935,1.28205128205128,11.607142857142858,71.03825136612022
BANDUNG,JAWA BARAT,12/10/2022,3810690,19054,1674,2314,0.439290522188895,5.97371565113501,8.785556838459115,13.28334226031066
BANDUNG BARAT,JAWA BARAT,12/10/2022,1698855,8491,912,736,0.536832160484562,4.49561403508772,10.740784359910494,9.199782253674469
BANGGAI,SULAWESI TENGAH,12/10/2022,390892,1953,62,86,0.158611585808868,0.0,3.1746031746031744,10.273972602739725
BANGGAI KEPULAUAN,SULAWESI TENGAH,12/10/2022,119719,1799,23,42,0.192116539563478,39.1304347826087,1.2784880489160644,48.38709677419355
BANGGAI LAUT,SULAWESI TENGAH,12/10/2022,78681,392,8,34,0.10167638947141,25.0,2.0408163265306123,
BANGKA,KEP. BANGKA BELITUNG,12/10/2022,341430,1708,174,324,0.509621298655654,6.32183908045977,10.187353629976581,2.710027100271003
BANGKA BARAT,KEP. BANGKA BELITUNG,12/10/2022,215918,2156,56,45,0.259357719134116,21.4285714285714,2.5974025974025974,13.934426229508196
BANGKA SELATAN,KEP. BANGKA BELITUNG,12/10/2022,212382,2121,36,7,0.169505890329689,5.55555555555556,1.6973125884016973,31.818181818181817
BANGKA TENGAH,KEP. BANGKA BELITUNG,12/10/2022,198458,994,72,149,0.362797166151024,8.33333333333333,7.2434607645875255,31.868131868131865
BANGKALAN,JAWA TIMUR,12/10/2022,1010737,5054,249,80,0.246354887572138,4.41767068273092,4.926790660862683,1.6736401673640167
BANGLI,BALI,12/10/2022,231050,231,231,246,0.999783596624107,2.16450216450216,100.0,5.641025641025641
BANJAR,KALIMANTAN SELATAN,12/10/2022,601268,3003,114,302,0.189599313450907,0.87719298245614,3.796203796203796,0.91324200913242
BANJARNEGARA,JAWA TENGAH,12/10/2022,929976,4648,73,2164,0.0784966493758979,12.3287671232877,1.570567986230637,3.4427542033626897
BANTAENG,SULAWESI SELATAN,12/10/2022,190006,952,22,7,0.11578581728998,4.54545454545455,2.3109243697478994,7.894736842105263
BANTUL,DI YOGYAKARTA,12/10/2022,1064286,5320,576,626,0.541207908400562,5.20833333333333,10.827067669172932,6.01741884402217
BANYUASIN,SUMATERA SELATAN,12/10/2022,888470,4445,232,57,0.26112305423931,1.72413793103448,5.219347581552306,4.6875
BANYUMAS,JAWA TENGAH,12/10/2022,1719757,1722,1401,2491,0.814649976711826,3.42612419700214,81.3588850174216,4.437194127243067
BANYUWANGI,JAWA TIMUR,12/10/2022,1626064,8127,443,640,0.272437001249643,2.70880361173815,5.450965916082195,4.38489646772229
BARITO KUALA,KALIMANTAN SELATAN,12/10/2022,317818,1589,90,68,0.283180940034863,2.22222222222222,5.663939584644431,2.403846153846154
BARITO SELATAN,KALIMANTAN TENGAH,12/10/2022,140360,700,20,4,0.142490738102023,0.0,2.857142857142857,14.285714285714285
BARITO TIMUR,KALIMANTAN TENGAH,12/10/2022,128131,644,19,3,0.148285738814182,0.0,2.950310559006211,7.6923076923076925
