Kabupaten/ Kota,provinsi (plot_tk_kab),Tanggal,Jumlah Penduduk,Target orang diperiksa/ minggu (7 hari terakhir) (Inmendagri),Orang diperiksa/ minggu (7 hari terakhir),Spesimen diperiksa/minggu (7 hari terakhir),Orang diperiksa per 1000 penduduk/ minggu (7 hari terakhir),Positivity Rate (%) (7 hari terakhir),% Capaian (orang diperiksa/minggu dibagi target orang/minggu) (7 hari terakhir),% Pemeriksaan suspek dan kontak erat dibagi orang diperiksa/minggu (7 hari terakhir)
ACEH BARAT,ACEH,09/06/2022,215.294,1.078,50.0,17.0,"0,23","0,00","4,64","1,56"
ACEH BARAT DAYA,ACEH,09/06/2022,155.966,7.778,41.0,97.0,"0,26","0,00","5,28","7,02"
ACEH BESAR,ACEH,09/06/2022,436.212,2.184,196.0,137.0,"0,45","0,00","8,97","5,88"
ACEH JAYA,ACEH,09/06/2022,97.338,490.0,36.0,16.0,"0,37","0,00","7,35","4,65"
ACEH SELATAN,ACEH,09/06/2022,248.511,1.246,47.0,,"0,19","0,00","3,77","4,84"
ACEH SINGKIL,ACEH,09/06/2022,127.289,637.0,47.0,25.0,"0,37","0,00","7,38","18,89"
ACEH TAMIANG,ACEH,09/06/2022,304.273,1.519,165.0,103.0,"0,54","0,00","10,86","7,26"
ACEH TENGAH,ACEH,09/06/2022,218.036,1.092,186.0,161.0,"0,85","0,00","17,03","2,83"
ACEH TENGGARA,ACEH,09/06/2022,222.284,1.113,96.0,8.0,"0,43","0,00","8,63","2,33"
ACEH TIMUR,ACEH,09/06/2022,448.347,2.24,45.0,7.0,"0,10","0,00","2,01","7,35"
ACEH UTARA,ACEH,09/06/2022,636.641,3.185,165.0,126.0,"0,26","0,00","5,18","5,48"
AGAM,SUMATERA BARAT,09/06/2022,504.126,2.52,331.0,194.0,"0,66","0,30","13,13","6,19"
ALOR,NTT,09/06/2022,209.155,1.043,99.0,45.0,"0,47","1,01","9,49","3,45"
ASAHAN,SUMATERA UTARA,09/06/2022,747.618,3.738,297.0,203.0,"0,40","0,00","7,95","20,22"
