Kabupaten/ Kota,provinsi (plot_tk_kab),Tanggal,Jumlah Penduduk,Target orang diperiksa/ minggu (7 hari terakhir) (Inmendagri),Orang diperiksa/ minggu (7 hari terakhir),Spesimen diperiksa/minggu (7 hari terakhir),Orang diperiksa per 1000 penduduk/ minggu (7 hari terakhir),Positivity Rate (%) (7 hari terakhir),% Capaian (orang diperiksa/minggu dibagi target orang/minggu) (7 hari terakhir),% Pemeriksaan suspek dan kontak erat dibagi orang diperiksa/minggu (7 hari terakhir)
ACEH BARAT,ACEH,30/12/2021,212402,210,163,189,0.767412736226589,0.0,77.61904761904762,33.734939759036145
ACEH BARAT DAYA,ACEH,30/12/2021,153902,154,60,3,0.389858481371262,0.0,38.961038961038966,12.0
ACEH BESAR,ACEH,30/12/2021,430328,427,626,185,1.4547043185663,0.159744408945687,146.60421545667447,10.408163265306122
ACEH JAYA,ACEH,30/12/2021,95858,1435,39,9,0.406851801623234,0.0,2.7177700348432055,17.46031746031746
ACEH SELATAN,ACEH,30/12/2021,245364,3682,128,19,0.521673921194633,0.0,3.476371537208039,8.80503144654088
ACEH SINGKIL,ACEH,30/12/2021,125569,1883,92,90,0.732664909332717,1.08695652173913,4.8858204992033984,14.705882352941178
ACEH TAMIANG,ACEH,30/12/2021,300846,301,329,163,1.09358276327423,0.0,109.30232558139534,7.547169811320755
ACEH TENGAH,ACEH,30/12/2021,215083,3227,213,347,0.990315366625907,0.0,6.600557793616361,39.01345291479821
ACEH TENGGARA,ACEH,30/12/2021,219279,3290,224,14,1.02152964944203,0.0,6.808510638297872,2.7586206896551726
ACEH TIMUR,ACEH,30/12/2021,442226,441,219,147,0.495221900114421,0.0,49.65986394557823,3.731343283582089
ACEH UTARA,ACEH,30/12/2021,629735,630,791,653,1.25608390831064,0.126422250316056,125.55555555555556,4.82051282051282
AGAM,SUMATERA BARAT,30/12/2021,500774,504,997,313,1.99091805884491,0.0,197.81746031746033,4.273504273504273
ALOR,NTT,30/12/2021,208098,210,418,314,2.00866899249392,0.0,199.04761904761904,1.411290322580645
ASAHAN,SUMATERA UTARA,30/12/2021,742634,742,1047,702,1.4098465731437,0.095510983763133,141.10512129380052,4.835164835164836
ASMAT,PAPUA,30/12/2021,101354,98,473,512,4.66681137399609,0.0,482.6530612244898,0.3246753246753247
BADUNG,BALI,30/12/2021,711365,714,16699,31377,23.47458758865,0.01796514761363,2338.795518207283,0.6277931474781869
BALANGAN,KALIMANTAN SELATAN,30/12/2021,133129,133,264,299,1.98303900727865,0.0,198.49624060150376,28.781512605042014
BANDUNG,JAWA BARAT,30/12/2021,3773706,3773,9691,4980,2.56803259183413,0.123826230523166,256.85131195335276,3.6778693722257447
BANDUNG BARAT,JAWA BARAT,30/12/2021,1690441,25354,4512,1606,2.6691259854677,0.022163120567376,17.79600851936578,2.3501362397820165
BANGGAI,SULAWESI TENGAH,30/12/2021,385891,5789,1256,1295,3.25480511336103,0.0,21.69632060804975,0.6551518761167362
BANGGAI KEPULAUAN,SULAWESI TENGAH,30/12/2021,119149,119,548,451,4.59928325038397,0.0,460.5042016806722,7.164179104477612
BANGGAI LAUT,SULAWESI TENGAH,30/12/2021,77384,77,190,171,2.45528791481443,0.0,246.75324675324677,7.446808510638298
BANGKA,KEP. BANGKA BELITUNG,30/12/2021,337286,336,2612,2074,7.74416963645096,0.076569678407351,777.3809523809524,1.8722139673105498
BANGKA BARAT,KEP. BANGKA BELITUNG,30/12/2021,213282,210,1753,2920,8.21916523663506,0.057045065601825,834.7619047619048,1.8484288354898337
BANGKA SELATAN,KEP. BANGKA BELITUNG,30/12/2021,209815,210,780,279,3.71756070824298,0.256410256410256,371.42857142857144,1.7311608961303464
BANGKA TENGAH,KEP. BANGKA BELITUNG,30/12/2021,196060,196,1424,865,7.2630827297766,0.210674157303371,726.530612244898,3.51421188630491
BANGKALAN,JAWA TIMUR,30/12/2021,1003188,15050,1587,777,1.58195672197036,0.189035916824197,10.544850498338871,4.309545875810937
BANGLI,BALI,30/12/2021,229961,231,598,425,2.60044094433404,0.501672240802676,258.87445887445887,17.883597883597886
BANJAR,KALIMANTAN SELATAN,30/12/2021,595240,595,1223,2143,2.05463342517304,0.081766148814391,205.54621848739492,0.5981511691136487
BANJARNEGARA,JAWA TENGAH,30/12/2021,926402,924,159,498,0.171631753817457,0.628930817610063,17.20779220779221,4.1574524546660765
BANTAENG,SULAWESI SELATAN,30/12/2021,189202,2835,267,159,1.41119015655226,0.0,9.417989417989418,4.314720812182741
BANTUL,DI YOGYAKARTA,30/12/2021,1050308,1050,5631,6795,5.36128449940398,0.071035340081691,536.2857142857143,2.939986513823331
BANYUASIN,SUMATERA SELATAN,30/12/2021,878154,875,1629,590,1.85502770584658,0.0,186.17142857142858,1.5033947623666344
BANYUMAS,JAWA TENGAH,30/12/2021,1708480,25627,2808,10448,1.64356621090092,0.142450142450142,10.957193584890936,4.216534708156877
BANYUWANGI,JAWA TIMUR,30/12/2021,1622536,1624,9011,26158,5.55365181419704,0.033292642326046,554.8645320197045,0.9979091427485268
BARITO KUALA,KALIMANTAN SELATAN,30/12/2021,315419,315,474,79,1.50276299144947,0.210970464135021,150.47619047619048,4.367469879518072
BARITO SELATAN,KALIMANTAN TENGAH,30/12/2021,139191,140,216,32,1.55182447140979,0.0,154.2857142857143,3.061224489795918
BARITO TIMUR,KALIMANTAN TENGAH,30/12/2021,126220,126,267,181,2.11535414355887,0.0,211.9047619047619,0.5847953216374269
BARITO UTARA,KALIMANTAN TENGAH,30/12/2021,132122,133,422,481,3.19401765035346,0.0,317.29323308270676,0.5474452554744526
BARRU,SULAWESI SELATAN,30/12/2021,175023,2625,387,214,2.21113796472464,0.0,14.742857142857144,1.1965811965811968
BATANG,JAWA TENGAH,30/12/2021,775340,777,306,583,0.394665566074238,1.30718954248366,39.38223938223938,0.7424328954882925
BATANGHARI,JAMBI,30/12/2021,271522,4074,311,63,1.14539521659387,0.321543408360129,7.633775159548356,2.631578947368421
BATU BARA,SUMATERA UTARA,30/12/2021,425831,427,663,417,1.55695569369069,0.0,155.26932084309132,17.74033696729435
BEKASI,JAWA BARAT,30/12/2021,3922987,58842,18314,22832,4.66838151643123,0.070983946707437,31.124027055504573,2.409843020789139
BELITUNG,KEP. BANGKA BELITUNG,30/12/2021,189752,189,2627,3975,13.844386356929,0.0,1389.9470899470898,1.4238253440911248
