Kabupaten/ Kota,provinsi (plot_tk_kab),Tanggal,Jumlah Penduduk,Target orang diperiksa/ minggu (7 hari terakhir) (Inmendagri),Orang diperiksa/ minggu (7 hari terakhir),Spesimen diperiksa/minggu (7 hari terakhir),Orang diperiksa per 1000 penduduk/ minggu (7 hari terakhir),Positivity Rate (%) (7 hari terakhir),% Capaian (orang diperiksa/minggu dibagi target orang/minggu) (7 hari terakhir),% Pemeriksaan suspek dan kontak erat dibagi orang diperiksa/minggu (7 hari terakhir)
ACEH BARAT,ACEH,01/12/2021,212402,210,254,223,1.195846,0.0,120.95238095238095,3.1948881789137378
ACEH BARAT DAYA,ACEH,01/12/2021,153902,154,150,63,0.974646,0.0,97.40259740259741,16.582914572864322
ACEH BESAR,ACEH,01/12/2021,430328,427,1462,691,3.397408,0.136799,342.38875878220136,5.2031714568880085
ACEH JAYA,ACEH,01/12/2021,95858,1435,113,62,1.178827,0.0,7.874564459930314,4.929577464788732
ACEH SELATAN,ACEH,01/12/2021,245364,3682,187,6,0.762133,0.0,5.078761542639869,10.526315789473683
ACEH SINGKIL,ACEH,01/12/2021,125569,1883,165,51,1.314019,0.0,8.762612851832182,3.30188679245283
ACEH TAMIANG,ACEH,01/12/2021,300846,301,529,228,1.758375,0.0,175.74750830564784,6.165413533834586
ACEH TENGAH,ACEH,01/12/2021,215083,3227,620,297,2.882608,0.0,19.21289123024481,2.083333333333333
ACEH TENGGARA,ACEH,01/12/2021,219279,3290,319,7,1.454768,0.0,9.696048632218845,3.968253968253968
ACEH TIMUR,ACEH,01/12/2021,442226,441,193,97,0.436428,0.0,43.76417233560091,11.525423728813559
ACEH UTARA,ACEH,01/12/2021,629735,630,749,451,1.189389,0.0,118.88888888888889,3.492063492063492
AGAM,SUMATERA BARAT,01/12/2021,500774,504,1355,385,2.705811,0.0,268.8492063492064,3.337041156840934
ALOR,NTT,01/12/2021,208098,210,693,521,3.330162,0.1443,330.0,1.1750881316098707
ASAHAN,SUMATERA UTARA,01/12/2021,742634,742,1123,613,1.512185,0.0,151.3477088948787,5.630936227951153
ASMAT,PAPUA,01/12/2021,101354,98,465,467,4.58788,0.0,474.48979591836735,0.0
BADUNG,BALI,01/12/2021,711365,714,17230,36419,24.22104,0.092861,2413.1652661064427,0.5970862192500598
BALANGAN,KALIMANTAN SELATAN,01/12/2021,133129,133,473,400,3.552945,0.634249,355.6390977443609,14.86697965571205
BANDUNG,JAWA BARAT,01/12/2021,3773706,3773,11653,7139,3.087946,0.188793,308.8523721176782,3.039112050739958
BANDUNG BARAT,JAWA BARAT,01/12/2021,1690441,25354,4833,2018,2.859017,0.227602,19.062080933974915,2.2529521441889373
BANGGAI,SULAWESI TENGAH,01/12/2021,385891,5789,1491,1649,3.863785,0.0,25.755743651753328,5.952380952380952
BANGGAI KEPULAUAN,SULAWESI TENGAH,01/12/2021,119149,119,338,341,2.836784,0.295858,284.03361344537814,9.456264775413711
BANGGAI LAUT,SULAWESI TENGAH,01/12/2021,77384,77,250,142,3.230642,0.0,324.67532467532465,8.211143695014663
BANGKA,KEP. BANGKA BELITUNG,01/12/2021,337286,336,2544,2016,7.54256,0.550314,757.1428571428571,1.732070365358593
BANGKA BARAT,KEP. BANGKA BELITUNG,01/12/2021,213282,210,1417,2292,6.643786,0.84686,674.7619047619048,5.287958115183246
BANGKA SELATAN,KEP. BANGKA BELITUNG,01/12/2021,209815,210,625,294,2.978815,0.32,297.61904761904765,3.696098562628337
BANGKA TENGAH,KEP. BANGKA BELITUNG,01/12/2021,196060,196,1400,969,7.140671,0.5,714.2857142857143,3.7650602409638556
BANGKALAN,JAWA TIMUR,01/12/2021,1003188,15050,1998,1093,1.991651,0.05005,13.275747508305649,1.7516543402101985
BANGLI,BALI,01/12/2021,229961,231,947,511,4.11809,0.211193,409.95670995671,8.226837060702875
BANJAR,KALIMANTAN SELATAN,01/12/2021,595240,595,1784,3015,2.99711,0.224215,299.83193277310926,0.36805299963194704
BANJARNEGARA,JAWA TENGAH,01/12/2021,926402,924,388,792,0.418825,2.061856,41.99134199134199,2.8532608695652173
BANTAENG,SULAWESI SELATAN,01/12/2021,189202,2835,479,360,2.531686,0.417537,16.89594356261023,6.078147612156296
BANTUL,DI YOGYAKARTA,01/12/2021,1050308,1050,8103,10647,7.71488,0.99963,771.7142857142857,9.991869184208149
BANYUASIN,SUMATERA SELATAN,01/12/2021,878154,875,1950,981,2.220567,0.102564,222.85714285714286,4.064039408866995
BANYUMAS,JAWA TENGAH,01/12/2021,1708480,25627,1494,8695,0.874462,0.535475,5.829788894525305,2.4184601730641226
BANYUWANGI,JAWA TIMUR,01/12/2021,1622536,1624,10629,22381,6.550856,0.037633,654.4950738916257,0.7625010032907938
BARITO KUALA,KALIMANTAN SELATAN,01/12/2021,315419,315,970,213,3.075274,0.0,307.93650793650795,2.058590657165479
BARITO SELATAN,KALIMANTAN TENGAH,01/12/2021,139191,140,289,78,2.076284,0.0,206.42857142857144,2.756892230576441
BARITO TIMUR,KALIMANTAN TENGAH,01/12/2021,126220,126,361,145,2.860086,0.0,286.5079365079365,0.0
BARITO UTARA,KALIMANTAN TENGAH,01/12/2021,132122,133,540,435,4.087132,0.37037,406.015037593985,1.7783857729138166
