Kabupaten/ Kota,provinsi (plot_tk_kab),Tanggal,Jumlah Penduduk,Target orang diperiksa/ minggu (7 hari terakhir) (Inmendagri),Orang diperiksa/ minggu (7 hari terakhir),Spesimen diperiksa/minggu (7 hari terakhir),Orang diperiksa per 1000 penduduk/ minggu (7 hari terakhir),Positivity Rate (%) (7 hari terakhir),% Capaian (orang diperiksa/minggu dibagi target orang/minggu) (7 hari terakhir),% Pemeriksaan suspek dan kontak erat dibagi orang diperiksa/minggu (7 hari terakhir)
ACEH BARAT,ACEH,20/11/2021,212402,210,155,115,0.729748,0.645161,73.80952380952381,10.434782608695652
ACEH BARAT DAYA,ACEH,20/11/2021,153902,154,107,5,0.695248,0.0,69.48051948051948,14.37908496732026
ACEH BESAR,ACEH,20/11/2021,430328,427,1067,256,2.479504,0.187441,249.88290398126463,8.695652173913043
ACEH JAYA,ACEH,20/11/2021,95858,1435,101,51,1.053642,0.0,7.038327526132404,11.200000000000001
ACEH SELATAN,ACEH,20/11/2021,245364,3682,149,22,0.607261,1.342282,4.0467137425312325,11.398963730569948
ACEH SINGKIL,ACEH,20/11/2021,125569,1883,107,113,0.852121,0.0,5.682421667551779,39.10891089108911
ACEH TAMIANG,ACEH,20/11/2021,300846,301,357,103,1.186654,0.280112,118.6046511627907,9.406952965235174
ACEH TENGAH,ACEH,20/11/2021,215083,3227,428,422,1.989929,0.233645,13.263092655717385,3.131115459882583
ACEH TENGGARA,ACEH,20/11/2021,219279,3290,223,3,1.016969,0.0,6.778115501519758,1.8656716417910446
ACEH TIMUR,ACEH,20/11/2021,442226,441,192,81,0.434167,0.520833,43.53741496598639,8.571428571428571
ACEH UTARA,ACEH,20/11/2021,629735,630,479,192,0.760637,0.417537,76.03174603174602,6.862745098039216
AGAM,SUMATERA BARAT,20/11/2021,500774,504,1035,245,2.066801,0.096618,205.35714285714283,4.139433551198257
ALOR,NTT,20/11/2021,208098,210,909,938,4.368134,0.0,432.85714285714283,1.8067556952081696
ASAHAN,SUMATERA UTARA,20/11/2021,742634,742,1161,893,1.563354,0.0,156.4690026954178,12.044471896232242
ASMAT,PAPUA,20/11/2021,101354,98,400,445,3.946564,0.0,408.16326530612247,1.0162601626016259
BADUNG,BALI,20/11/2021,711365,714,16043,29035,22.552417,0.087265,2246.918767507003,0.6165145032510191
BALANGAN,KALIMANTAN SELATAN,20/11/2021,133129,133,477,498,3.582991,0.209644,358.64661654135335,13.834586466165414
BANDUNG,JAWA BARAT,20/11/2021,3773706,3773,10534,5412,2.79142,0.237327,279.19427511264246,3.9460247994164845
BANDUNG BARAT,JAWA BARAT,20/11/2021,1690441,25354,4533,1750,2.681549,0.154423,17.87883568667666,2.5045612871122906
BANGGAI,SULAWESI TENGAH,20/11/2021,385891,5789,1157,1346,2.998256,0.259291,19.986180687510796,1.6861219195849546
BANGGAI KEPULAUAN,SULAWESI TENGAH,20/11/2021,119149,119,374,326,3.138927,0.802139,314.2857142857143,11.934156378600823
BANGGAI LAUT,SULAWESI TENGAH,20/11/2021,77384,77,134,94,1.731624,0.0,174.02597402597402,15.384615384615385
BANGKA,KEP. BANGKA BELITUNG,20/11/2021,337286,336,2434,2213,7.216428,0.123254,724.4047619047618,0.42971147943523635
BANGKA BARAT,KEP. BANGKA BELITUNG,20/11/2021,213282,210,1322,2035,6.198366,1.512859,629.5238095238095,2.3022432113341202
BANGKA SELATAN,KEP. BANGKA BELITUNG,20/11/2021,209815,210,618,387,2.945452,0.0,294.28571428571433,10.88139281828074
BANGKA TENGAH,KEP. BANGKA BELITUNG,20/11/2021,196060,196,1098,878,5.600326,0.637523,560.204081632653,3.546099290780142
BANGKALAN,JAWA TIMUR,20/11/2021,1003188,15050,2190,1118,2.18304,0.182648,14.551495016611296,2.5822426600636716
BANGLI,BALI,20/11/2021,229961,231,882,524,3.835433,0.907029,381.8181818181818,8.235294117647058
BANJAR,KALIMANTAN SELATAN,20/11/2021,595240,595,1309,2526,2.199113,0.229183,220.00000000000003,0.726895119418484
BANJARNEGARA,JAWA TENGAH,20/11/2021,926402,924,369,597,0.398315,1.355014,39.935064935064936,3.5150645624103296
BANTAENG,SULAWESI SELATAN,20/11/2021,189202,2835,484,299,2.558112,0.619835,17.07231040564374,4.663923182441701
BANTUL,DI YOGYAKARTA,20/11/2021,1050308,1050,6842,8226,6.51428,0.83309,651.6190476190476,4.2499172094050115
BANYUASIN,SUMATERA SELATAN,20/11/2021,878154,875,1704,673,1.940434,0.058685,194.74285714285716,2.550779404818139
BANYUMAS,JAWA TENGAH,20/11/2021,1708480,25627,1225,7188,0.717012,1.061224,4.780114722753346,2.2577371892440383
BANYUWANGI,JAWA TIMUR,20/11/2021,1622536,1624,10095,23097,6.221742,0.039624,621.6133004926108,0.9477870864009478
BARITO KUALA,KALIMANTAN SELATAN,20/11/2021,315419,315,588,95,1.864187,0.170068,186.66666666666666,1.7994858611825193
BARITO SELATAN,KALIMANTAN TENGAH,20/11/2021,139191,140,285,53,2.047546,0.0,203.57142857142856,4.289544235924933
BARITO TIMUR,KALIMANTAN TENGAH,20/11/2021,126220,126,351,169,2.780859,0.0,278.57142857142856,0.24154589371980675
BARITO UTARA,KALIMANTAN TENGAH,20/11/2021,132122,133,591,563,4.473138,0.169205,444.3609022556391,0.4087193460490463
BARRU,SULAWESI SELATAN,20/11/2021,175023,2625,617,280,3.525251,0.0,23.504761904761907,1.6352201257861636
BATANG,JAWA TENGAH,20/11/2021,775340,777,792,1504,1.021487,0.505051,101.93050193050193,1.1623683254631312
BATANGHARI,JAMBI,20/11/2021,271522,4074,469,188,1.7273,0.21322,11.512027491408935,1.669195751138088
BATU BARA,SUMATERA UTARA,20/11/2021,425831,427,798,513,1.873983,0.125313,186.88524590163937,4.657534246575342
BEKASI,JAWA BARAT,20/11/2021,3922987,58842,19685,26203,5.01786,0.11684,33.45399544543014,2.1783721693468987
BELITUNG,KEP. BANGKA BELITUNG,20/11/2021,189752,189,2984,4616,15.725789,0.770777,1578.8359788359787,3.9417940688892985
BELITUNG TIMUR,KEP. BANGKA BELITUNG,20/11/2021,129411,126,1060,756,8.190957,1.415094,841.2698412698413,4.499100179964008
BELU,NTT,20/11/2021,226638,224,967,623,4.266716,0.723888,431.69642857142856,4.62962962962963
BENER MERIAH,ACEH,20/11/2021,150266,147,117,16,0.778619,0.0,79.59183673469387,6.896551724137931
BENGKALIS,RIAU,20/11/2021,567745,567,1759,748,3.098222,0.454804,310.22927689594354,2.5516937967443907
BENGKAYANG,KALIMANTAN BARAT,20/11/2021,262205,259,1082,1529,4.126542,0.369686,417.7606177606178,10.178453403833442
BENGKULU SELATAN,BENGKULU,20/11/2021,175308,175,485,233,2.766559,0.206186,277.1428571428571,2.4
BENGKULU TENGAH,BENGKULU,20/11/2021,115178,112,205,69,1.779854,0.0,183.03571428571428,2.181818181818182
BENGKULU UTARA,BENGKULU,20/11/2021,307095,4606,427,146,1.390449,0.0,9.270516717325227,3.0927835051546393
BERAU,KALIMANTAN TIMUR,20/11/2021,232732,231,3052,5421,13.113796,0.163827,1321.2121212121212,1.9302848575712146
BIAK NUMFOR,PAPUA,20/11/2021,149188,2240,1247,2165,8.358581,0.080192,55.669642857142854,4.545454545454546
BIMA,NTB,20/11/2021,508920,7637,1460,1078,2.86882,0.136986,19.117454497839464,5.03711558854719
BINTAN,KEP. RIAU,20/11/2021,164568,2471,857,535,5.207574,0.0,34.682314852286524,4.388185654008439
BIREUEN,ACEH,20/11/2021,477150,7154,322,57,0.67484,0.310559,4.500978473581213,8.035714285714286
BLITAR,JAWA TIMUR,20/11/2021,1167796,1169,3583,2177,3.068173,0.055819,306.50128314798974,3.340807174887892
BLORA,JAWA TENGAH,20/11/2021,864595,868,1505,2116,1.740699,0.332226,173.38709677419354,2.1141110545084056
BOALEMO,GORONTALO,20/11/2021,168320,168,333,242,1.978375,0.0,198.21428571428572,5.349794238683128
BOGOR,JAWA BARAT,20/11/2021,6067956,91021,20548,8664,3.386313,0.121666,22.575010162489974,2.115796997855611
BOJONEGORO,JAWA TIMUR,20/11/2021,1255119,1253,4407,3623,3.511221,0.226912,351.71588188347965,5.46572934973638
BOLAANG MONGONDOW,SULAWESI UTARA,20/11/2021,252666,3787,468,187,1.852248,0.0,12.358067071560603,11.798561151079138
BOLAANG MONGONDOW SELATAN,SULAWESI UTARA,20/11/2021,73321,70,102,64,1.391143,0.0,145.7142857142857,16.853932584269664
BOLAANG MONGONDOW TIMUR,SULAWESI UTARA,20/11/2021,67363,70,101,7,1.499339,0.0,144.28571428571428,5.298013245033113
BOLAANG MONGONDOW UTARA,SULAWESI UTARA,20/11/2021,81556,84,140,6,1.716612,0.0,166.66666666666669,3.755868544600939
BOMBANA,SULAWESI TENGGARA,20/11/2021,184351,2765,319,162,1.730395,0.0,11.537070524412297,0.9478672985781991
BONDOWOSO,JAWA TIMUR,20/11/2021,782676,784,3112,2390,3.976102,0.032134,396.9387755102041,5.686936936936937
BONE,SULAWESI SELATAN,20/11/2021,757741,756,1427,461,1.883229,0.070077,188.75661375661377,1.0315186246418337
BONE BOLANGO,GORONTALO,20/11/2021,158212,161,498,212,3.147675,0.200803,309.31677018633536,4.1816009557945035
BOVEN DIGOEL,PAPUA,20/11/2021,70022,1050,360,266,5.141241,0.0,34.285714285714285,9.20353982300885
BOYOLALI,JAWA TENGAH,20/11/2021,987454,987,2353,2331,2.382896,0.722482,238.39918946301927,3.4051424600416955
BREBES,JAWA TENGAH,20/11/2021,1807973,1806,2403,2742,1.329113,0.332917,133.0564784053156,3.647658489964957
BULELENG,BALI,20/11/2021,669064,672,3367,1979,5.032403,0.0891,501.0416666666667,3.124254710231338
BULUKUMBA,SULAWESI SELATAN,20/11/2021,421959,6328,970,256,2.298802,0.103093,15.328697850821746,4.130262112787927
BULUNGAN,KALIMANTAN UTARA,20/11/2021,134529,133,1410,1785,10.481012,0.141844,1060.1503759398497,10.287871637564889
BUNGO,JAMBI,20/11/2021,380647,378,382,145,1.003554,0.26178,101.05820105820106,7.06896551724138
BUOL,SULAWESI TENGAH,20/11/2021,167659,168,331,238,1.974245,0.60423,197.02380952380955,20.32854209445585
BURU,MALUKU,20/11/2021,146819,147,1239,1580,8.438962,0.0,842.8571428571429,0.42761148442272445
BURU SELATAN,MALUKU,20/11/2021,62998,63,629,248,9.984444,0.0,998.4126984126984,0.12285012285012285
BUTON,SULAWESI TENGGARA,20/11/2021,102383,105,526,303,5.137572,0.0,500.95238095238096,3.3333333333333335
BUTON SELATAN,SULAWESI TENGGARA,20/11/2021,80176,77,325,49,4.053582,0.0,422.0779220779221,0.25773195876288657
BUTON TENGAH,SULAWESI TENGGARA,20/11/2021,93255,91,784,382,8.407056,0.127551,861.5384615384615,0.4036326942482341
BUTON UTARA,SULAWESI TENGGARA,20/11/2021,63623,63,149,4,2.34192,0.0,236.5079365079365,1.0
CIAMIS,JAWA BARAT,20/11/2021,1213198,18200,1809,760,1.4911,0.165837,9.93956043956044,8.150337837837837
CIANJUR,JAWA BARAT,20/11/2021,2329635,34944,4383,2635,1.881411,0.068446,12.542925824175825,4.40251572327044
CILACAP,JAWA TENGAH,20/11/2021,1729384,1729,2026,3712,1.171515,0.691017,117.17755928282243,1.4174509120483327
CIREBON,JAWA BARAT,20/11/2021,2206614,33096,8182,19807,3.707943,0.06111,24.722020788010635,1.1341750481489408
DAIRI,SUMATERA UTARA,20/11/2021,285598,287,828,261,2.89918,0.0,288.50174216027875,2.8735632183908044
DEIYAI,PAPUA,20/11/2021,76224,1141,68,0,0.892107,0.0,5.959684487291849,0.0
DELI SERDANG,SUMATERA UTARA,20/11/2021,2318961,2317,7109,5679,3.065597,0.028133,306.8191627104014,2.093470634830825
DEMAK,JAWA TENGAH,20/11/2021,1176448,1176,1986,2423,1.688132,0.050352,168.87755102040816,2.5388166177087705
DHARMASRAYA,SUMATERA BARAT,20/11/2021,265841,3990,288,173,1.083354,0.694444,7.218045112781955,13.406593406593407
DOGIYAI,PAPUA,20/11/2021,98749,98,0,0,0.0,0.0,0.0,0.0
DOMPU,NTB,20/11/2021,265084,3976,724,332,2.73121,0.0,18.209255533199194,2.9629629629629632
DONGGALA,SULAWESI TENGAH,20/11/2021,306752,308,453,163,1.476763,0.220751,147.07792207792207,2.1052631578947367
EMPAT LAWANG,SUMATERA SELATAN,20/11/2021,256113,259,419,44,1.635997,0.0,161.7760617760618,0.6160164271047228
ENDE,NTT,20/11/2021,275223,273,1424,2151,5.173986,0.210674,521.6117216117216,2.8465998945703745
ENREKANG,SULAWESI SELATAN,20/11/2021,209974,210,620,144,2.952747,0.0,295.23809523809524,1.084010840108401
FAK FAK,PAPUA BARAT,20/11/2021,81274,84,1085,1306,13.349903,0.737327,1291.6666666666665,4.486345903771132
FLORES TIMUR,NTT,20/11/2021,259828,259,1089,692,4.191234,0.367309,420.4633204633205,4.211277658815132
GARUT,JAWA BARAT,20/11/2021,2644843,2646,3925,2300,1.48402,0.254777,148.3371126228269,5.287219240707612
GAYO LUES,ACEH,20/11/2021,95041,98,79,34,0.83122,0.0,80.61224489795919,3.260869565217391
GIANYAR,BALI,20/11/2021,523561,525,3058,14249,5.840771,0.098103,582.4761904761905,2.06865196635599
GORONTALO,GORONTALO,20/11/2021,375904,5642,1183,1283,3.14708,0.084531,20.967741935483872,3.68474923234391
