Kabupaten/ Kota,provinsi (plot_tk_kab),Tanggal,Jumlah Penduduk,Target orang diperiksa/ minggu (7 hari terakhir) (Inmendagri),Orang diperiksa/ minggu (7 hari terakhir),Spesimen diperiksa/minggu (7 hari terakhir),Orang diperiksa per 1000 penduduk/ minggu (7 hari terakhir),Positivity Rate (%) (7 hari terakhir),% Capaian (orang diperiksa/minggu dibagi target orang/minggu) (7 hari terakhir),% Pemeriksaan suspek dan kontak erat dibagi orang diperiksa/minggu (7 hari terakhir)
ACEH BARAT,ACEH,15/12/2021,212402,210,704,593,3.31447,0.0,335.23809523809524,3.3007334963325183
ACEH BARAT DAYA,ACEH,15/12/2021,153902,154,483,395,3.138361,0.0,313.6363636363636,8.117443868739207
ACEH BESAR,ACEH,15/12/2021,430328,427,1462,649,3.397408,0.068399,342.38875878220136,5.964405964405964
ACEH JAYA,ACEH,15/12/2021,95858,1435,244,150,2.545432,0.0,17.00348432055749,6.049822064056939
ACEH SELATAN,ACEH,15/12/2021,245364,3682,361,171,1.471283,0.0,9.804454101032048,5.909090909090909
ACEH SINGKIL,ACEH,15/12/2021,125569,1883,153,202,1.218454,0.0,8.12533191715348,6.25
ACEH TAMIANG,ACEH,15/12/2021,300846,301,437,154,1.45257,0.0,145.1827242524917,6.228956228956229
ACEH TENGAH,ACEH,15/12/2021,215083,3227,604,544,2.808218,0.0,18.717074682367524,3.1724137931034484
ACEH TENGGARA,ACEH,15/12/2021,219279,3290,378,188,1.723831,0.0,11.48936170212766,13.653136531365314
ACEH TIMUR,ACEH,15/12/2021,442226,441,468,326,1.058282,0.0,106.12244897959184,4.862236628849271
ACEH UTARA,ACEH,15/12/2021,629735,630,1083,851,1.719771,0.0,171.90476190476193,3.837471783295711
AGAM,SUMATERA BARAT,15/12/2021,500774,504,2174,1342,4.34128,0.0,431.3492063492063,3.0996309963099633
ALOR,NTT,15/12/2021,208098,210,824,489,3.959673,0.0,392.38095238095235,0.983284169124877
ASAHAN,SUMATERA UTARA,15/12/2021,742634,742,1239,875,1.668386,0.0,166.9811320754717,5.237808549066828
ASMAT,PAPUA,15/12/2021,101354,98,680,745,6.709158,0.0,693.8775510204082,0.1251564455569462
BADUNG,BALI,15/12/2021,711365,714,19335,38255,27.18014,0.02586,2707.983193277311,0.5759368836291914
BALANGAN,KALIMANTAN SELATAN,15/12/2021,133129,133,423,421,3.177369,0.70922,318.0451127819549,14.035087719298245
BANDUNG,JAWA BARAT,15/12/2021,3773706,3773,13642,8832,3.615014,0.153936,361.5690432016963,5.846807120692471
BANDUNG BARAT,JAWA BARAT,15/12/2021,1690441,25354,6118,2899,3.619174,0.049036,24.130314743235783,2.4978144123891597
BANGGAI,SULAWESI TENGAH,15/12/2021,385891,5789,1762,2177,4.566056,0.0,30.437035757471065,1.3009540329575022
BANGGAI KEPULAUAN,SULAWESI TENGAH,15/12/2021,119149,119,362,194,3.038213,0.552486,304.2016806722689,8.9171974522293
BANGGAI LAUT,SULAWESI TENGAH,15/12/2021,77384,77,205,168,2.649126,0.0,266.23376623376623,8.680555555555555
BANGKA,KEP. BANGKA BELITUNG,15/12/2021,337286,336,2695,2313,7.990252,0.0,802.0833333333334,0.5688844917140736
BANGKA BARAT,KEP. BANGKA BELITUNG,15/12/2021,213282,210,1614,2405,7.567446,0.123916,768.5714285714286,0.8291110087517274
BANGKA SELATAN,KEP. BANGKA BELITUNG,15/12/2021,209815,210,869,435,4.141744,0.0,413.80952380952385,1.6778523489932886
BANGKA TENGAH,KEP. BANGKA BELITUNG,15/12/2021,196060,196,1357,905,6.921351,0.073692,692.3469387755101,1.2881679389312977
BANGKALAN,JAWA TIMUR,15/12/2021,1003188,15050,3559,3023,3.54769,0.140489,23.647840531561464,2.8995279838165877
BANGLI,BALI,15/12/2021,229961,231,948,678,4.122438,0.738397,410.38961038961037,15.496688741721854
BANJAR,KALIMANTAN SELATAN,15/12/2021,595240,595,1883,3098,3.16343,0.0,316.4705882352941,0.6297646668876367
BANJARNEGARA,JAWA TENGAH,15/12/2021,926402,924,401,729,0.432857,0.997506,43.3982683982684,2.462734931950745
BANTAENG,SULAWESI SELATAN,15/12/2021,189202,2835,456,237,2.410123,0.219298,16.084656084656086,2.254428341384863
BANTUL,DI YOGYAKARTA,15/12/2021,1050308,1050,7579,9516,7.215979,0.105555,721.8095238095237,2.7094783530999904
BANYUASIN,SUMATERA SELATAN,15/12/2021,878154,875,2519,1406,2.868517,0.039698,287.8857142857143,2.0665159832095576
BANYUMAS,JAWA TENGAH,15/12/2021,1708480,25627,1381,10144,0.808321,0.941347,5.388847699691731,4.759746146872167
BANYUWANGI,JAWA TIMUR,15/12/2021,1622536,1624,10226,23743,6.30248,0.019558,629.6798029556651,1.0999676480103526
BARITO KUALA,KALIMANTAN SELATAN,15/12/2021,315419,315,850,253,2.694828,0.0,269.8412698412699,3.913405495420483
BARITO SELATAN,KALIMANTAN TENGAH,15/12/2021,139191,140,390,200,2.801905,0.0,278.57142857142856,1.1627906976744187
BARITO TIMUR,KALIMANTAN TENGAH,15/12/2021,126220,126,407,278,3.224529,0.4914,323.015873015873,1.8148820326678767
BARITO UTARA,KALIMANTAN TENGAH,15/12/2021,132122,133,779,765,5.896066,0.12837,585.7142857142857,1.027749229188078
BARRU,SULAWESI SELATAN,15/12/2021,175023,2625,693,438,3.95948,0.1443,26.400000000000002,1.6339869281045754
BATANG,JAWA TENGAH,15/12/2021,775340,777,764,948,0.985374,0.13089,98.32689832689833,1.7508143322475571
BATANGHARI,JAMBI,15/12/2021,271522,4074,479,1015,1.76413,0.0,11.75748649975454,2.118003025718608
BATU BARA,SUMATERA UTARA,15/12/2021,425831,427,953,497,2.237977,0.104932,223.18501170960187,7.541696881798404
BEKASI,JAWA BARAT,15/12/2021,3922987,58842,19178,28593,4.888622,0.119929,32.59236599707692,2.630452546791704
BELITUNG,KEP. BANGKA BELITUNG,15/12/2021,189752,189,3388,5427,17.854884,0.088548,1792.5925925925928,0.7057163020465773
BELITUNG TIMUR,KEP. BANGKA BELITUNG,15/12/2021,129411,126,1321,766,10.207788,0.0757,1048.4126984126983,1.786652653704677
BELU,NTT,15/12/2021,226638,224,1457,1097,6.428754,0.205903,650.4464285714286,1.357733175914994
BENER MERIAH,ACEH,15/12/2021,150266,147,357,255,2.375787,0.0,242.85714285714283,2.722772277227723
BENGKALIS,RIAU,15/12/2021,567745,567,2332,1247,4.107478,0.042882,411.2874779541446,2.7608253414705026
BENGKAYANG,KALIMANTAN BARAT,15/12/2021,262205,259,1059,1013,4.038825,0.188857,408.88030888030886,8.082292432035269
BENGKULU SELATAN,BENGKULU,15/12/2021,175308,175,666,307,3.799028,0.0,380.57142857142856,1.9122609673790776
BENGKULU TENGAH,BENGKULU,15/12/2021,115178,112,356,94,3.090868,0.280899,317.85714285714283,1.4736842105263157
BENGKULU UTARA,BENGKULU,15/12/2021,307095,4606,1065,607,3.467982,0.0,23.12201476335215,1.3363028953229399
BERAU,KALIMANTAN TIMUR,15/12/2021,232732,231,3744,7421,16.087173,0.0,1620.7792207792206,1.0199490025498725
BIAK NUMFOR,PAPUA,15/12/2021,149188,2240,2024,3418,13.566775,0.0,90.35714285714286,5.482758620689656
BIMA,NTB,15/12/2021,508920,7637,1695,2091,3.330582,0.058997,22.19457902317664,25.139457047229453
BINTAN,KEP. RIAU,15/12/2021,164568,2471,1675,930,10.178163,0.0,67.78632132739781,2.144160583941606
BIREUEN,ACEH,15/12/2021,477150,7154,823,582,1.724824,0.0,11.504053676265027,4.568023833167826
BLITAR,JAWA TIMUR,15/12/2021,1167796,1169,4006,2495,3.430394,0.049925,342.68605645851153,3.3062759849534746
BLORA,JAWA TENGAH,15/12/2021,864595,868,1619,2738,1.872553,0.061767,186.52073732718895,3.2195750160978753
BOALEMO,GORONTALO,15/12/2021,168320,168,473,357,2.810124,0.0,281.5476190476191,1.7054263565891472
BOGOR,JAWA BARAT,15/12/2021,6067956,91021,21957,10294,3.618517,0.040989,24.123004581360348,2.2543585297123214
BOJONEGORO,JAWA TIMUR,15/12/2021,1255119,1253,4797,4183,3.821948,0.145925,382.84118116520347,7.964043526257688
BOLAANG MONGONDOW,SULAWESI UTARA,15/12/2021,252666,3787,813,402,3.217687,1.107011,21.468180617903354,1.634320735444331
BOLAANG MONGONDOW SELATAN,SULAWESI UTARA,15/12/2021,73321,70,201,138,2.74137,0.0,287.14285714285717,1.7241379310344827
BOLAANG MONGONDOW TIMUR,SULAWESI UTARA,15/12/2021,67363,70,172,74,2.55333,0.0,245.71428571428572,0.8888888888888888
BOLAANG MONGONDOW UTARA,SULAWESI UTARA,15/12/2021,81556,84,397,331,4.867821,0.251889,472.61904761904765,4.572564612326044
BOMBANA,SULAWESI TENGGARA,15/12/2021,184351,2765,511,396,2.771886,0.0,18.48101265822785,2.9320987654320985
BONDOWOSO,JAWA TIMUR,15/12/2021,782676,784,2095,1360,2.676714,0.0,267.21938775510205,3.35195530726257
BONE,SULAWESI SELATAN,15/12/2021,757741,756,2681,1683,3.538148,0.0,354.6296296296296,1.1979823455233292
BONE BOLANGO,GORONTALO,15/12/2021,158212,161,716,461,4.525573,0.139665,444.72049689440996,4.039497307001795
BOVEN DIGOEL,PAPUA,15/12/2021,70022,1050,499,382,7.126332,0.0,47.523809523809526,8.99873257287706
BOYOLALI,JAWA TENGAH,15/12/2021,987454,987,2159,2501,2.186431,0.046318,218.7436676798379,2.9751712328767126
BREBES,JAWA TENGAH,15/12/2021,1807973,1806,1482,2169,0.819703,0.404858,82.05980066445183,1.1989630589760207
BULELENG,BALI,15/12/2021,669064,672,3380,2077,5.051834,0.059172,502.9761904761905,4.757709251101322
BULUKUMBA,SULAWESI SELATAN,15/12/2021,421959,6328,1894,1164,4.488588,0.0,29.930467762326167,2.5503355704697985
BULUNGAN,KALIMANTAN UTARA,15/12/2021,134529,133,1438,1856,10.689145,0.347705,1081.203007518797,7.4186550976138825
BUNGO,JAMBI,15/12/2021,380647,378,579,299,1.521094,0.0,153.1746031746032,2.6136363636363633
BUOL,SULAWESI TENGAH,15/12/2021,167659,168,615,617,3.66816,0.325203,366.07142857142856,20.11173184357542
BURU,MALUKU,15/12/2021,146819,147,1618,2136,11.020372,0.0,1100.6802721088436,0.4269449715370019
BURU SELATAN,MALUKU,15/12/2021,62998,63,960,424,15.238579,0.0,1523.8095238095236,0.3980891719745223
BUTON,SULAWESI TENGGARA,15/12/2021,102383,105,868,438,8.47797,0.0,826.6666666666667,2.5819265143992056
BUTON SELATAN,SULAWESI TENGGARA,15/12/2021,80176,77,664,226,8.28178,0.0,862.3376623376623,0.13386880856760375
BUTON TENGAH,SULAWESI TENGGARA,15/12/2021,93255,91,657,358,7.045199,0.0,721.978021978022,0.4914004914004914
BUTON UTARA,SULAWESI TENGGARA,15/12/2021,63623,63,144,12,2.263332,0.0,228.57142857142856,0.0
CIAMIS,JAWA BARAT,15/12/2021,1213198,18200,2766,1611,2.279925,0.036153,15.197802197802199,5.172883201742445
CIANJUR,JAWA BARAT,15/12/2021,2329635,34944,5101,3219,2.189613,0.058812,14.597641941391942,1.8261276728578117
CILACAP,JAWA TENGAH,15/12/2021,1729384,1729,1732,4229,1.001513,0.577367,100.1735106998265,1.6212649637100576
CIREBON,JAWA BARAT,15/12/2021,2206614,33096,9740,32667,4.414003,0.328542,29.429538312787045,1.4231727908659646
DAIRI,SUMATERA UTARA,15/12/2021,285598,287,897,233,3.140778,0.0,312.54355400696863,1.8292682926829267
DEIYAI,PAPUA,15/12/2021,76224,1141,49,0,0.642842,0.0,4.294478527607362,0.0
DELI SERDANG,SUMATERA UTARA,15/12/2021,2318961,2317,8139,6244,3.509761,0.061433,351.27319810099266,1.7663817663817662
DEMAK,JAWA TENGAH,15/12/2021,1176448,1176,1550,2123,1.317525,0.064516,131.8027210884354,2.082899395959175
DHARMASRAYA,SUMATERA BARAT,15/12/2021,265841,3990,510,336,1.91844,0.0,12.781954887218044,4.963503649635037
DOGIYAI,PAPUA,15/12/2021,98749,98,0,0,0.0,0.0,0.0,0.0
DOMPU,NTB,15/12/2021,265084,3976,1327,1266,5.00596,0.0,33.37525150905433,14.749733759318422
DONGGALA,SULAWESI TENGAH,15/12/2021,306752,308,796,464,2.59493,0.125628,258.4415584415584,1.2307692307692308
EMPAT LAWANG,SUMATERA SELATAN,15/12/2021,256113,259,566,318,2.209962,0.0,218.53281853281854,1.957831325301205
ENDE,NTT,15/12/2021,275223,273,1623,1667,5.897036,0.061614,594.5054945054945,2.8205128205128207
ENREKANG,SULAWESI SELATAN,15/12/2021,209974,210,848,471,4.038595,0.0,403.8095238095238,0.6554307116104869
FAK FAK,PAPUA BARAT,15/12/2021,81274,84,1563,1599,19.231242,0.0,1860.7142857142858,3.8745387453874542
