Kabupaten/ Kota,provinsi (plot_tk_kab),Tanggal,Jumlah Penduduk,Target orang diperiksa/ minggu (7 hari terakhir) (Inmendagri),Orang diperiksa/ minggu (7 hari terakhir),Spesimen diperiksa/minggu (7 hari terakhir),Orang diperiksa per 1000 penduduk/ minggu (7 hari terakhir),Positivity Rate (%) (7 hari terakhir),% Capaian (orang diperiksa/minggu dibagi target orang/minggu) (7 hari terakhir),% Pemeriksaan suspek dan kontak erat dibagi orang diperiksa/minggu (7 hari terakhir)
ACEH BARAT,ACEH,29/11/2021,212402,210,237,190,1.115809,0.0,112.85714285714286,4.391891891891892
ACEH BARAT DAYA,ACEH,29/11/2021,153902,154,110,24,0.714741,0.0,71.42857142857143,20.858895705521473
ACEH BESAR,ACEH,29/11/2021,430328,427,1376,628,3.197561,0.145349,322.24824355971896,5.327650506126798
ACEH JAYA,ACEH,29/11/2021,95858,1435,119,76,1.24142,0.0,8.292682926829269,6.7114093959731544
ACEH SELATAN,ACEH,29/11/2021,245364,3682,182,7,0.741755,0.0,4.942965779467681,12.195121951219512
ACEH SINGKIL,ACEH,29/11/2021,125569,1883,197,106,1.568859,0.0,10.46202867764206,15.555555555555555
ACEH TAMIANG,ACEH,29/11/2021,300846,301,564,252,1.874713,0.0,187.37541528239203,6.469760900140647
ACEH TENGAH,ACEH,29/11/2021,215083,3227,685,349,3.184817,0.0,21.22714595599628,2.8967254408060454
ACEH TENGGARA,ACEH,29/11/2021,219279,3290,313,6,1.427405,0.0,9.513677811550151,3.0136986301369864
ACEH TIMUR,ACEH,29/11/2021,442226,441,199,77,0.449996,0.0,45.12471655328798,7.861635220125786
ACEH UTARA,ACEH,29/11/2021,629735,630,767,485,1.217973,0.0,121.74603174603173,3.4006376195536663
AGAM,SUMATERA BARAT,29/11/2021,500774,504,1263,349,2.522096,0.0,250.5952380952381,3.618817852834741
ALOR,NTT,29/11/2021,208098,210,671,485,3.224442,0.149031,319.5238095238095,1.4891179839633446
ASAHAN,SUMATERA UTARA,29/11/2021,742634,742,1133,620,1.525651,0.0,152.6954177897574,6.491803278688526
ASMAT,PAPUA,29/11/2021,101354,98,461,511,4.548414,0.0,470.4081632653061,0.0
BADUNG,BALI,29/11/2021,711365,714,16540,35458,23.251074,0.096735,2316.5266106442577,0.6220599158207477
BALANGAN,KALIMANTAN SELATAN,29/11/2021,133129,133,513,464,3.853405,0.389864,385.7142857142857,13.39421613394216
BANDUNG,JAWA BARAT,29/11/2021,3773706,3773,11441,6703,3.031768,0.192291,303.23350119268486,3.517621737960721
BANDUNG BARAT,JAWA BARAT,29/11/2021,1690441,25354,4793,1997,2.835355,0.250365,18.904314901001815,2.251968503937008
BANGGAI,SULAWESI TENGAH,29/11/2021,385891,5789,1361,1589,3.526903,0.073475,23.51010537225773,9.343936381709742
BANGGAI KEPULAUAN,SULAWESI TENGAH,29/11/2021,119149,119,364,394,3.054998,0.0,305.88235294117646,10.278372591006423
BANGGAI LAUT,SULAWESI TENGAH,29/11/2021,77384,77,259,134,3.346945,0.0,336.3636363636364,6.528189910979229
BANGKA,KEP. BANGKA BELITUNG,29/11/2021,337286,336,2580,2178,7.649295,0.387597,767.8571428571429,1.3589128697042365
BANGKA BARAT,KEP. BANGKA BELITUNG,29/11/2021,213282,210,1359,2132,6.371846,0.735835,647.1428571428571,6.448146157979581
BANGKA SELATAN,KEP. BANGKA BELITUNG,29/11/2021,209815,210,686,313,3.269547,0.291545,326.6666666666667,4.064272211720227
BANGKA TENGAH,KEP. BANGKA BELITUNG,29/11/2021,196060,196,1225,821,6.248087,0.244898,625.0,3.5480349344978164
BANGKALAN,JAWA TIMUR,29/11/2021,1003188,15050,1978,1124,1.971714,0.101112,13.142857142857142,2.077506991610068
BANGLI,BALI,29/11/2021,229961,231,1018,538,4.426838,0.491159,440.6926406926407,8.960843373493976
BANJAR,KALIMANTAN SELATAN,29/11/2021,595240,595,1839,2836,3.08951,0.21751,309.07563025210084,0.6039076376554174
BANJARNEGARA,JAWA TENGAH,29/11/2021,926402,924,432,741,0.46632,1.62037,46.75324675324675,3.4879783271249574
BANTAENG,SULAWESI SELATAN,29/11/2021,189202,2835,477,343,2.521115,0.628931,16.825396825396826,4.954954954954955
BANTUL,DI YOGYAKARTA,29/11/2021,1050308,1050,8134,10528,7.744395,1.118761,774.6666666666667,9.169158285766061
BANYUASIN,SUMATERA SELATAN,29/11/2021,878154,875,1874,928,2.134022,0.106724,214.17142857142858,3.742384682332463
BANYUMAS,JAWA TENGAH,29/11/2021,1708480,25627,1408,8535,0.824124,0.710227,5.494205330315682,2.2127952304517313
BANYUWANGI,JAWA TIMUR,29/11/2021,1622536,1624,9982,21718,6.152098,0.040072,614.655172413793,0.8896797153024912
BARITO KUALA,KALIMANTAN SELATAN,29/11/2021,315419,315,752,106,2.38413,0.0,238.73015873015873,2.140077821011673
BARITO SELATAN,KALIMANTAN TENGAH,29/11/2021,139191,140,295,71,2.11939,0.0,210.71428571428572,3.14769975786925
BARITO TIMUR,KALIMANTAN TENGAH,29/11/2021,126220,126,335,140,2.654096,0.0,265.87301587301585,1.3953488372093024
BARITO UTARA,KALIMANTAN TENGAH,29/11/2021,132122,133,510,418,3.860069,0.392157,383.4586466165414,1.8922852983988356
BARRU,SULAWESI SELATAN,29/11/2021,175023,2625,778,435,4.44513,0.0,29.638095238095236,1.116751269035533
BATANG,JAWA TENGAH,29/11/2021,775340,777,818,894,1.055021,0.244499,105.27670527670527,1.1560693641618496
BATANGHARI,JAMBI,29/11/2021,271522,4074,478,130,1.760447,0.0,11.73294059891998,2.5906735751295336
BATU BARA,SUMATERA UTARA,29/11/2021,425831,427,821,536,1.927995,0.243605,192.27166276346603,3.727272727272727
BEKASI,JAWA BARAT,29/11/2021,3922987,58842,20679,26683,5.271238,0.140239,35.14326501478536,2.65775626992357
BELITUNG,KEP. BANGKA BELITUNG,29/11/2021,189752,189,2926,5943,15.420127,0.102529,1548.148148148148,1.0221793635486982
BELITUNG TIMUR,KEP. BANGKA BELITUNG,29/11/2021,129411,126,1034,690,7.990047,1.644101,820.6349206349206,5.263157894736842
BELU,NTT,29/11/2021,226638,224,1108,871,4.888854,0.541516,494.6428571428571,6.666666666666667
BENER MERIAH,ACEH,29/11/2021,150266,147,148,19,0.98492,0.0,100.68027210884354,5.172413793103448
BENGKALIS,RIAU,29/11/2021,567745,567,1924,967,3.388845,2.650728,339.32980599647266,6.049822064056939
BENGKAYANG,KALIMANTAN BARAT,29/11/2021,262205,259,762,806,2.906123,0.131234,294.2084942084942,16.23931623931624
BENGKULU SELATAN,BENGKULU,29/11/2021,175308,175,573,277,3.268533,0.0,327.42857142857144,2.452316076294278
BENGKULU TENGAH,BENGKULU,29/11/2021,115178,112,228,61,1.979545,0.0,203.57142857142856,3.2640949554896146
