Kabupaten/ Kota,provinsi (plot_tk_kab),Tanggal,Jumlah Penduduk,Target orang diperiksa/ minggu (7 hari terakhir) (Inmendagri),Orang diperiksa/ minggu (7 hari terakhir),Spesimen diperiksa/minggu (7 hari terakhir),Orang diperiksa per 1000 penduduk/ minggu (7 hari terakhir),Positivity Rate (%) (7 hari terakhir),% Capaian (orang diperiksa/minggu dibagi target orang/minggu) (7 hari terakhir),% Pemeriksaan suspek dan kontak erat dibagi orang diperiksa/minggu (7 hari terakhir)
ACEH BARAT,ACEH,07/12/2021,212402,210,386,268,1.817309,0.0,183.8095238095238,7.014028056112225
ACEH BARAT DAYA,ACEH,07/12/2021,153902,154,424,354,2.755,0.0,275.32467532467535,13.972055888223553
ACEH BESAR,ACEH,07/12/2021,430328,427,1455,564,3.381142,0.068729,340.74941451990634,7.213578500707214
ACEH JAYA,ACEH,07/12/2021,95858,1435,338,262,3.526049,0.295858,23.554006968641115,3.937007874015748
ACEH SELATAN,ACEH,07/12/2021,245364,3682,322,110,1.312336,0.0,8.745247148288973,8.83054892601432
ACEH SINGKIL,ACEH,07/12/2021,125569,1883,158,155,1.258272,0.0,8.390865639936273,16.299559471365637
ACEH TAMIANG,ACEH,07/12/2021,300846,301,450,183,1.495782,0.0,149.5016611295681,6.153846153846154
ACEH TENGAH,ACEH,07/12/2021,215083,3227,591,534,2.747776,0.0,18.31422373721723,2.6950354609929077
ACEH TENGGARA,ACEH,07/12/2021,219279,3290,287,73,1.308835,0.0,8.72340425531915,13.793103448275861
ACEH TIMUR,ACEH,07/12/2021,442226,441,279,124,0.630899,0.0,63.26530612244898,10.9375
ACEH UTARA,ACEH,07/12/2021,629735,630,681,407,1.081407,0.0,108.09523809523809,5.0884955752212395
AGAM,SUMATERA BARAT,07/12/2021,500774,504,1519,394,3.033304,0.0,301.38888888888886,2.676864244741874
ALOR,NTT,07/12/2021,208098,210,706,547,3.392632,0.0,336.1904761904762,0.6993006993006993
ASAHAN,SUMATERA UTARA,07/12/2021,742634,742,1227,641,1.652227,0.0815,165.36388140161725,6.042998256827426
ASMAT,PAPUA,07/12/2021,101354,98,442,438,4.360953,0.0,451.02040816326536,0.36429872495446264
BADUNG,BALI,07/12/2021,711365,714,17753,36255,24.956246,0.095758,2486.4145658263305,0.6118306315578809
BALANGAN,KALIMANTAN SELATAN,07/12/2021,133129,133,540,508,4.056216,0.185185,406.015037593985,13.904494382022472
BANDUNG,JAWA BARAT,07/12/2021,3773706,3773,14687,10022,3.89193,0.388098,389.26583620461173,3.680822344512512
BANDUNG BARAT,JAWA BARAT,07/12/2021,1690441,25354,5387,1892,3.186742,0.129942,21.247140490652363,2.5501159143597434
BANGGAI,SULAWESI TENGAH,07/12/2021,385891,5789,1540,1696,3.990764,0.064935,26.60217654171705,1.456082667919211
BANGGAI KEPULAUAN,SULAWESI TENGAH,07/12/2021,119149,119,275,166,2.308034,1.818182,231.0924369747899,13.48314606741573
BANGGAI LAUT,SULAWESI TENGAH,07/12/2021,77384,77,196,167,2.532823,1.020408,254.54545454545453,11.397058823529411
BANGKA,KEP. BANGKA BELITUNG,07/12/2021,337286,336,2746,2347,8.141459,0.473416,817.2619047619047,3.6588575941037114
BANGKA BARAT,KEP. BANGKA BELITUNG,07/12/2021,213282,210,1565,2711,7.337703,0.191693,745.2380952380953,1.2615235322658904
BANGKA SELATAN,KEP. BANGKA BELITUNG,07/12/2021,209815,210,771,393,3.674666,0.259403,367.1428571428571,1.706827309236948
BANGKA TENGAH,KEP. BANGKA BELITUNG,07/12/2021,196060,196,1364,932,6.957054,0.513196,695.9183673469388,2.8203859475507174
BANGKALAN,JAWA TIMUR,07/12/2021,1003188,15050,2323,1503,2.315618,0.043048,15.435215946843853,3.0430560051796696
BANGLI,BALI,07/12/2021,229961,231,1391,946,6.048852,0.431344,602.1645021645021,9.725274725274726
BANJAR,KALIMANTAN SELATAN,07/12/2021,595240,595,1987,3441,3.338149,0.0,333.9495798319328,0.3929974991068239
BANJARNEGARA,JAWA TENGAH,07/12/2021,926402,924,486,909,0.52461,0.823045,52.5974025974026,2.257551669316375
BANTAENG,SULAWESI SELATAN,07/12/2021,189202,2835,451,361,2.383696,0.665188,15.908289241622576,8.722741433021806
BANTUL,DI YOGYAKARTA,07/12/2021,1050308,1050,8015,10557,7.631095,0.087336,763.3333333333334,4.752546006789352
BANYUASIN,SUMATERA SELATAN,07/12/2021,878154,875,2644,1878,3.010861,0.0,302.1714285714286,3.1866464339908953
BANYUMAS,JAWA TENGAH,07/12/2021,1708480,25627,1542,8583,0.902557,0.518807,6.0170913489678854,2.3976235943136004
BANYUWANGI,JAWA TIMUR,07/12/2021,1622536,1624,11908,22621,7.339128,0.075579,733.2512315270936,0.8904402336515174
BARITO KUALA,KALIMANTAN SELATAN,07/12/2021,315419,315,1122,297,3.557173,0.089127,356.19047619047615,1.8169112508735148
BARITO SELATAN,KALIMANTAN TENGAH,07/12/2021,139191,140,447,157,3.211415,0.0,319.28571428571433,1.7452006980802792
BARITO TIMUR,KALIMANTAN TENGAH,07/12/2021,126220,126,437,257,3.462209,0.228833,346.82539682539687,0.34965034965034963
BARITO UTARA,KALIMANTAN TENGAH,07/12/2021,132122,133,694,580,5.252721,0.144092,521.8045112781955,1.7763845350052248
BARRU,SULAWESI SELATAN,07/12/2021,175023,2625,842,549,4.810796,0.0,32.076190476190476,0.7279344858962694
BATANG,JAWA TENGAH,07/12/2021,775340,777,870,1036,1.122088,0.45977,111.96911196911196,2.153484729835552
BATANGHARI,JAMBI,07/12/2021,271522,4074,490,1103,1.804642,0.0,12.027491408934708,2.2900763358778624
BATU BARA,SUMATERA UTARA,07/12/2021,425831,427,1089,721,2.557353,0.0,255.03512880562062,1.9073569482288828
BEKASI,JAWA BARAT,07/12/2021,3922987,58842,22401,30999,5.71019,0.071425,38.06974609972469,2.058001397624039
BELITUNG,KEP. BANGKA BELITUNG,07/12/2021,189752,189,3575,5335,18.840381,0.083916,1891.5343915343915,2.526954177897574
BELITUNG TIMUR,KEP. BANGKA BELITUNG,07/12/2021,129411,126,1472,1156,11.374613,0.611413,1168.2539682539682,3.4403669724770642
BELU,NTT,07/12/2021,226638,224,879,565,3.878432,0.682594,392.4107142857143,5.4832713754646845
BENER MERIAH,ACEH,07/12/2021,150266,147,151,16,1.004885,0.0,102.72108843537416,4.712041884816754
BENGKALIS,RIAU,07/12/2021,567745,567,2389,1032,4.207875,0.209293,421.3403880070547,3.1645569620253164
BENGKAYANG,KALIMANTAN BARAT,07/12/2021,262205,259,1028,1108,3.920596,0.097276,396.9111969111969,15.793151642208244
BENGKULU SELATAN,BENGKULU,07/12/2021,175308,175,582,280,3.319871,0.171821,332.57142857142856,1.3221153846153846
BENGKULU TENGAH,BENGKULU,07/12/2021,115178,112,318,98,2.760944,0.0,283.92857142857144,0.9685230024213075
BENGKULU UTARA,BENGKULU,07/12/2021,307095,4606,784,427,2.552956,0.0,17.02127659574468,2.2988505747126435
BERAU,KALIMANTAN TIMUR,07/12/2021,232732,231,3179,6817,13.659488,0.031456,1376.1904761904764,1.2991452991452992
BIAK NUMFOR,PAPUA,07/12/2021,149188,2240,1212,2334,8.123978,0.0,54.107142857142854,13.186813186813188
BIMA,NTB,07/12/2021,508920,7637,1462,1392,2.87275,0.0,19.14364279167212,3.318335208098987
BINTAN,KEP. RIAU,07/12/2021,164568,2471,1058,683,6.428953,0.0,42.816673411574264,3.2
BIREUEN,ACEH,07/12/2021,477150,7154,461,129,0.966153,0.0,6.443947441990495,8.411214953271028
BLITAR,JAWA TIMUR,07/12/2021,1167796,1169,4329,3024,3.706983,0.0462,370.31650983746795,4.769001490312966
