Kabupaten/ Kota,provinsi (plot_tk_kab),Tanggal,Jumlah Penduduk,Target orang diperiksa/ minggu (7 hari terakhir) (Inmendagri),Orang diperiksa/ minggu (7 hari terakhir),Spesimen diperiksa/minggu (7 hari terakhir),Orang diperiksa per 1000 penduduk/ minggu (7 hari terakhir),Positivity Rate (%) (7 hari terakhir),% Capaian (orang diperiksa/minggu dibagi target orang/minggu) (7 hari terakhir),% Pemeriksaan suspek dan kontak erat dibagi orang diperiksa/minggu (7 hari terakhir)
ACEH BARAT,ACEH,03/12/2021,212402,210,248,253,1.167597,0.0,118.0952380952381,5.864197530864197
ACEH BARAT DAYA,ACEH,03/12/2021,153902,154,156,95,1.013632,0.0,101.29870129870129,24.8868778280543
ACEH BESAR,ACEH,03/12/2021,430328,427,1463,653,3.399732,0.136705,342.62295081967216,5.879518072289157
ACEH JAYA,ACEH,03/12/2021,95858,1435,98,37,1.022346,1.020408,6.829268292682928,6.557377049180328
ACEH SELATAN,ACEH,03/12/2021,245364,3682,180,4,0.733604,0.0,4.888647474198804,11.24031007751938
ACEH SINGKIL,ACEH,03/12/2021,125569,1883,141,108,1.122889,0.0,7.488050982474774,5.46448087431694
ACEH TAMIANG,ACEH,03/12/2021,300846,301,483,219,1.605473,0.0,160.46511627906978,5.88235294117647
ACEH TENGAH,ACEH,03/12/2021,215083,3227,447,304,2.078267,0.0,13.851874806321662,3.1423290203327174
ACEH TENGGARA,ACEH,03/12/2021,219279,3290,275,13,1.25411,0.0,8.358662613981762,5.830903790087463
ACEH TIMUR,ACEH,03/12/2021,442226,441,209,102,0.472609,0.0,47.3922902494331,14.000000000000002
ACEH UTARA,ACEH,03/12/2021,629735,630,589,312,0.935314,0.0,93.4920634920635,4.114713216957606
AGAM,SUMATERA BARAT,03/12/2021,500774,504,1395,374,2.785688,0.0,276.7857142857143,3.113456464379947
ALOR,NTT,03/12/2021,208098,210,590,468,2.835203,0.169492,280.9523809523809,1.6107382550335572
ASAHAN,SUMATERA UTARA,03/12/2021,742634,742,1131,579,1.522957,0.088417,152.42587601078168,6.087507926442613
ASMAT,PAPUA,03/12/2021,101354,98,472,480,4.656945,0.0,481.6326530612245,0.32679738562091504
BADUNG,BALI,03/12/2021,711365,714,17698,35915,24.87893,0.096056,2478.7114845938377,0.5920107851469769
