Kabupaten/ Kota,provinsi (plot_tk_kab),Tanggal,Jumlah Penduduk,Target orang diperiksa/ minggu (7 hari terakhir) (Inmendagri),Orang diperiksa/ minggu (7 hari terakhir),Spesimen diperiksa/minggu (7 hari terakhir),Orang diperiksa per 1000 penduduk/ minggu (7 hari terakhir),Positivity Rate (%) (7 hari terakhir),% Capaian (orang diperiksa/minggu dibagi target orang/minggu) (7 hari terakhir),% Pemeriksaan suspek dan kontak erat dibagi orang diperiksa/minggu (7 hari terakhir)
ACEH BARAT,ACEH,18/12/2021,212402,210,441,320,2.076252,0.0,210.0,4.909090909090909
ACEH BARAT DAYA,ACEH,18/12/2021,153902,154,135,16,0.877182,0.0,87.66233766233766,17.307692307692307
ACEH BESAR,ACEH,18/12/2021,430328,427,1377,555,3.199885,0.072622,322.4824355971897,6.205493387589013
ACEH JAYA,ACEH,18/12/2021,95858,1435,127,40,1.324876,0.0,8.850174216027874,7.017543859649122
ACEH SELATAN,ACEH,18/12/2021,245364,3682,261,74,1.063726,0.0,7.088538837588267,7.941176470588235
ACEH SINGKIL,ACEH,18/12/2021,125569,1883,150,259,1.194562,0.0,7.966011683483802,6.122448979591836
ACEH TAMIANG,ACEH,18/12/2021,300846,301,476,163,1.582205,0.0,158.13953488372093,5.537974683544303
ACEH TENGAH,ACEH,18/12/2021,215083,3227,313,308,1.455252,0.0,9.699411217849397,15.021459227467812
ACEH TENGGARA,ACEH,18/12/2021,219279,3290,383,111,1.746633,0.0,11.641337386018238,4.439746300211417
ACEH TIMUR,ACEH,18/12/2021,442226,441,327,171,0.739441,0.0,74.14965986394559,5.893909626719057
ACEH UTARA,ACEH,18/12/2021,629735,630,1103,779,1.75153,0.0,175.0793650793651,2.5491624180626364
AGAM,SUMATERA BARAT,18/12/2021,500774,504,1949,1057,3.891975,0.0,386.7063492063492,3.025540275049116
ALOR,NTT,18/12/2021,208098,210,595,292,2.85923,0.0,283.33333333333337,1.4360313315926894
ASAHAN,SUMATERA UTARA,18/12/2021,742634,742,1352,802,1.820547,0.0,182.21024258760107,4.648588821250692
ASMAT,PAPUA,18/12/2021,101354,98,756,817,7.459005,0.0,771.4285714285714,0.32751091703056767
BADUNG,BALI,18/12/2021,711365,714,19676,38944,27.6595,0.025412,2755.742296918768,0.5635300372142478
BALANGAN,KALIMANTAN SELATAN,18/12/2021,133129,133,333,354,2.501333,0.600601,250.37593984962405,15.925925925925927
BANDUNG,JAWA BARAT,18/12/2021,3773706,3773,12414,7652,3.289604,0.169164,329.0219984097535,3.4389750505731627
BANDUNG BARAT,JAWA BARAT,18/12/2021,1690441,25354,5842,2526,3.455903,0.154057,23.041729115721385,2.6732416298987802
BANGGAI,SULAWESI TENGAH,18/12/2021,385891,5789,1723,1781,4.464991,0.0,29.763344273622387,1.0217681030653043
BANGGAI KEPULAUAN,SULAWESI TENGAH,18/12/2021,119149,119,246,117,2.064642,0.813008,206.72268907563029,15.151515151515152
BANGGAI LAUT,SULAWESI TENGAH,18/12/2021,77384,77,137,108,1.770392,0.0,177.92207792207793,13.23529411764706
BANGKA,KEP. BANGKA BELITUNG,18/12/2021,337286,336,2685,2267,7.960603,0.0,799.1071428571429,0.47244094488188976
BANGKA BARAT,KEP. BANGKA BELITUNG,18/12/2021,213282,210,1590,2230,7.454919,0.188679,757.1428571428571,0.8966493629070316
