Kabupaten/ Kota,provinsi (plot_tk_kab),Tanggal,Jumlah Penduduk,Target orang diperiksa/ minggu (7 hari terakhir) (Inmendagri),Orang diperiksa/ minggu (7 hari terakhir),Spesimen diperiksa/minggu (7 hari terakhir),Orang diperiksa per 1000 penduduk/ minggu (7 hari terakhir),Positivity Rate (%) (7 hari terakhir),% Capaian (orang diperiksa/minggu dibagi target orang/minggu) (7 hari terakhir),% Pemeriksaan suspek dan kontak erat dibagi orang diperiksa/minggu (7 hari terakhir)
ACEH BARAT,ACEH,19/12/2021,212402,210,384,260,1.807893,0.0,182.85714285714286,5.410821643286573
ACEH BARAT DAYA,ACEH,19/12/2021,153902,154,126,13,0.818703,0.0,81.81818181818183,17.91044776119403
ACEH BESAR,ACEH,19/12/2021,430328,427,1330,583,3.090666,0.075188,311.4754098360656,5.842812823164426
ACEH JAYA,ACEH,19/12/2021,95858,1435,122,38,1.272716,0.0,8.501742160278745,7.18562874251497
ACEH SELATAN,ACEH,19/12/2021,245364,3682,257,74,1.047423,0.0,6.979902227050516,8.284023668639055
ACEH SINGKIL,ACEH,19/12/2021,125569,1883,150,255,1.194562,0.0,7.966011683483802,6.763285024154589
ACEH TAMIANG,ACEH,19/12/2021,300846,301,455,157,1.512402,0.0,151.1627906976744,5.492730210016155
ACEH TENGAH,ACEH,19/12/2021,215083,3227,309,345,1.436655,0.0,9.575457080880074,19.591836734693878
ACEH TENGGARA,ACEH,19/12/2021,219279,3290,389,112,1.773996,0.0,11.823708206686929,4.545454545454546
ACEH TIMUR,ACEH,19/12/2021,442226,441,306,163,0.691954,0.0,69.38775510204081,6.431535269709543
ACEH UTARA,ACEH,19/12/2021,629735,630,1071,750,1.700715,0.0,170.0,2.8761061946902653
AGAM,SUMATERA BARAT,19/12/2021,500774,504,1826,1016,3.646355,0.0,362.3015873015873,3.2483552631578947
ALOR,NTT,19/12/2021,208098,210,546,301,2.623764,0.0,260.0,1.6597510373443984
ASAHAN,SUMATERA UTARA,19/12/2021,742634,742,1311,751,1.765338,0.0,176.6846361185984,4.6945701357466065
