Kabupaten/ Kota,provinsi (plot_tk_kab),Tanggal,Jumlah Penduduk,Target orang diperiksa/ minggu (7 hari terakhir) (Inmendagri),Orang diperiksa/ minggu (7 hari terakhir),Spesimen diperiksa/minggu (7 hari terakhir),Orang diperiksa per 1000 penduduk/ minggu (7 hari terakhir),Positivity Rate (%) (7 hari terakhir),% Capaian (orang diperiksa/minggu dibagi target orang/minggu) (7 hari terakhir),% Pemeriksaan suspek dan kontak erat dibagi orang diperiksa/minggu (7 hari terakhir)
ACEH BARAT,ACEH,17/12/2021,212402,210,613,504,2.886037,0.0,291.90476190476187,3.8781163434903045
ACEH BARAT DAYA,ACEH,17/12/2021,153902,154,132,20,0.857689,0.0,85.71428571428571,20.361990950226243
ACEH BESAR,ACEH,17/12/2021,430328,427,1417,605,3.292837,0.070572,331.8501170960187,6.332842415316642
ACEH JAYA,ACEH,17/12/2021,95858,1435,138,40,1.439629,0.0,9.616724738675957,7.222222222222221
ACEH SELATAN,ACEH,17/12/2021,245364,3682,271,86,1.104482,0.0,7.360130363932646,6.79886685552408
ACEH SINGKIL,ACEH,17/12/2021,125569,1883,148,270,1.178635,0.0,7.8597981943706845,5.1020408163265305
ACEH TAMIANG,ACEH,17/12/2021,300846,301,458,156,1.522374,0.0,152.1594684385382,6.5600000000000005
ACEH TENGAH,ACEH,17/12/2021,215083,3227,324,295,1.506395,0.0,10.04028509451503,9.45054945054945
ACEH TENGGARA,ACEH,17/12/2021,219279,3290,368,112,1.678227,0.0,11.185410334346505,4.121475054229935
ACEH TIMUR,ACEH,17/12/2021,442226,441,355,208,0.802757,0.0,80.49886621315193,5.772811918063315
ACEH UTARA,ACEH,17/12/2021,629735,630,1109,794,1.761058,0.0,176.03174603174602,2.3391812865497075
AGAM,SUMATERA BARAT,17/12/2021,500774,504,2083,1222,4.159561,0.0,413.2936507936508,3.140186915887851
ALOR,NTT,17/12/2021,208098,210,597,297,2.868841,0.0,284.2857142857143,1.5444015444015444
ASAHAN,SUMATERA UTARA,17/12/2021,742634,742,1299,920,1.749179,0.0,175.06738544474393,5.103211009174312
ASMAT,PAPUA,17/12/2021,101354,98,744,841,7.340608,0.0,759.1836734693878,0.2242152466367713
BADUNG,BALI,17/12/2021,711365,714,19185,38439,26.969277,0.02085,2686.974789915966,0.5743562087097209
BALANGAN,KALIMANTAN SELATAN,17/12/2021,133129,133,320,312,2.403684,0.625,240.6015037593985,12.055335968379447
BANDUNG,JAWA BARAT,17/12/2021,3773706,3773,12112,7686,3.209577,0.1321,321.01775775245164,5.644768856447689
BANDUNG BARAT,JAWA BARAT,17/12/2021,1690441,25354,5876,2654,3.476016,0.119129,23.17583024374852,2.446601941747573
BANGGAI,SULAWESI TENGAH,17/12/2021,385891,5789,1731,1931,4.485723,0.0,29.90153739851442,1.268591426071741
BANGGAI KEPULAUAN,SULAWESI TENGAH,17/12/2021,119149,119,252,120,2.114999,0.793651,211.76470588235296,13.972602739726028
BANGGAI LAUT,SULAWESI TENGAH,17/12/2021,77384,77,146,128,1.886695,0.0,189.6103896103896,12.162162162162163
BANGKA,KEP. BANGKA BELITUNG,17/12/2021,337286,336,2615,2184,7.753064,0.0,778.2738095238095,0.5040322580645161
BANGKA BARAT,KEP. BANGKA BELITUNG,17/12/2021,213282,210,1572,2303,7.370524,0.127226,748.5714285714286,0.8482563619227144
BANGKA SELATAN,KEP. BANGKA BELITUNG,17/12/2021,209815,210,806,390,3.841479,0.0,383.8095238095238,1.2692656391659112
BANGKA TENGAH,KEP. BANGKA BELITUNG,17/12/2021,196060,196,1418,891,7.23248,0.070522,723.469387755102,1.431980906921241
BANGKALAN,JAWA TIMUR,17/12/2021,1003188,15050,2693,2097,2.684442,0.148533,17.893687707641195,3.0251625671473
BANGLI,BALI,17/12/2021,229961,231,917,608,3.987633,0.0,396.969696969697,14.455151964418086
BANJAR,KALIMANTAN SELATAN,17/12/2021,595240,595,1638,2865,2.751831,0.0,275.29411764705884,0.7919366450683946
