Kabupaten/ Kota,provinsi (plot_tk_kab),Tanggal,Jumlah Penduduk,Target orang diperiksa/ minggu (7 hari terakhir) (Inmendagri),Orang diperiksa/ minggu (7 hari terakhir),Spesimen diperiksa/minggu (7 hari terakhir),Orang diperiksa per 1000 penduduk/ minggu (7 hari terakhir),Positivity Rate (%) (7 hari terakhir),% Capaian (orang diperiksa/minggu dibagi target orang/minggu) (7 hari terakhir),% Pemeriksaan suspek dan kontak erat dibagi orang diperiksa/minggu (7 hari terakhir)
ACEH BARAT,ACEH,23/11/2021,212402,210,141,57,0.663836,0.0,67.14285714285714,9.389671361502346
ACEH BARAT DAYA,ACEH,23/11/2021,153902,154,96,8,0.623774,0.0,62.33766233766234,15.862068965517242
ACEH BESAR,ACEH,23/11/2021,430328,427,958,218,2.226209,0.417537,224.35597189695548,8.712871287128712
ACEH JAYA,ACEH,23/11/2021,95858,1435,72,45,0.751111,0.0,5.017421602787456,17.82178217821782
ACEH SELATAN,ACEH,23/11/2021,245364,3682,154,24,0.627639,0.0,4.182509505703422,12.560386473429952
ACEH SINGKIL,ACEH,23/11/2021,125569,1883,199,253,1.584786,0.0,10.568242166755178,43.01075268817204
ACEH TAMIANG,ACEH,23/11/2021,300846,301,359,100,1.193302,0.0,119.26910299003322,5.776892430278884
ACEH TENGAH,ACEH,23/11/2021,215083,3227,372,312,1.729565,0.268817,11.527734738146886,4.382470119521913
ACEH TENGGARA,ACEH,23/11/2021,219279,3290,197,4,0.898399,0.0,5.9878419452887535,2.7559055118110236
ACEH TIMUR,ACEH,23/11/2021,442226,441,193,84,0.436428,0.518135,43.76417233560091,7.191780821917808
ACEH UTARA,ACEH,23/11/2021,629735,630,559,268,0.887675,0.357782,88.73015873015872,6.749311294765841
AGAM,SUMATERA BARAT,23/11/2021,500774,504,1057,289,2.110733,0.094607,209.72222222222223,3.711484593837535
ALOR,NTT,23/11/2021,208098,210,798,842,3.834732,0.0,380.0,0.8733624454148471
ASAHAN,SUMATERA UTARA,23/11/2021,742634,742,1165,849,1.56874,0.085837,157.00808625336927,8.066581306017925
ASMAT,PAPUA,23/11/2021,101354,98,360,423,3.551907,0.0,367.34693877551024,0.4454342984409799
BADUNG,BALI,23/11/2021,711365,714,15665,30185,22.021044,0.076604,2193.977591036414,0.5014184865078841
BALANGAN,KALIMANTAN SELATAN,23/11/2021,133129,133,515,534,3.868428,0.194175,387.21804511278197,12.591508052708638
BANDUNG,JAWA BARAT,23/11/2021,3773706,3773,10545,6064,2.794335,0.20863,279.4858203021468,4.403459861319608
BANDUNG BARAT,JAWA BARAT,23/11/2021,1690441,25354,4806,1927,2.843045,0.166459,18.955588861718073,2.544061302681992
BANGGAI,SULAWESI TENGAH,23/11/2021,385891,5789,1238,1499,3.20816,0.403877,21.385386077042668,4.789053591790194
BANGGAI KEPULAUAN,SULAWESI TENGAH,23/11/2021,119149,119,423,364,3.550177,0.70922,355.4621848739496,12.2040072859745
BANGGAI LAUT,SULAWESI TENGAH,23/11/2021,77384,77,158,100,2.041766,0.0,205.19480519480518,12.5
BANGKA,KEP. BANGKA BELITUNG,23/11/2021,337286,336,2504,2250,7.423967,0.119808,745.2380952380953,0.3485332558814987
BANGKA BARAT,KEP. BANGKA BELITUNG,23/11/2021,213282,210,1322,2041,6.198366,1.437216,629.5238095238095,3.691084611016468
BANGKA SELATAN,KEP. BANGKA BELITUNG,23/11/2021,209815,210,687,417,3.274313,0.0,327.1428571428571,8.797653958944283
BANGKA TENGAH,KEP. BANGKA BELITUNG,23/11/2021,196060,196,1145,963,5.840049,0.69869,584.1836734693878,4.5565006075334145
BANGKALAN,JAWA TIMUR,23/11/2021,1003188,15050,2109,1075,2.102298,0.237079,14.013289036544851,2.1144732045205976
BANGLI,BALI,23/11/2021,229961,231,720,402,3.130966,1.25,311.6883116883117,9.30232558139535
BANJAR,KALIMANTAN SELATAN,23/11/2021,595240,595,1406,2684,2.362072,0.071124,236.30252100840337,0.8236434108527133
BANJARNEGARA,JAWA TENGAH,23/11/2021,926402,924,382,644,0.412348,1.308901,41.34199134199134,3.553113553113553
BANTAENG,SULAWESI SELATAN,23/11/2021,189202,2835,448,326,2.36784,0.0,15.802469135802468,5.805515239477503
BANTUL,DI YOGYAKARTA,23/11/2021,1050308,1050,7354,9368,7.001756,0.829481,700.3809523809524,6.409477521263669
BANYUASIN,SUMATERA SELATAN,23/11/2021,878154,875,1708,612,1.944989,0.117096,195.2,2.308402585410896
BANYUMAS,JAWA TENGAH,23/11/2021,1708480,25627,1140,7218,0.66726,1.315789,4.448433293011277,2.1333333333333333
BANYUWANGI,JAWA TIMUR,23/11/2021,1622536,1624,9516,21737,5.864893,0.021017,585.9605911330049,1.1352635747601865
BARITO KUALA,KALIMANTAN SELATAN,23/11/2021,315419,315,601,89,1.905402,0.0,190.7936507936508,1.257861635220126
