Kabupaten/ Kota,provinsi (plot_tk_kab),Tanggal,Jumlah Penduduk,Target orang diperiksa/ minggu (7 hari terakhir) (Inmendagri),Orang diperiksa/ minggu (7 hari terakhir),Spesimen diperiksa/minggu (7 hari terakhir),Orang diperiksa per 1000 penduduk/ minggu (7 hari terakhir),Positivity Rate (%) (7 hari terakhir),% Capaian (orang diperiksa/minggu dibagi target orang/minggu) (7 hari terakhir),% Pemeriksaan suspek dan kontak erat dibagi orang diperiksa/minggu (7 hari terakhir)
ACEH BARAT,ACEH,16/12/2021,212402,210,605,488,2.848372,0.0,288.0952380952381,3.361344537815126
ACEH BARAT DAYA,ACEH,16/12/2021,153902,154,246,142,1.59842,0.0,159.74025974025975,13.47305389221557
ACEH BESAR,ACEH,16/12/2021,430328,427,1418,650,3.295161,0.070522,332.08430913348946,6.06501698204755
ACEH JAYA,ACEH,16/12/2021,95858,1435,138,47,1.439629,0.0,9.616724738675957,10.0
ACEH SELATAN,ACEH,16/12/2021,245364,3682,325,121,1.324563,0.0,8.826724606192286,5.853658536585367
ACEH SINGKIL,ACEH,16/12/2021,125569,1883,144,288,1.14678,0.0,7.647371216144451,7.07070707070707
ACEH TAMIANG,ACEH,16/12/2021,300846,301,454,147,1.509078,0.0,150.83056478405317,6.472491909385113
ACEH TENGAH,ACEH,16/12/2021,215083,3227,391,333,1.817903,0.0,12.116516888751162,4.10958904109589
ACEH TENGGARA,ACEH,16/12/2021,219279,3290,365,149,1.664546,0.0,11.094224924012158,9.218436873747494
ACEH TIMUR,ACEH,16/12/2021,442226,441,403,255,0.911299,0.0,91.38321995464852,5.299145299145299
ACEH UTARA,ACEH,16/12/2021,629735,630,1100,828,1.746766,0.0,174.6031746031746,3.316138540899042
AGAM,SUMATERA BARAT,16/12/2021,500774,504,2172,1338,4.337286,0.0,430.9523809523809,3.234011627906977
ALOR,NTT,16/12/2021,208098,210,659,349,3.166777,0.0,313.8095238095238,1.2956419316843346
ASAHAN,SUMATERA UTARA,16/12/2021,742634,742,1255,894,1.689931,0.0,169.1374663072776,5.506216696269982
ASMAT,PAPUA,16/12/2021,101354,98,702,775,6.926219,0.0,716.3265306122449,0.12004801920768307
BADUNG,BALI,16/12/2021,711365,714,19263,38992,27.078926,0.020765,2697.8991596638652,0.5977887107866476
BALANGAN,KALIMANTAN SELATAN,16/12/2021,133129,133,361,350,2.711656,0.831025,271.42857142857144,13.333333333333334
BANDUNG,JAWA BARAT,16/12/2021,3773706,3773,12556,7946,3.327233,0.095572,332.7855817651736,5.430711610486892
BANDUNG BARAT,JAWA BARAT,16/12/2021,1690441,25354,5981,2779,3.53813,0.100318,23.58996608030291,2.5015873015873016
BANGGAI,SULAWESI TENGAH,16/12/2021,385891,5789,1705,2030,4.418346,0.0,29.452409742615306,1.2923351158645278
BANGGAI KEPULAUAN,SULAWESI TENGAH,16/12/2021,119149,119,260,125,2.182142,0.769231,218.48739495798318,11.263736263736265
BANGGAI LAUT,SULAWESI TENGAH,16/12/2021,77384,77,149,130,1.925463,0.0,193.5064935064935,12.658227848101266
BANGKA,KEP. BANGKA BELITUNG,16/12/2021,337286,336,2639,2226,7.82422,0.0,785.4166666666667,0.5734230865120917
BANGKA BARAT,KEP. BANGKA BELITUNG,16/12/2021,213282,210,1573,2354,7.375212,0.127146,749.047619047619,0.9376465072667605
BANGKA SELATAN,KEP. BANGKA BELITUNG,16/12/2021,209815,210,819,409,3.903439,0.0,390.0,1.5985790408525755
BANGKA TENGAH,KEP. BANGKA BELITUNG,16/12/2021,196060,196,1313,862,6.69693,0.076161,669.8979591836735,1.3300492610837438
BANGKALAN,JAWA TIMUR,16/12/2021,1003188,15050,3097,2604,3.087158,0.129157,20.578073089700997,3.0272704528396295
