Kabupaten/ Kota,provinsi (plot_tk_kab),Tanggal,Jumlah Penduduk,Target orang diperiksa/ minggu (7 hari terakhir) (Inmendagri),Orang diperiksa/ minggu (7 hari terakhir),Spesimen diperiksa/minggu (7 hari terakhir),Orang diperiksa per 1000 penduduk/ minggu (7 hari terakhir),Positivity Rate (%) (7 hari terakhir),% Capaian (orang diperiksa/minggu dibagi target orang/minggu) (7 hari terakhir),% Pemeriksaan suspek dan kontak erat dibagi orang diperiksa/minggu (7 hari terakhir)
ACEH BARAT,ACEH,27/11/2021,212402,210,227,195,1.068728,0.0,108.09523809523809,4.609929078014184
ACEH BARAT DAYA,ACEH,27/11/2021,153902,154,102,16,0.662759,0.0,66.23376623376623,19.594594594594593
ACEH BESAR,ACEH,27/11/2021,430328,427,1138,397,2.644494,0.26362,266.51053864168614,6.292412091301666
ACEH JAYA,ACEH,27/11/2021,95858,1435,110,83,1.147531,0.0,7.665505226480835,10.344827586206897
ACEH SELATAN,ACEH,27/11/2021,245364,3682,168,9,0.684697,0.0,4.562737642585551,13.304721030042918
ACEH SINGKIL,ACEH,27/11/2021,125569,1883,228,158,1.815735,0.0,12.108337758895379,25.219941348973606
ACEH TAMIANG,ACEH,27/11/2021,300846,301,528,221,1.755051,0.0,175.41528239202657,6.44216691068814
ACEH TENGAH,ACEH,27/11/2021,215083,3227,619,286,2.877959,0.0,19.181902696002478,3.2
ACEH TENGGARA,ACEH,27/11/2021,219279,3290,256,6,1.167462,0.0,7.781155015197569,3.7854889589905363
ACEH TIMUR,ACEH,27/11/2021,442226,441,205,86,0.463564,0.0,46.48526077097506,7.163323782234957
ACEH UTARA,ACEH,27/11/2021,629735,630,793,524,1.25926,0.0,125.87301587301587,4.17940876656473
AGAM,SUMATERA BARAT,27/11/2021,500774,504,1134,310,2.264495,0.0,225.0,4.147465437788019
ALOR,NTT,27/11/2021,208098,210,718,585,3.450297,0.139276,341.90476190476187,1.0298661174047374
ASAHAN,SUMATERA UTARA,27/11/2021,742634,742,1114,595,1.500066,0.089767,150.13477088948787,5.846774193548387
ASMAT,PAPUA,27/11/2021,101354,98,414,504,4.084693,0.0,422.4489795918367,0.0
BADUNG,BALI,27/11/2021,711365,714,16334,33693,22.96149,0.079589,2287.6750700280113,0.5540955577367571
BALANGAN,KALIMANTAN SELATAN,27/11/2021,133129,133,545,519,4.093774,0.366972,409.77443609022555,12.427745664739884
BANDUNG,JAWA BARAT,27/11/2021,3773706,3773,11505,6415,3.048727,0.182529,304.9297641134376,3.3685336185002
BANDUNG BARAT,JAWA BARAT,27/11/2021,1690441,25354,4986,2018,2.949526,0.26073,19.665536010097025,2.2461814914645104
BANGGAI,SULAWESI TENGAH,27/11/2021,385891,5789,1333,1565,3.454343,0.225056,23.0264294351356,8.426395939086294
BANGGAI KEPULAUAN,SULAWESI TENGAH,27/11/2021,119149,119,291,195,2.44232,0.0,244.53781512605045,10.714285714285714
BANGGAI LAUT,SULAWESI TENGAH,27/11/2021,77384,77,220,133,2.842965,0.0,285.7142857142857,7.766990291262135
BANGKA,KEP. BANGKA BELITUNG,27/11/2021,337286,336,2614,2237,7.750099,0.114767,777.9761904761905,1.1087074094104923
BANGKA BARAT,KEP. BANGKA BELITUNG,27/11/2021,213282,210,1348,2143,6.320271,0.890208,641.9047619047619,5.103148751357221
BANGKA SELATAN,KEP. BANGKA BELITUNG,27/11/2021,209815,210,707,340,3.369635,0.282885,336.6666666666667,2.3391812865497075
BANGKA TENGAH,KEP. BANGKA BELITUNG,27/11/2021,196060,196,1209,930,6.16648,0.248139,616.8367346938776,4.1526374859708195
BANGKALAN,JAWA TIMUR,27/11/2021,1003188,15050,1998,1203,1.991651,0.2002,13.275747508305649,1.9352290679304898
BANGLI,BALI,27/11/2021,229961,231,925,480,4.022421,0.432432,400.4329004329004,8.522727272727272
BANJAR,KALIMANTAN SELATAN,27/11/2021,595240,595,1808,2851,3.03743,0.221239,303.8655462184874,0.831129580657348
BANJARNEGARA,JAWA TENGAH,27/11/2021,926402,924,407,757,0.439334,1.719902,44.047619047619044,3.1784005468216
BANTAENG,SULAWESI SELATAN,27/11/2021,189202,2835,474,353,2.505259,0.421941,16.71957671957672,5.196850393700787
BANTUL,DI YOGYAKARTA,27/11/2021,1050308,1050,7908,10108,7.52922,1.163379,753.1428571428571,9.153552472297234
BANYUASIN,SUMATERA SELATAN,27/11/2021,878154,875,1734,732,1.974597,0.11534,198.17142857142858,3.555150410209663
BANYUMAS,JAWA TENGAH,27/11/2021,1708480,25627,1242,7836,0.726962,1.046699,4.846451008701759,2.2002200220022003
BANYUWANGI,JAWA TIMUR,27/11/2021,1622536,1624,9974,22047,6.147167,0.040104,614.1625615763547,0.9959486833220796
BARITO KUALA,KALIMANTAN SELATAN,27/11/2021,315419,315,722,102,2.289019,0.0,229.2063492063492,1.738241308793456
BARITO SELATAN,KALIMANTAN TENGAH,27/11/2021,139191,140,283,62,2.033177,0.0,202.14285714285714,2.557544757033248
BARITO TIMUR,KALIMANTAN TENGAH,27/11/2021,126220,126,323,165,2.559024,0.0,256.3492063492064,1.4251781472684086
BARITO UTARA,KALIMANTAN TENGAH,27/11/2021,132122,133,436,386,3.29998,0.0,327.81954887218046,0.8635578583765112
BARRU,SULAWESI SELATAN,27/11/2021,175023,2625,739,437,4.222302,0.135318,28.152380952380952,0.9793253536452665
BATANG,JAWA TENGAH,27/11/2021,775340,777,778,872,1.003431,0.257069,100.12870012870012,1.4072119613016711
BATANGHARI,JAMBI,27/11/2021,271522,4074,460,120,1.694154,0.0,11.29111438389789,1.7889087656529516
BATU BARA,SUMATERA UTARA,27/11/2021,425831,427,833,528,1.956175,0.240096,195.08196721311475,2.6979982593559617
BEKASI,JAWA BARAT,27/11/2021,3922987,58842,21050,27131,5.365809,0.123515,35.773767037150336,2.6206686698870336
BELITUNG,KEP. BANGKA BELITUNG,27/11/2021,189752,189,2993,5801,15.77322,0.133645,1583.5978835978835,1.0778224333211546
BELITUNG TIMUR,KEP. BANGKA BELITUNG,27/11/2021,129411,126,1057,733,8.167776,1.324503,838.8888888888889,4.987834549878346
BELU,NTT,27/11/2021,226638,224,1120,888,4.941801,0.625,500.0,6.832740213523132
BENER MERIAH,ACEH,27/11/2021,150266,147,148,17,0.98492,0.0,100.68027210884354,5.263157894736842
BENGKALIS,RIAU,27/11/2021,567745,567,1964,921,3.4593,2.647658,346.38447971781306,5.816002819880155
BENGKAYANG,KALIMANTAN BARAT,27/11/2021,262205,259,713,696,2.719246,0.0,275.2895752895753,10.894141829393627
BENGKULU SELATAN,BENGKULU,27/11/2021,175308,175,564,283,3.217195,0.0,322.2857142857143,2.387640449438202
BENGKULU TENGAH,BENGKULU,27/11/2021,115178,112,269,56,2.335515,0.0,240.17857142857144,1.4245014245014245
BENGKULU UTARA,BENGKULU,27/11/2021,307095,4606,594,251,1.934255,0.0,12.89622231871472,1.5424164524421593
BERAU,KALIMANTAN TIMUR,27/11/2021,232732,231,2838,5166,12.194284,0.140944,1228.5714285714287,1.6373801916932909
BIAK NUMFOR,PAPUA,27/11/2021,149188,2240,1259,2094,8.439017,0.158856,56.20535714285714,3.444730077120823
BIMA,NTB,27/11/2021,508920,7637,1407,1214,2.764678,0.568586,18.42346471127406,5.036373810856184
BINTAN,KEP. RIAU,27/11/2021,164568,2471,1169,857,7.103447,0.0,47.30878186968839,3.389830508474576
BIREUEN,ACEH,27/11/2021,477150,7154,390,108,0.817353,0.0,5.451495666759855,9.568480300187618
BLITAR,JAWA TIMUR,27/11/2021,1167796,1169,3884,2148,3.325923,0.051493,332.2497861420017,2.831163463525522
BLORA,JAWA TENGAH,27/11/2021,864595,868,1597,2070,1.847108,0.25047,183.98617511520737,1.6477857878475797
BOALEMO,GORONTALO,27/11/2021,168320,168,295,200,1.752614,0.0,175.5952380952381,5.656108597285068
BOGOR,JAWA BARAT,27/11/2021,6067956,91021,21437,8749,3.532821,0.149275,23.551707847639555,2.2284310095263744
BOJONEGORO,JAWA TIMUR,27/11/2021,1255119,1253,4146,3357,3.303272,0.144718,330.8858739026337,5.294780322944048
BOLAANG MONGONDOW,SULAWESI UTARA,27/11/2021,252666,3787,518,205,2.050137,0.0,13.67837338262477,16.85971685971686
BOLAANG MONGONDOW SELATAN,SULAWESI UTARA,27/11/2021,73321,70,87,38,1.186563,0.0,124.28571428571429,25.423728813559322
BOLAANG MONGONDOW TIMUR,SULAWESI UTARA,27/11/2021,67363,70,260,140,3.859686,0.0,371.42857142857144,7.871720116618077
BOLAANG MONGONDOW UTARA,SULAWESI UTARA,27/11/2021,81556,84,167,33,2.047673,0.0,198.80952380952382,1.6666666666666667
BOMBANA,SULAWESI TENGGARA,27/11/2021,184351,2765,427,271,2.316234,0.468384,15.443037974683543,0.7312614259597806
BONDOWOSO,JAWA TIMUR,27/11/2021,782676,784,1601,745,2.045546,0.187383,204.2091836734694,7.946026986506746
BONE,SULAWESI SELATAN,27/11/2021,757741,756,1545,501,2.038955,0.0,204.36507936507934,1.4331210191082804
BONE BOLANGO,GORONTALO,27/11/2021,158212,161,505,254,3.19192,0.0,313.6645962732919,2.9585798816568047
BOVEN DIGOEL,PAPUA,27/11/2021,70022,1050,449,384,6.41227,0.222717,42.76190476190476,9.375
BOYOLALI,JAWA TENGAH,27/11/2021,987454,987,2563,2408,2.595564,0.312134,259.67578520770013,2.3793640204580835
BREBES,JAWA TENGAH,27/11/2021,1807973,1806,2025,2247,1.120039,0.345679,112.12624584717608,2.599252269894962
BULELENG,BALI,27/11/2021,669064,672,3528,1908,5.273038,0.028345,525.0,2.9089281718505258
BULUKUMBA,SULAWESI SELATAN,27/11/2021,421959,6328,929,230,2.201636,0.107643,14.680783817951959,3.996669442131557
BULUNGAN,KALIMANTAN UTARA,27/11/2021,134529,133,999,1262,7.425908,0.1001,751.1278195488723,4.627249357326478
BUNGO,JAMBI,27/11/2021,380647,378,456,143,1.19796,0.0,120.63492063492063,1.740506329113924
BUOL,SULAWESI TENGAH,27/11/2021,167659,168,327,304,1.950387,0.0,194.64285714285714,22.177419354838708
BURU,MALUKU,27/11/2021,146819,147,1381,1660,9.40614,0.0,939.4557823129253,1.6893732970027249
BURU SELATAN,MALUKU,27/11/2021,62998,63,619,167,9.825709,0.0,982.5396825396826,0.340522133938706
BUTON,SULAWESI TENGGARA,27/11/2021,102383,105,605,407,5.909184,0.0,576.1904761904761,4.010695187165775
BUTON SELATAN,SULAWESI TENGGARA,27/11/2021,80176,77,407,59,5.076332,0.0,528.5714285714286,0.6276150627615062
BUTON TENGAH,SULAWESI TENGGARA,27/11/2021,93255,91,594,261,6.369632,0.0,652.7472527472528,0.5134788189987163
BUTON UTARA,SULAWESI TENGGARA,27/11/2021,63623,63,127,13,1.996133,0.0,201.58730158730157,0.6369426751592357
CIAMIS,JAWA BARAT,27/11/2021,1213198,18200,2288,1154,1.885925,0.043706,12.571428571428573,8.141891891891891
CIANJUR,JAWA BARAT,27/11/2021,2329635,34944,4125,2343,1.770664,0.09697,11.804601648351648,2.463559843974543
CILACAP,JAWA TENGAH,27/11/2021,1729384,1729,2212,3982,1.279068,0.271248,127.93522267206478,1.3642095609308724
CIREBON,JAWA BARAT,27/11/2021,2206614,33096,7898,20450,3.57924,0.012661,23.863911046652163,1.885157096424702
DAIRI,SUMATERA UTARA,27/11/2021,285598,287,958,324,3.354365,0.208768,333.79790940766554,2.5108225108225106
DEIYAI,PAPUA,27/11/2021,76224,1141,59,0,0.774034,0.0,5.170902716914987,0.0
DELI SERDANG,SUMATERA UTARA,27/11/2021,2318961,2317,6738,5179,2.905612,0.11873,290.80707811825636,1.7764448033221822
DEMAK,JAWA TENGAH,27/11/2021,1176448,1176,2323,2438,1.974588,0.043048,197.53401360544217,2.6475343573160877
DHARMASRAYA,SUMATERA BARAT,27/11/2021,265841,3990,300,132,1.128494,0.333333,7.518796992481203,10.290827740492169
DOGIYAI,PAPUA,27/11/2021,98749,98,0,0,0.0,0.0,0.0,0.0
DOMPU,NTB,27/11/2021,265084,3976,736,553,2.776478,0.13587,18.51106639839034,7.064676616915423
DONGGALA,SULAWESI TENGAH,27/11/2021,306752,308,541,212,1.76364,0.184843,175.64935064935065,1.669195751138088
EMPAT LAWANG,SUMATERA SELATAN,27/11/2021,256113,259,371,33,1.448579,0.0,143.24324324324326,1.948051948051948
ENDE,NTT,27/11/2021,275223,273,1115,1532,4.05126,0.089686,408.4249084249084,2.700877785280216
ENREKANG,SULAWESI SELATAN,27/11/2021,209974,210,489,137,2.32886,0.0,232.85714285714286,3.719599427753934
FAK FAK,PAPUA BARAT,27/11/2021,81274,84,945,925,11.627335,0.10582,1125.0,5.387205387205387
FLORES TIMUR,NTT,27/11/2021,259828,259,854,511,3.28679,0.351288,329.72972972972974,6.648451730418943
GARUT,JAWA BARAT,27/11/2021,2644843,2646,4112,2455,1.554724,0.218872,155.40438397581255,6.5740740740740735
GAYO LUES,ACEH,27/11/2021,95041,98,77,1,0.810177,0.0,78.57142857142857,4.395604395604396
GIANYAR,BALI,27/11/2021,523561,525,3848,16482,7.349669,0.129938,732.952380952381,1.948174768299603
GORONTALO,GORONTALO,27/11/2021,375904,5642,1275,1053,3.391823,0.0,22.59836937256292,1.8146150073565472
GORONTALO UTARA,GORONTALO,27/11/2021,112303,1687,651,486,5.796818,0.0,38.589211618257266,2.4442082890541976
GOWA,SULAWESI SELATAN,27/11/2021,780138,777,2873,2135,3.682682,0.034807,369.75546975546973,2.477919528949951
GRESIK,JAWA TIMUR,27/11/2021,1342628,1344,5762,5953,4.291583,0.156196,428.72023809523813,1.632540121748755
GROBOGAN,JAWA TENGAH,27/11/2021,1380198,1379,3067,3411,2.222145,0.423867,222.40754169688182,2.2269353128313893
GUNUNG MAS,KALIMANTAN TENGAH,27/11/2021,117920,119,511,243,4.333446,0.0,429.4117647058823,3.10192023633678
GUNUNGKIDUL,DI YOGYAKARTA,27/11/2021,767464,11515,3091,2302,4.02755,1.45584,26.843247937472864,2.308499475341028
HALMAHERA BARAT,MALUKU UTARA,27/11/2021,118526,119,479,82,4.041307,0.208768,402.52100840336135,2.735562310030395
HALMAHERA SELATAN,MALUKU UTARA,27/11/2021,236285,238,961,533,4.067122,0.0,403.781512605042,2.0634920634920633
HALMAHERA TENGAH,MALUKU UTARA,27/11/2021,56883,56,471,212,8.280154,0.0,841.0714285714287,9.93006993006993
HALMAHERA TIMUR,MALUKU UTARA,27/11/2021,97407,98,273,25,2.802673,0.0,278.57142857142856,5.915492957746479
HALMAHERA UTARA,MALUKU UTARA,27/11/2021,194985,196,764,1243,3.91825,0.13089,389.7959183673469,4.015296367112811
HULU SUNGAI SELATAN,KALIMANTAN SELATAN,27/11/2021,237240,238,489,401,2.061204,0.613497,205.46218487394955,0.8393285371702638
HULU SUNGAI TENGAH,KALIMANTAN SELATAN,27/11/2021,271761,273,592,420,2.178385,0.0,216.84981684981685,7.28395061728395
HULU SUNGAI UTARA,KALIMANTAN SELATAN,27/11/2021,237582,238,408,275,1.717302,0.0,171.42857142857142,1.1494252873563218
HUMBANG HASUNDUTAN,SUMATERA UTARA,27/11/2021,194355,2912,603,314,3.10257,0.0,20.707417582417584,3.2085561497326207
INDRAGIRI HILIR,RIAU,27/11/2021,721862,721,807,295,1.117942,0.371747,111.92787794729541,2.902621722846442
INDRAGIRI HULU,RIAU,27/11/2021,443650,6657,1870,1443,4.215034,0.320856,28.090731560763103,2.016885553470919
INDRAMAYU,JAWA BARAT,27/11/2021,1755685,1757,5863,3347,3.339437,0.238786,333.69379624359703,2.20409331615858
INTAN JAYA,PAPUA,27/11/2021,51367,770,41,32,0.798178,0.0,5.324675324675324,0.0
JAYAPURA,PAPUA,27/11/2021,128462,1925,1603,4303,12.478398,0.187149,83.27272727272728,0.28155795401220085
JAYAWIJAYA,PAPUA,27/11/2021,210880,210,1185,1555,5.61931,0.421941,564.2857142857143,0.18587360594795538
JEMBER,JAWA TIMUR,27/11/2021,2471542,37072,8933,9717,3.614343,0.111944,24.096353042727664,1.6749953729409586
JEMBRANA,BALI,27/11/2021,282023,280,2272,4959,8.056081,0.396127,811.4285714285713,1.7229002153625268
JENEPONTO,SULAWESI SELATAN,27/11/2021,367160,364,1117,561,3.04227,0.089526,306.8681318681319,4.005431093007468
JEPARA,JAWA TENGAH,27/11/2021,1283844,19257,2367,2490,1.843682,0.16899,12.291634210936282,0.6864427555773475
JOMBANG,JAWA TIMUR,27/11/2021,1274197,1274,4567,3216,3.584218,0.065689,358.4772370486656,7.945300328890427
KAIMANA,PAPUA BARAT,27/11/2021,64736,63,613,353,9.469229,0.0,973.0158730158729,0.796812749003984
KAMPAR,RIAU,27/11/2021,882785,882,2011,559,2.278018,0.497265,228.00453514739226,3.2097821933511654
KAPUAS,KALIMANTAN TENGAH,27/11/2021,363828,364,911,601,2.50393,0.109769,250.27472527472528,1.4598540145985401
KAPUAS HULU,KALIMANTAN BARAT,27/11/2021,270058,273,448,410,1.658903,0.0,164.1025641025641,3.106508875739645
KARANGANYAR,JAWA TENGAH,27/11/2021,894948,13426,2323,2055,2.595682,1.592768,17.302249366900043,2.809948737421682
KARANGASEM,BALI,27/11/2021,420832,420,1697,1312,4.032488,0.176783,404.04761904761904,4.087072412261217
KARAWANG,JAWA BARAT,27/11/2021,2359078,2359,5949,6423,2.521748,0.184905,252.18312844425603,2.682151251209733
KARIMUN,KEP. RIAU,27/11/2021,238149,238,1425,1142,5.983649,0.070175,598.7394957983194,3.000545553737043
KARO,SUMATERA UTARA,27/11/2021,434246,434,1185,594,2.728868,0.253165,273.0414746543779,3.1735313977042536
