Kabupaten/ Kota,provinsi (plot_tk_kab),Tanggal,Jumlah Penduduk,Target orang diperiksa/ minggu (7 hari terakhir) (Inmendagri),Orang diperiksa/ minggu (7 hari terakhir),Spesimen diperiksa/minggu (7 hari terakhir),Orang diperiksa per 1000 penduduk/ minggu (7 hari terakhir),Positivity Rate (%) (7 hari terakhir),% Capaian (orang diperiksa/minggu dibagi target orang/minggu) (7 hari terakhir),% Pemeriksaan suspek dan kontak erat dibagi orang diperiksa/minggu (7 hari terakhir)
ACEH BARAT,ACEH,31/12/2021,212402,210,153,187,0.720332200261768,0.0,72.85714285714285,36.227544910179645
ACEH BARAT DAYA,ACEH,31/12/2021,153902,154,52,3,0.337877350521761,0.0,33.76623376623377,12.5
ACEH BESAR,ACEH,31/12/2021,430328,427,635,196,1.47561859790671,0.15748031496063,148.71194379391102,10.092687950566425
ACEH JAYA,ACEH,31/12/2021,95858,1435,34,9,0.35469131423564,0.0,2.3693379790940767,18.96551724137931
ACEH SELATAN,ACEH,31/12/2021,245364,3682,113,5,0.460540258554637,0.0,3.068984247691472,8.783783783783784
ACEH SINGKIL,ACEH,31/12/2021,125569,1883,87,121,0.692846164260287,0.0,4.620286776420605,8.771929824561402
ACEH TAMIANG,ACEH,31/12/2021,300846,301,329,145,1.09358276327423,0.0,109.30232558139534,6.2953995157385
ACEH TENGAH,ACEH,31/12/2021,215083,3227,201,341,0.934522951604729,0.0,6.2286953827083975,43.652561247216035
ACEH TENGGARA,ACEH,31/12/2021,219279,3290,214,12,0.975925647234801,0.0,6.504559270516717,2.5089605734767026
ACEH TIMUR,ACEH,31/12/2021,442226,441,223,144,0.504267048974959,0.0,50.56689342403629,4.044117647058823
ACEH UTARA,ACEH,31/12/2021,629735,630,730,633,1.15921776620324,0.136986301369863,115.87301587301589,4.918032786885246
AGAM,SUMATERA BARAT,31/12/2021,500774,504,998,337,1.99291496763011,0.0,198.015873015873,4.902723735408561
ALOR,NTT,31/12/2021,208098,210,406,323,1.95100385395343,0.0,193.33333333333334,1.694915254237288
ASAHAN,SUMATERA UTARA,31/12/2021,742634,742,1011,759,1.36137047320753,0.29673590504451,136.2533692722372,6.081081081081082
ASMAT,PAPUA,31/12/2021,101354,98,458,508,4.51881524162835,0.0,467.3469387755102,0.17064846416382254
BADUNG,BALI,31/12/2021,711365,714,16042,30500,22.5510110843238,0.012467273407306,2246.7787114845937,0.6483220982060633
BALANGAN,KALIMANTAN SELATAN,31/12/2021,133129,133,269,283,2.02059656423469,0.0,202.25563909774436,29.10284463894967
BANDUNG,JAWA BARAT,31/12/2021,3773706,3773,9511,4819,2.52033412247801,0.073598990642414,252.08057248873575,3.491495076096687
BANDUNG BARAT,JAWA BARAT,31/12/2021,1690441,25354,4379,1563,2.59044829130387,0.022836263987212,17.271436459730218,2.5989883132740275
BANGGAI,SULAWESI TENGAH,31/12/2021,385891,5789,1080,1145,2.79871777263528,0.0,18.656071860424944,0.7462686567164178
BANGGAI KEPULAUAN,SULAWESI TENGAH,31/12/2021,119149,119,460,376,3.8607122174756,0.0,386.5546218487395,8.228980322003578
BANGGAI LAUT,SULAWESI TENGAH,31/12/2021,77384,77,170,165,2.19683655536028,0.0,220.7792207792208,8.015267175572518
BANGKA,KEP. BANGKA BELITUNG,31/12/2021,337286,336,2620,2140,7.76788837959476,0.076335877862595,779.7619047619047,1.050420168067227
BANGKA BARAT,KEP. BANGKA BELITUNG,31/12/2021,213282,210,1616,2676,7.57682317307602,0.061881188118812,769.5238095238095,1.2537612838515546
BANGKA SELATAN,KEP. BANGKA BELITUNG,31/12/2021,209815,210,786,305,3.74615732907561,0.254452926208651,374.2857142857143,1.557632398753894
BANGKA TENGAH,KEP. BANGKA BELITUNG,31/12/2021,196060,196,1363,847,6.95195348362746,0.146735143066764,695.4081632653061,3.278688524590164
BANGKALAN,JAWA TIMUR,31/12/2021,1003188,15050,1560,779,1.55504252443211,0.192307692307692,10.365448504983389,3.3527696793002915
BANGLI,BALI,31/12/2021,229961,231,549,389,2.38736133518292,0.546448087431694,237.66233766233765,18.11926605504587
BANJAR,KALIMANTAN SELATAN,31/12/2021,595240,595,1148,2060,1.92863382837175,0.087108013937282,192.94117647058823,0.45558086560364464
BANJARNEGARA,JAWA TENGAH,31/12/2021,926402,924,143,486,0.154360633936455,0.699300699300699,15.476190476190476,4.198995892286627
BANTAENG,SULAWESI SELATAN,31/12/2021,189202,2835,271,158,1.43233158211858,0.0,9.559082892416226,4.871794871794872
BANTUL,DI YOGYAKARTA,31/12/2021,1050308,1050,5642,6634,5.37175761776546,0.070896845090393,537.3333333333333,2.679792179382007
BANYUASIN,SUMATERA SELATAN,31/12/2021,878154,875,1582,588,1.80150634171227,0.0,180.8,1.5067805123053744
BANYUMAS,JAWA TENGAH,31/12/2021,1708480,25627,3095,10866,1.81155178872448,0.12924071082391,12.077106177078862,3.9546509551865743
BANYUWANGI,JAWA TIMUR,31/12/2021,1622536,1624,8661,25443,5.33794011350133,0.0230920217065,533.3128078817734,1.1238170347003154
BARITO KUALA,KALIMANTAN SELATAN,31/12/2021,315419,315,468,81,1.48374067510201,0.213675213675214,148.57142857142858,5.443234836702955
BARITO SELATAN,KALIMANTAN TENGAH,31/12/2021,139191,140,202,32,1.45124325567027,0.0,144.28571428571428,2.5925925925925926
BARITO TIMUR,KALIMANTAN TENGAH,31/12/2021,126220,126,253,158,2.00443669782919,0.0,200.79365079365078,1.21580547112462
BARITO UTARA,KALIMANTAN TENGAH,31/12/2021,132122,133,387,433,2.92911097319144,0.0,290.97744360902254,0.20161290322580644
BARRU,SULAWESI SELATAN,31/12/2021,175023,2625,364,208,2.07972666449552,0.0,13.866666666666665,1.834862385321101
BATANG,JAWA TENGAH,31/12/2021,775340,777,310,569,0.399824593081745,1.61290322580645,39.897039897039896,0.8215962441314555
BATANGHARI,JAMBI,31/12/2021,271522,4074,307,49,1.13066344531935,0.325732899022801,7.535591556210113,2.680965147453083
BATU BARA,SUMATERA UTARA,31/12/2021,425831,427,633,533,1.48650520981328,0.0,148.24355971896955,26.135310472659874
BEKASI,JAWA BARAT,31/12/2021,3922987,58842,17566,21391,4.4777104792853,0.062620972332916,29.852826212569255,2.235502434705622
BELITUNG,KEP. BANGKA BELITUNG,31/12/2021,189752,189,2535,3804,13.3595429824192,0.0,1341.2698412698412,1.2759569677257945
