Kabupaten/ Kota,provinsi (plot_tk_kab),Tanggal,Jumlah Penduduk,Target orang diperiksa/ minggu (7 hari terakhir) (Inmendagri),Orang diperiksa/ minggu (7 hari terakhir),Spesimen diperiksa/minggu (7 hari terakhir),Orang diperiksa per 1000 penduduk/ minggu (7 hari terakhir),Positivity Rate (%) (7 hari terakhir),% Capaian (orang diperiksa/minggu dibagi target orang/minggu) (7 hari terakhir),% Pemeriksaan suspek dan kontak erat dibagi orang diperiksa/minggu (7 hari terakhir)
ACEH BARAT,ACEH,05/12/2021,212402,210,262,155,1.23351,0.0,124.76190476190476,8.285714285714285
ACEH BARAT DAYA,ACEH,05/12/2021,153902,154,156,94,1.013632,0.0,101.29870129870129,24.651162790697676
ACEH BESAR,ACEH,05/12/2021,430328,427,1312,593,3.048837,0.152439,307.2599531615925,7.38492665655033
ACEH JAYA,ACEH,05/12/2021,95858,1435,96,30,1.001481,1.041667,6.689895470383275,8.661417322834646
ACEH SELATAN,ACEH,05/12/2021,245364,3682,168,9,0.684697,0.0,4.562737642585551,13.953488372093023
ACEH SINGKIL,ACEH,05/12/2021,125569,1883,126,107,1.003432,0.0,6.691449814126393,18.65284974093264
ACEH TAMIANG,ACEH,05/12/2021,300846,301,434,143,1.442599,0.0,144.1860465116279,4.676258992805756
ACEH TENGAH,ACEH,05/12/2021,215083,3227,423,333,1.966683,0.0,13.108149984505731,3.5381750465549344
ACEH TENGGARA,ACEH,05/12/2021,219279,3290,266,14,1.213066,0.0,8.085106382978724,5.341246290801187
ACEH TIMUR,ACEH,05/12/2021,442226,441,213,94,0.481654,0.0,48.29931972789115,13.870967741935484
ACEH UTARA,ACEH,05/12/2021,629735,630,582,241,0.924198,0.0,92.38095238095238,5.445544554455446
AGAM,SUMATERA BARAT,05/12/2021,500774,504,1483,392,2.961416,0.0,294.24603174603175,2.8334147532975082
ALOR,NTT,05/12/2021,208098,210,593,448,2.849619,0.0,282.3809523809524,0.9320905459387484
ASAHAN,SUMATERA UTARA,05/12/2021,742634,742,1160,531,1.562008,0.086207,156.3342318059299,5.9038344491783326
ASMAT,PAPUA,05/12/2021,101354,98,476,463,4.696411,0.0,485.71428571428567,0.33222591362126247
BADUNG,BALI,05/12/2021,711365,714,17726,35880,24.918291,0.095904,2482.6330532212887,0.5597657595590768
BALANGAN,KALIMANTAN SELATAN,05/12/2021,133129,133,484,368,3.635572,0.413223,363.90977443609023,13.513513513513514
