Kabupaten/ Kota,provinsi (plot_tk_kab),Tanggal,Jumlah Penduduk,Target orang diperiksa/ minggu (7 hari terakhir) (Inmendagri),Orang diperiksa/ minggu (7 hari terakhir),Spesimen diperiksa/minggu (7 hari terakhir),Orang diperiksa per 1000 penduduk/ minggu (7 hari terakhir),Positivity Rate (%) (7 hari terakhir),% Capaian (orang diperiksa/minggu dibagi target orang/minggu) (7 hari terakhir),% Pemeriksaan suspek dan kontak erat dibagi orang diperiksa/minggu (7 hari terakhir)
ACEH BARAT,ACEH,04/12/2021,212402,210,238,152,1.120517,0.0,113.33333333333333,7.64525993883792
ACEH BARAT DAYA,ACEH,04/12/2021,153902,154,151,100,0.981144,0.0,98.05194805194806,25.0
ACEH BESAR,ACEH,04/12/2021,430328,427,1377,647,3.199885,0.145243,322.4824355971897,6.21272365805169
ACEH JAYA,ACEH,04/12/2021,95858,1435,98,32,1.022346,1.020408,6.829268292682928,7.086614173228346
ACEH SELATAN,ACEH,04/12/2021,245364,3682,177,9,0.721377,0.0,4.807170016295491,13.432835820895523
ACEH SINGKIL,ACEH,04/12/2021,125569,1883,142,133,1.130852,0.0,7.541157727031333,16.9811320754717
ACEH TAMIANG,ACEH,04/12/2021,300846,301,418,152,1.389415,0.0,138.8704318936877,4.814814814814815
ACEH TENGAH,ACEH,04/12/2021,215083,3227,432,312,2.008527,0.0,13.387046792686705,3.0360531309297913
ACEH TENGGARA,ACEH,04/12/2021,219279,3290,277,15,1.263231,0.0,8.419452887537995,5.157593123209169
ACEH TIMUR,ACEH,04/12/2021,442226,441,218,97,0.492961,0.0,49.43310657596372,14.376996805111823
ACEH UTARA,ACEH,04/12/2021,629735,630,591,259,0.93849,0.0,93.80952380952381,4.679802955665025
AGAM,SUMATERA BARAT,04/12/2021,500774,504,1457,386,2.909496,0.0,289.08730158730157,2.556390977443609
ALOR,NTT,04/12/2021,208098,210,621,468,2.984171,0.0,295.7142857142857,1.1673151750972763
ASAHAN,SUMATERA UTARA,04/12/2021,742634,742,1114,579,1.500066,0.089767,150.13477088948787,6.802721088435375
ASMAT,PAPUA,04/12/2021,101354,98,465,478,4.58788,0.0,474.48979591836735,0.33783783783783783
BADUNG,BALI,04/12/2021,711365,714,17912,35458,25.17976,0.106074,2508.6834733893556,0.5856895556837853
BALANGAN,KALIMANTAN SELATAN,04/12/2021,133129,133,485,364,3.643083,0.412371,364.6616541353383,13.513513513513514
BANDUNG,JAWA BARAT,04/12/2021,3773706,3773,11599,7691,3.073636,0.474179,307.4211502782931,3.995694022289767
BANDUNG BARAT,JAWA BARAT,04/12/2021,1690441,25354,4896,1942,2.896286,0.163399,19.31056243590755,2.2079665821274057
BANGGAI,SULAWESI TENGAH,04/12/2021,385891,5789,1446,1543,3.747172,0.0,24.97840732423562,2.9049729197439684
BANGGAI KEPULAUAN,SULAWESI TENGAH,04/12/2021,119149,119,323,329,2.710891,1.547988,271.42857142857144,10.459183673469388
BANGGAI LAUT,SULAWESI TENGAH,04/12/2021,77384,77,191,104,2.46821,0.52356,248.05194805194805,11.196911196911197
BANGKA,KEP. BANGKA BELITUNG,04/12/2021,337286,336,2439,2089,7.231252,0.738007,725.8928571428571,3.6434977578475336
BANGKA BARAT,KEP. BANGKA BELITUNG,04/12/2021,213282,210,1457,2376,6.831331,0.617708,693.8095238095239,2.780638516992791
BANGKA SELATAN,KEP. BANGKA BELITUNG,04/12/2021,209815,210,714,344,3.402998,0.0,340.0,3.356367226061204
BANGKA TENGAH,KEP. BANGKA BELITUNG,04/12/2021,196060,196,1373,913,7.002958,0.582666,700.5102040816327,3.0716723549488054
BANGKALAN,JAWA TIMUR,04/12/2021,1003188,15050,1976,1064,1.969721,0.0,13.129568106312291,2.431724653946876
BANGLI,BALI,04/12/2021,229961,231,996,529,4.331169,0.702811,431.16883116883116,10.61493411420205
BANJAR,KALIMANTAN SELATAN,04/12/2021,595240,595,1686,3074,2.832471,0.0,283.3613445378151,0.5376344086021506
BANJARNEGARA,JAWA TENGAH,04/12/2021,926402,924,404,800,0.436096,1.237624,43.722943722943725,2.785971812520485
BANTAENG,SULAWESI SELATAN,04/12/2021,189202,2835,409,317,2.161711,0.244499,14.426807760141095,11.009174311926607
BANTUL,DI YOGYAKARTA,04/12/2021,1050308,1050,8040,10597,7.654897,0.298507,765.7142857142858,7.564526212378316
BANYUASIN,SUMATERA SELATAN,04/12/2021,878154,875,2106,1106,2.398213,0.047483,240.6857142857143,3.1847133757961785
BANYUMAS,JAWA TENGAH,04/12/2021,1708480,25627,1418,8613,0.829978,0.423131,5.53322667499122,2.5947011167068097
BANYUWANGI,JAWA TIMUR,04/12/2021,1622536,1624,11061,21894,6.817106,0.072326,681.0960591133005,0.7536722294855034
BARITO KUALA,KALIMANTAN SELATAN,04/12/2021,315419,315,977,228,3.097467,0.0,310.1587301587302,1.3016845329249618
BARITO SELATAN,KALIMANTAN TENGAH,04/12/2021,139191,140,345,63,2.478609,0.0,246.42857142857144,0.8676789587852495
BARITO TIMUR,KALIMANTAN TENGAH,04/12/2021,126220,126,454,229,3.596894,0.0,360.3174603174603,0.3552397868561279
BARITO UTARA,KALIMANTAN TENGAH,04/12/2021,132122,133,580,431,4.389882,0.344828,436.09022556390977,1.9002375296912115
BARRU,SULAWESI SELATAN,04/12/2021,175023,2625,753,444,4.302292,0.0,28.685714285714287,0.791295746785361
BATANG,JAWA TENGAH,04/12/2021,775340,777,575,668,0.74161,0.695652,74.00257400257401,1.4972776769509981
BATANGHARI,JAMBI,04/12/2021,271522,4074,549,1118,2.021936,0.0,13.475699558173785,2.564102564102564
BATU BARA,SUMATERA UTARA,04/12/2021,425831,427,859,495,2.017232,0.0,201.17096018735361,2.8399311531841653
BEKASI,JAWA BARAT,04/12/2021,3922987,58842,20325,28066,5.181001,0.113161,34.54165392066891,1.9359299377736807
BELITUNG,KEP. BANGKA BELITUNG,04/12/2021,189752,189,3223,5216,16.985328,0.124108,1705.2910052910054,1.331582895723931
BELITUNG TIMUR,KEP. BANGKA BELITUNG,04/12/2021,129411,126,1214,804,9.380965,1.153213,963.4920634920635,3.8254310344827585
BELU,NTT,04/12/2021,226638,224,810,490,3.573981,0.617284,361.60714285714283,5.1080550098231825
BENER MERIAH,ACEH,04/12/2021,150266,147,121,8,0.805239,0.0,82.31292517006803,3.9473684210526314
BENGKALIS,RIAU,04/12/2021,567745,567,1919,827,3.380039,0.625326,338.4479717813051,2.7432333577176298
BENGKAYANG,KALIMANTAN BARAT,04/12/2021,262205,259,774,908,2.951889,0.129199,298.8416988416988,24.137931034482758
BENGKULU SELATAN,BENGKULU,04/12/2021,175308,175,583,267,3.325576,0.171527,333.14285714285717,1.5795868772782502
BENGKULU TENGAH,BENGKULU,04/12/2021,115178,112,238,96,2.066367,0.0,212.5,2.898550724637681
BENGKULU UTARA,BENGKULU,04/12/2021,307095,4606,634,255,2.064508,0.0,13.764654798089449,2.1541950113378685
BERAU,KALIMANTAN TIMUR,04/12/2021,232732,231,3057,6031,13.13528,0.098135,1323.3766233766235,1.4526965680043582
BIAK NUMFOR,PAPUA,04/12/2021,149188,2240,1120,2157,7.507306,0.0,50.0,7.469752761704367
