Kabupaten/ Kota,provinsi (plot_tk_kab),Tanggal,Jumlah Penduduk,Target orang diperiksa/ minggu (7 hari terakhir) (Inmendagri),Orang diperiksa/ minggu (7 hari terakhir),Spesimen diperiksa/minggu (7 hari terakhir),Orang diperiksa per 1000 penduduk/ minggu (7 hari terakhir),Positivity Rate (%) (7 hari terakhir),% Capaian (orang diperiksa/minggu dibagi target orang/minggu) (7 hari terakhir),% Pemeriksaan suspek dan kontak erat dibagi orang diperiksa/minggu (7 hari terakhir)
ACEH BARAT,ACEH,30/11/2021,212402,210,246,197,1.158181,0.0,117.14285714285715,3.0
ACEH BARAT DAYA,ACEH,30/11/2021,153902,154,108,24,0.701745,0.0,70.12987012987013,21.25
ACEH BESAR,ACEH,30/11/2021,430328,427,1437,673,3.339313,0.139179,336.53395784543324,4.961636828644502
ACEH JAYA,ACEH,30/11/2021,95858,1435,116,62,1.210123,0.0,8.08362369337979,6.164383561643835
ACEH SELATAN,ACEH,30/11/2021,245364,3682,181,8,0.73768,0.0,4.915806626833243,11.885245901639344
ACEH SINGKIL,ACEH,30/11/2021,125569,1883,182,55,1.449402,0.0,9.66542750929368,3.0973451327433628
ACEH TAMIANG,ACEH,30/11/2021,300846,301,562,242,1.868065,0.0,186.7109634551495,6.312769010043041
ACEH TENGAH,ACEH,30/11/2021,215083,3227,681,337,3.16622,0.0,21.10319181902696,1.797175866495507
ACEH TENGGARA,ACEH,30/11/2021,219279,3290,322,7,1.468449,0.0,9.787234042553191,3.439153439153439
ACEH TIMUR,ACEH,30/11/2021,442226,441,201,90,0.454519,0.0,45.57823129251701,8.58085808580858
ACEH UTARA,ACEH,30/11/2021,629735,630,780,490,1.238616,0.0,123.80952380952381,3.5269709543568464
AGAM,SUMATERA BARAT,30/11/2021,500774,504,1322,372,2.639913,0.0,262.3015873015873,3.606182026330853
ALOR,NTT,30/11/2021,208098,210,627,460,3.013003,0.15949,298.57142857142856,1.728395061728395
ASAHAN,SUMATERA UTARA,30/11/2021,742634,742,1094,588,1.473135,0.0,147.43935309973045,6.232876712328768
ASMAT,PAPUA,30/11/2021,101354,98,459,507,4.528682,0.0,468.3673469387755,0.0
