Tanggal,provinsi (plot_tk_kab),bps_province_id,name,bps_regency_id,Jumlah Penduduk,Target orang diperiksa/ minggu (7 hari terakhir) (Inmendagri),Orang diperiksa/ minggu (7 hari terakhir),Spesimen diperiksa/minggu (7 hari terakhir),Orang diperiksa per 1000 penduduk/ minggu (7 hari terakhir),Positivity Rate (%) (7 hari terakhir),% Capaian (orang diperiksa/minggu dibagi target orang/minggu) (7 hari terakhir),% Pemeriksaan suspek dan kontak erat dibagi orang diperiksa/minggu (7 hari terakhir)
2022-06-16,JAWA TENGAH,33,REMBANG,3317,646460,3234,251,346,0.388268415679238,0.796812749003984,7.761286332714905,0.8635578583765112
2022-06-13,JAWA TENGAH,33,SEMARANG,3322,1084401,1085,2849,2280,2.6272568911316,0.0351000351000351,262.5806451612904,4.589885252868679
2022-06-14,JAWA TENGAH,33,SEMARANG,3322,1084401,1085,2716,1952,2.50460853503455,0.0368188512518409,250.3225806451613,3.566265060240964
2022-06-15,JAWA TENGAH,33,SEMARANG,3322,1084401,1085,2770,1988,2.55440561194613,0.036101083032491,255.2995391705069,3.2409581963363085
2022-06-16,JAWA TENGAH,33,SEMARANG,3322,1084401,1085,2710,1972,2.49907552648882,0.03690036900369,249.76958525345623,3.257328990228013
2022-06-13,JAWA TENGAH,33,SRAGEN,3314,890093,889,845,1172,0.949339001654883,0.0,95.05061867266592,1.4492753623188406
2022-06-14,JAWA TENGAH,33,SRAGEN,3314,890093,889,852,1101,0.957203348414155,0.0,95.83802024746907,1.8139262726740784
2022-06-15,JAWA TENGAH,33,SRAGEN,3314,890093,889,846,1099,0.950462479763351,0.118203309692671,95.16310461192352,2.4492234169653524
2022-06-16,JAWA TENGAH,33,SRAGEN,3314,890093,889,892,1120,1.00214247275285,0.112107623318386,100.33745781777276,2.7988338192419824
2022-06-13,JAWA TENGAH,33,SUKOHARJO,3311,903752,4522,866,1181,0.958227478334764,0.115473441108545,19.15081822202565,5.877342419080068
2022-06-14,JAWA TENGAH,33,SUKOHARJO,3311,903752,4522,910,1168,1.00691340102152,0.0,20.123839009287924,5.311973018549747
2022-06-15,JAWA TENGAH,33,SUKOHARJO,3311,903752,4522,929,1138,1.02793686763625,0.0,20.544007076514816,5.726141078838174
2022-06-16,JAWA TENGAH,33,SUKOHARJO,3311,903752,4522,923,1150,1.02129787817897,0.108342361863489,20.411322423706324,6.050695012264922
2022-06-13,JAWA TENGAH,33,TEGAL,3328,1437542,7189,402,316,0.279644003444769,0.248756218905473,5.591876477952427,3.9365079365079367
2022-06-14,JAWA TENGAH,33,TEGAL,3328,1437542,7189,446,312,0.310251804816833,0.0,6.203922659618862,3.688029020556227
2022-06-15,JAWA TENGAH,33,TEGAL,3328,1437542,7189,482,315,0.335294551393977,0.0,6.704687717345944,3.5279805352798053
2022-06-16,JAWA TENGAH,33,TEGAL,3328,1437542,7189,438,317,0.304686750021912,0.228310502283105,6.09264153567951,4.282115869017632
2022-06-13,JAWA TENGAH,33,TEMANGGUNG,3323,784338,3920,285,1046,0.363363753891817,0.701754385964912,7.270408163265306,8.84265279583875
2022-06-14,JAWA TENGAH,33,TEMANGGUNG,3323,784338,3920,259,909,0.330214779852564,1.54440154440154,6.607142857142858,9.004739336492891
2022-06-15,JAWA TENGAH,33,TEMANGGUNG,3323,784338,3920,247,917,0.314915253372908,1.61943319838057,6.301020408163266,9.793814432989691
2022-06-16,JAWA TENGAH,33,TEMANGGUNG,3323,784338,3920,257,924,0.327664858772621,1.55642023346304,6.556122448979592,9.507640067911714
2022-06-13,JAWA TENGAH,33,WONOGIRI,3312,957367,4788,505,345,0.527488413534204,0.594059405940594,10.54720133667502,4.8346055979643765
2022-06-14,JAWA TENGAH,33,WONOGIRI,3312,957367,4788,429,269,0.448104018626086,0.0,8.959899749373433,5.631868131868132
2022-06-15,JAWA TENGAH,33,WONOGIRI,3312,957367,4788,406,300,0.424079793851261,0.0,8.47953216374269,5.650459921156373
2022-06-16,JAWA TENGAH,33,WONOGIRI,3312,957367,4788,409,324,0.427213388387108,0.244498777506112,8.542188805346699,7.133917396745932
2022-06-13,JAWA TENGAH,33,WONOSOBO,3307,792573,3962,403,546,0.508470513126236,0.248138957816377,10.17163048965169,7.907907907907907
2022-06-14,JAWA TENGAH,33,WONOSOBO,3307,792573,3962,429,684,0.541275062360186,0.233100233100233,10.82786471479051,9.27927927927928
2022-06-15,JAWA TENGAH,33,WONOSOBO,3307,792573,3962,466,726,0.587958459346962,0.0,11.761736496718829,9.540329575021683
2022-06-16,JAWA TENGAH,33,WONOSOBO,3307,792573,3962,484,766,0.610669301124313,0.0,12.216052498738012,9.43238731218698
2022-06-13,JAWA TIMUR,35,BANGKALAN,3526,1010737,5054,523,182,0.517444201607342,0.382409177820268,10.34823901859913,3.0172413793103448
2022-06-14,JAWA TIMUR,35,BANGKALAN,3526,1010737,5054,506,188,0.500624791612457,0.395256916996047,10.01187178472497,2.6200873362445414
2022-06-15,JAWA TIMUR,35,BANGKALAN,3526,1010737,5054,488,185,0.482816004559049,0.204918032786885,9.65571824297586,2.694610778443114
2022-06-16,JAWA TIMUR,35,BANGKALAN,3526,1010737,5054,537,184,0.531295480426659,0.37243947858473,10.625247328848438,2.1739130434782608
2022-06-13,JAWA TIMUR,35,BANYUWANGI,3510,1626064,8127,1360,1453,0.836375444016964,0.220588235294118,16.734342315737667,3.409758965314521
2022-06-14,JAWA TIMUR,35,BANYUWANGI,3510,1626064,8127,1316,1396,0.809316238475238,0.379939209726444,16.19293712316968,3.164179104477612
2022-06-15,JAWA TIMUR,35,BANYUWANGI,3510,1626064,8127,1314,1360,0.808086274586978,0.60882800608828,16.168327796234774,2.9787234042553195
2022-06-16,JAWA TIMUR,35,BANYUWANGI,3510,1626064,8127,1305,1276,0.802551437089807,0.613026819923372,16.057585825027683,2.282541640962369
2022-06-13,JAWA TIMUR,35,BLITAR,3505,1170647,5852,904,871,0.772222540185043,0.0,15.44771018455229,1.914241960183767
2022-06-14,JAWA TIMUR,35,BLITAR,3505,1170647,5852,838,806,0.715843460923746,0.0,14.31989063568011,2.3255813953488373
2022-06-15,JAWA TIMUR,35,BLITAR,3505,1170647,5852,845,807,0.721823060239338,0.118343195266272,14.439507860560491,2.0783373301358914
2022-06-16,JAWA TIMUR,35,BLITAR,3505,1170647,5852,863,842,0.737199172765146,0.115874855156431,14.747095010252906,2.182385035074045
2022-06-13,JAWA TIMUR,35,BOJONEGORO,3522,1257262,6286,845,845,0.672095394595558,0.118343195266272,13.442570792236715,7.192374350086656
2022-06-14,JAWA TIMUR,35,BOJONEGORO,3522,1257262,6286,844,879,0.671300015430356,0.118483412322275,13.426662424435252,7.5250836120401345
2022-06-15,JAWA TIMUR,35,BOJONEGORO,3522,1257262,6286,849,864,0.675276911256365,0.117785630153121,13.50620426344257,6.939799331103679
2022-06-16,JAWA TIMUR,35,BOJONEGORO,3522,1257262,6286,838,808,0.666527740439145,0.0,13.33121221762647,6.481481481481481
2022-06-13,JAWA TIMUR,35,BONDOWOSO,3511,785692,3927,229,280,0.29146281239977,0.873362445414847,5.831423478482302,12.666666666666668
2022-06-14,JAWA TIMUR,35,BONDOWOSO,3511,785692,3927,198,250,0.252007147839102,1.01010101010101,5.042016806722689,10.26615969581749
2022-06-15,JAWA TIMUR,35,BONDOWOSO,3511,785692,3927,204,264,0.259643728076651,0.980392156862745,5.194805194805195,12.318840579710146
2022-06-16,JAWA TIMUR,35,BONDOWOSO,3511,785692,3927,208,251,0.26473478156835,0.961538461538462,5.296664120193531,11.152416356877325
2022-06-13,JAWA TIMUR,35,GRESIK,3525,1356453,6783,1676,2284,1.23557543092168,0.298329355608592,24.708830900781365,2.4483917426788286
2022-06-14,JAWA TIMUR,35,GRESIK,3525,1356453,6783,1702,2435,1.25474306887153,0.117508813160987,25.092142120005896,2.068345323741007
2022-06-15,JAWA TIMUR,35,GRESIK,3525,1356453,6783,1742,2449,1.28423174264055,0.172215843857635,25.68185168804364,2.041722148246782
2022-06-16,JAWA TIMUR,35,GRESIK,3525,1356453,6783,1855,2650,1.36753724603801,0.215633423180593,27.347781217750256,1.8479630407391852
2022-06-13,JAWA TIMUR,35,JEMBER,3509,2480477,12404,1329,1316,0.535784044762358,0.0752445447705041,10.714285714285714,5.061801059446734
2022-06-14,JAWA TIMUR,35,JEMBER,3509,2480477,12404,1310,1375,0.528124227719104,0.0,10.561109319574332,5.168408826945412
2022-06-15,JAWA TIMUR,35,JEMBER,3509,2480477,12404,1270,1445,0.511998297101727,0.078740157480315,10.238632699129314,6.588235294117648
2022-06-16,JAWA TIMUR,35,JEMBER,3509,2480477,12404,1245,1470,0.501919590465866,0.0803212851405622,10.037084811351177,6.4338235294117645
2022-06-13,JAWA TIMUR,35,JOMBANG,3517,1278825,6391,811,787,0.634175903661564,0.369913686806412,12.68971991863558,17.247238742565845
2022-06-14,JAWA TIMUR,35,JOMBANG,3517,1278825,6391,985,1007,0.770238304693762,0.609137055837563,15.412298544828666,12.63537906137184
2022-06-15,JAWA TIMUR,35,JOMBANG,3517,1278825,6391,1157,1153,0.904736770081911,0.605012964563526,18.103583163824126,9.82769623484365
2022-06-16,JAWA TIMUR,35,JOMBANG,3517,1278825,6391,1176,1184,0.91959415870037,0.595238095238095,18.400876232201533,10.25802391441158
2022-06-13,JAWA TIMUR,35,KEDIRI,3506,1592699,7966,1769,1512,1.11069323205452,0.169587337478802,22.20687923675621,4.143646408839778
2022-06-14,JAWA TIMUR,35,KEDIRI,3506,1592699,7966,1726,1502,1.08369503591074,0.231749710312862,21.66708511172483,3.938832252085264
2022-06-15,JAWA TIMUR,35,KEDIRI,3506,1592699,7966,1670,1451,1.04853459442117,0.29940119760479,20.96409741400954,4.152744630071599
2022-06-16,JAWA TIMUR,35,KEDIRI,3506,1592699,7966,1559,1332,0.978841576468623,0.32071840923669,19.57067537032388,4.903943377148635
2022-06-13,JAWA TIMUR,35,KOTA BATU,3579,212889,1064,192,181,0.901878443696011,0.520833333333333,18.045112781954884,4.583333333333333
2022-06-14,JAWA TIMUR,35,KOTA BATU,3579,212889,1064,173,165,0.812630056038593,0.578034682080925,16.2593984962406,4.10958904109589
2022-06-15,JAWA TIMUR,35,KOTA BATU,3579,212889,1064,170,161,0.798538205355843,1.17647058823529,15.977443609022558,3.286384976525822
2022-06-16,JAWA TIMUR,35,KOTA BATU,3579,212889,1064,243,283,1.14143990530276,1.23456790123457,22.83834586466165,2.413793103448276
2022-06-13,JAWA TIMUR,35,KOTA BLITAR,3572,144727,147,301,332,2.07977778852598,0.0,204.7619047619048,1.6666666666666667
2022-06-14,JAWA TIMUR,35,KOTA BLITAR,3572,144727,147,273,311,1.88631008726775,0.366300366300366,185.7142857142857,1.497005988023952
2022-06-15,JAWA TIMUR,35,KOTA BLITAR,3572,144727,147,279,320,1.92776745182309,0.3584229390681,189.79591836734696,1.729106628242075
2022-06-16,JAWA TIMUR,35,KOTA BLITAR,3572,144727,147,287,329,1.98304393789687,0.348432055749129,195.23809523809524,2.535211267605634
2022-06-13,JAWA TIMUR,35,KOTA KEDIRI,3571,292927,294,445,738,1.51914982231068,0.224719101123596,151.36054421768708,10.149750415973378
2022-06-14,JAWA TIMUR,35,KOTA KEDIRI,3571,292927,294,433,703,1.47818398440567,0.46189376443418,147.27891156462584,10.851419031719532
2022-06-15,JAWA TIMUR,35,KOTA KEDIRI,3571,292927,294,445,712,1.51914982231068,0.224719101123596,151.36054421768708,10.679611650485436
2022-06-16,JAWA TIMUR,35,KOTA KEDIRI,3571,292927,294,388,654,1.32456209226189,0.257731958762887,131.97278911564624,12.34567901234568
2022-06-13,JAWA TIMUR,35,KOTA MADIUN,3577,178333,175,378,650,2.11963013014978,0.529100529100529,216.0,3.8135593220338975
2022-06-14,JAWA TIMUR,35,KOTA MADIUN,3577,178333,175,287,532,1.60934880252113,0.696864111498258,164.0,5.483028720626632
2022-06-15,JAWA TIMUR,35,KOTA MADIUN,3577,178333,175,277,533,1.55327393135314,1.08303249097473,158.2857142857143,6.914893617021277
2022-06-16,JAWA TIMUR,35,KOTA MADIUN,3577,178333,175,337,569,1.88972315836104,0.890207715133531,192.57142857142856,6.575963718820861
2022-06-13,JAWA TIMUR,35,KOTA MALANG,3573,884360,882,1356,1327,1.5333122257904,0.442477876106195,153.74149659863946,6.712962962962964
2022-06-14,JAWA TIMUR,35,KOTA MALANG,3573,884360,882,1310,1328,1.48129720928129,0.687022900763359,148.52607709750566,6.350148367952523
2022-06-15,JAWA TIMUR,35,KOTA MALANG,3573,884360,882,1318,1307,1.49034329910896,0.834597875569044,149.4331065759637,6.3201417601890135
2022-06-16,JAWA TIMUR,35,KOTA MALANG,3573,884360,882,1351,1316,1.52765841964811,0.962250185048113,153.1746031746032,6.25
2022-06-13,JAWA TIMUR,35,KOTA MOJOKERTO,3576,132045,658,105,125,0.795183460184028,0.0,15.95744680851064,4.761904761904762
2022-06-14,JAWA TIMUR,35,KOTA MOJOKERTO,3576,132045,658,117,133,0.886061569919346,0.0,17.78115501519757,3.821656050955414
2022-06-15,JAWA TIMUR,35,KOTA MOJOKERTO,3576,132045,658,115,133,0.870915218296793,0.0,17.477203647416413,1.973684210526316
2022-06-16,JAWA TIMUR,35,KOTA MOJOKERTO,3576,132045,658,108,130,0.817902987617858,0.0,16.41337386018237,3.4013605442176877
2022-06-13,JAWA TIMUR,35,KOTA PASURUAN,3575,204520,203,381,505,1.86289849403481,0.0,187.6847290640394,4.157549234135667
2022-06-14,JAWA TIMUR,35,KOTA PASURUAN,3575,204520,203,364,501,1.7797770389204,0.274725274725275,179.31034482758622,4.921700223713646
2022-06-15,JAWA TIMUR,35,KOTA PASURUAN,3575,204520,203,354,482,1.73088206532368,0.282485875706215,174.384236453202,4.794520547945205
2022-06-16,JAWA TIMUR,35,KOTA PASURUAN,3575,204520,203,358,477,1.75044005476237,0.558659217877095,176.35467980295567,4.6082949308755765
2022-06-13,JAWA TIMUR,35,KOTA PROBOLINGGO,3574,243356,1218,224,292,0.920462203520768,0.446428571428571,18.39080459770115,2.985074626865672
2022-06-14,JAWA TIMUR,35,KOTA PROBOLINGGO,3574,243356,1218,209,290,0.858824109535002,0.478468899521531,17.15927750410509,3.4220532319391634
2022-06-15,JAWA TIMUR,35,KOTA PROBOLINGGO,3574,243356,1218,232,300,0.95333585364651,0.431034482758621,19.047619047619047,3.436426116838488
2022-06-16,JAWA TIMUR,35,KOTA PROBOLINGGO,3574,243356,1218,340,424,1.39713013034402,0.294117647058824,27.914614121510677,2.4271844660194173
2022-06-13,JAWA TIMUR,35,KOTA SURABAYA,3578,2928058,2926,7730,15775,2.63997502781707,1.63001293661061,264.18318523581684,7.60086118131611
2022-06-14,JAWA TIMUR,35,KOTA SURABAYA,3578,2928058,2926,7371,15671,2.5173681668874,1.81793515126848,251.9138755980861,9.005049560501217
2022-06-15,JAWA TIMUR,35,KOTA SURABAYA,3578,2928058,2926,7586,16089,2.59079567412941,1.92459794358028,259.2617908407382,8.103368712505768
2022-06-16,JAWA TIMUR,35,KOTA SURABAYA,3578,2928058,2926,7882,16706,2.69188656782072,2.0553159096676,269.37799043062205,7.278825235678027
2022-06-13,JAWA TIMUR,35,LAMONGAN,3524,1206257,1204,1907,2046,1.58092346821614,0.0,158.38870431893687,1.519097222222222
2022-06-14,JAWA TIMUR,35,LAMONGAN,3524,1206257,1204,1680,1787,1.3927380317793,0.0595238095238095,139.53488372093022,1.530368244858919
2022-06-15,JAWA TIMUR,35,LAMONGAN,3524,1206257,1204,1737,1796,1.43999164357181,0.0575705238917674,144.26910299003322,1.627906976744186
2022-06-16,JAWA TIMUR,35,LAMONGAN,3524,1206257,1204,1743,1787,1.44496570797102,0.057372346528973,144.7674418604651,1.211556383970177
2022-06-13,JAWA TIMUR,35,LUMAJANG,3508,1049583,5250,590,571,0.562128007027553,0.677966101694915,11.23809523809524,1.0767160161507403
2022-06-14,JAWA TIMUR,35,LUMAJANG,3508,1049583,5250,618,911,0.588805268378013,0.809061488673139,11.771428571428572,0.6334841628959276
2022-06-15,JAWA TIMUR,35,LUMAJANG,3508,1049583,5250,687,913,0.654545662420218,0.582241630276565,13.085714285714287,0.5823627287853578
2022-06-16,JAWA TIMUR,35,LUMAJANG,3508,1049583,5250,717,885,0.683128442438569,0.557880055788006,13.657142857142857,0.4878048780487805
2022-06-13,JAWA TIMUR,35,MADIUN,3519,686525,3430,682,511,0.993408834346892,0.586510263929619,19.88338192419825,4.069767441860465
2022-06-14,JAWA TIMUR,35,MADIUN,3519,686525,3430,511,365,0.74432832016314,0.782778864970646,14.897959183673471,4.913294797687861
2022-06-15,JAWA TIMUR,35,MADIUN,3519,686525,3430,501,373,0.72976220822257,0.598802395209581,14.606413994169095,5.209840810419681
2022-06-16,JAWA TIMUR,35,MADIUN,3519,686525,3430,524,425,0.763264265685882,0.572519083969466,15.276967930029151,5.077574047954866
2022-06-13,JAWA TIMUR,35,MAGETAN,3520,637108,3185,1017,825,1.59627567068692,0.393313667649951,31.930926216640504,2.5952960259529605
2022-06-14,JAWA TIMUR,35,MAGETAN,3520,637108,3185,664,448,1.04220948410631,0.150602409638554,20.84772370486656,4.282407407407407
2022-06-15,JAWA TIMUR,35,MAGETAN,3520,637108,3185,596,352,0.935477187541202,0.167785234899329,18.712715855573,5.32994923857868
2022-06-16,JAWA TIMUR,35,MAGETAN,3520,637108,3185,624,378,0.97942578024448,0.16025641025641,19.59183673469388,5.494505494505495
2022-06-13,JAWA TIMUR,35,MALANG,3507,2650825,13251,2016,2958,0.760517951958353,0.297619047619048,15.213946117274167,2.82671036460467
2022-06-14,JAWA TIMUR,35,MALANG,3507,2650825,13251,2008,2962,0.757500023577566,0.199203187250996,15.153573315221497,2.4696356275303644
2022-06-15,JAWA TIMUR,35,MALANG,3507,2650825,13251,2081,3020,0.785038620052248,0.432484382508409,15.704475133952153,2.5841816758026623
2022-06-16,JAWA TIMUR,35,MALANG,3507,2650825,13251,2149,2855,0.810691011288938,0.651465798045603,16.217643951399893,2.2883295194508007
2022-06-13,JAWA TIMUR,35,MOJOKERTO,3516,1145650,5726,538,449,0.469602409112731,0.557620817843866,9.395738735592037,8.217270194986073
2022-06-14,JAWA TIMUR,35,MOJOKERTO,3516,1145650,5726,526,420,0.459128005935495,0.760456273764259,9.186168354872512,8.131241084165477
2022-06-15,JAWA TIMUR,35,MOJOKERTO,3516,1145650,5726,585,474,0.510627154890237,0.854700854700855,10.216556060076842,7.335907335907336
2022-06-16,JAWA TIMUR,35,MOJOKERTO,3516,1145650,5726,634,554,0.553397634530616,0.788643533123028,11.072301781348235,6.729634002361275
2022-06-13,JAWA TIMUR,35,NGANJUK,3518,1062357,5313,1034,849,0.973307466322526,0.193423597678917,19.461697722567287,5.800464037122969
2022-06-14,JAWA TIMUR,35,NGANJUK,3518,1062357,5313,1020,853,0.960129222097656,0.196078431372549,19.198193111236588,6.113207547169811
2022-06-15,JAWA TIMUR,35,NGANJUK,3518,1062357,5313,1065,891,1.00248786424902,0.187793427230047,20.045172219085263,6.047197640117994
2022-06-16,JAWA TIMUR,35,NGANJUK,3518,1062357,5313,889,697,0.836818508279232,0.224971878515186,16.73254281949934,7.130730050933787
2022-06-13,JAWA TIMUR,35,NGAWI,3521,841595,4207,732,496,0.86977703051943,0.136612021857924,17.39957214166865,1.641025641025641
2022-06-14,JAWA TIMUR,35,NGAWI,3521,841595,4207,591,361,0.702238012345606,0.338409475465313,14.048015212740667,2.272727272727273
2022-06-15,JAWA TIMUR,35,NGAWI,3521,841595,4207,583,361,0.692732252449218,0.343053173241852,13.857855954361778,3.3816425120772946
2022-06-16,JAWA TIMUR,35,NGAWI,3521,841595,4207,559,320,0.664214972760057,0.536672629695885,13.2873781792251,4.2446941323345815
2022-06-13,JAWA TIMUR,35,PACITAN,3501,557765,2786,445,510,0.797827041854544,0.898876404494382,15.972720746590094,12.312312312312311
2022-06-14,JAWA TIMUR,35,PACITAN,3501,557765,2786,430,560,0.770933995499897,0.930232558139535,15.434314429289303,12.769230769230768
2022-06-15,JAWA TIMUR,35,PACITAN,3501,557765,2786,397,566,0.711769293519672,1.25944584382872,14.249820531227568,13.61344537815126
2022-06-16,JAWA TIMUR,35,PACITAN,3501,557765,2786,388,541,0.695633465706884,1.28865979381443,13.926776740847094,15.051903114186851
2022-06-13,JAWA TIMUR,35,PAMEKASAN,3528,906496,4529,285,259,0.314397415984185,0.350877192982456,6.292779863104438,3.3057851239669422
2022-06-14,JAWA TIMUR,35,PAMEKASAN,3528,906496,4529,257,240,0.283509248799774,0.389105058365759,5.674541841466107,3.0120481927710845
2022-06-15,JAWA TIMUR,35,PAMEKASAN,3528,906496,4529,263,224,0.290128141767862,0.380228136882129,5.807021417531464,2.985074626865672
2022-06-16,JAWA TIMUR,35,PAMEKASAN,3528,906496,4529,276,221,0.304469076532053,0.36231884057971,6.094060499006403,2.601156069364162
2022-06-13,JAWA TIMUR,35,PASURUAN,3514,1660602,8302,1240,1187,0.746717154381363,0.806451612903226,14.93615996145507,1.01763907734057
2022-06-14,JAWA TIMUR,35,PASURUAN,3514,1660602,8302,1382,1207,0.8322283123831,0.578871201157742,16.646591182847505,1.0935601458080195
2022-06-15,JAWA TIMUR,35,PASURUAN,3514,1660602,8302,1704,1553,1.02613389602084,0.410798122065728,20.52517465670923,0.9571788413098238
2022-06-16,JAWA TIMUR,35,PASURUAN,3514,1660602,8302,1725,1600,1.03877991234504,0.347826086956522,20.778125752830643,0.7433102081268582
2022-06-13,JAWA TIMUR,35,PONOROGO,3502,878068,4389,664,436,0.756205669720341,0.301204819277108,15.128730918204605,2.2573363431151243
2022-06-14,JAWA TIMUR,35,PONOROGO,3502,878068,4389,491,233,0.5591822045673,0.203665987780041,11.187058555479608,3.5014005602240896
2022-06-15,JAWA TIMUR,35,PONOROGO,3502,878068,4389,491,236,0.5591822045673,0.407331975560081,11.187058555479608,4.160688665710186
2022-06-16,JAWA TIMUR,35,PONOROGO,3502,878068,4389,476,218,0.542099245160967,0.420168067226891,10.845295055821373,4.296296296296296
2022-06-13,JAWA TIMUR,35,PROBOLINGGO,3513,1188469,5943,638,446,0.536825108606114,0.156739811912226,10.735318862527343,12.142857142857142
2022-06-14,JAWA TIMUR,35,PROBOLINGGO,3513,1188469,5943,556,370,0.467828778032915,0.179856115107914,9.355544337876491,11.76470588235294
2022-06-15,JAWA TIMUR,35,PROBOLINGGO,3513,1188469,5943,582,396,0.489705663336612,0.515463917525773,9.793033821302371,11.375661375661377
2022-06-16,JAWA TIMUR,35,PROBOLINGGO,3513,1188469,5943,851,759,0.716047284363328,0.352526439482961,14.319367322900892,5.666003976143141
2022-06-13,JAWA TIMUR,35,SAMPANG,3527,1011438,5054,166,50,0.164122763827343,0.0,3.2845271072417885,2.702702702702702
2022-06-14,JAWA TIMUR,35,SAMPANG,3527,1011438,5054,155,41,0.15324715899541,0.0,3.0668777206173328,3.333333333333333
2022-06-15,JAWA TIMUR,35,SAMPANG,3527,1011438,5054,212,103,0.209602565851787,0.0,4.194697269489513,1.9230769230769231
2022-06-16,JAWA TIMUR,35,SAMPANG,3527,1011438,5054,329,217,0.325279453609613,0.0,6.509695290858726,1.3089005235602094
2022-06-13,JAWA TIMUR,35,SIDOARJO,3515,2355415,2352,2721,3681,1.15521044062299,0.845277471517824,115.6887755102041,3.492957746478873
2022-06-14,JAWA TIMUR,35,SIDOARJO,3515,2355415,2352,2629,3738,1.11615150621016,1.02700646633701,111.77721088435376,3.5885843458604127
2022-06-15,JAWA TIMUR,35,SIDOARJO,3515,2355415,2352,2682,3798,1.13865284886103,1.1558538404176,114.03061224489797,3.5524475524475525
2022-06-16,JAWA TIMUR,35,SIDOARJO,3515,2355415,2352,2656,3751,1.12761445435305,1.31777108433735,112.9251700680272,3.690036900369003
2022-06-13,JAWA TIMUR,35,SITUBONDO,3512,692143,3458,194,176,0.280288899837172,0.515463917525773,5.6101792943898205,2.127659574468085
2022-06-14,JAWA TIMUR,35,SITUBONDO,3512,692143,3458,220,209,0.317853391567927,0.454545454545455,6.362058993637941,1.3986013986013983
2022-06-15,JAWA TIMUR,35,SITUBONDO,3512,692143,3458,221,208,0.319298179711418,0.452488687782805,6.390977443609022,0.7117437722419928
2022-06-16,JAWA TIMUR,35,SITUBONDO,3512,692143,3458,219,193,0.316408603424437,0.45662100456621,6.333140543666859,0.3597122302158274
2022-06-13,JAWA TIMUR,35,SUMENEP,3529,1099979,5502,450,435,0.409098719157366,0.444444444444444,8.178844056706652,11.9281045751634
2022-06-14,JAWA TIMUR,35,SUMENEP,3529,1099979,5502,407,398,0.370007063771217,0.491400491400491,7.397310069065795,12.54416961130742
2022-06-15,JAWA TIMUR,35,SUMENEP,3529,1099979,5502,408,381,0.370916172036012,0.245098039215686,7.415485278080698,12.078152753108348
2022-06-16,JAWA TIMUR,35,SUMENEP,3529,1099979,5502,402,356,0.365461522447247,0.497512437810945,7.306434023991276,10.674157303370784
2022-06-13,JAWA TIMUR,35,TRENGGALEK,3503,700716,3507,723,540,1.03180175705992,0.138312586445367,20.615911035072717,3.2474804031354982
2022-06-14,JAWA TIMUR,35,TRENGGALEK,3503,700716,3507,708,542,1.01039508160225,0.282485875706215,20.18819503849444,3.982300884955752
2022-06-15,JAWA TIMUR,35,TRENGGALEK,3503,700716,3507,730,530,1.04179153894017,0.273972602739726,20.815511833475902,4.115684093437152
2022-06-16,JAWA TIMUR,35,TRENGGALEK,3503,700716,3507,553,312,0.789192768539608,0.54249547920434,15.768463073852296,4.667609618104668
2022-06-13,JAWA TIMUR,35,TUBAN,3523,1186077,1183,644,636,0.54296643472557,0.0,54.4378698224852,27.923844061650044
2022-06-14,JAWA TIMUR,35,TUBAN,3523,1186077,1183,583,582,0.491536384231378,0.171526586620926,49.28148774302621,26.81510164569216
2022-06-15,JAWA TIMUR,35,TUBAN,3523,1186077,1183,709,587,0.59776894754725,0.141043723554302,59.93237531699071,24.072476272648835
2022-06-16,JAWA TIMUR,35,TUBAN,3523,1186077,1183,738,528,0.622219299421538,0.2710027100271,62.383770076077774,20.18981880931838
2022-06-13,JAWA TIMUR,35,TULUNGAGUNG,3504,1051302,5257,926,968,0.880812554337383,0.971922246220302,17.614609092638386,2.204836415362731
2022-06-14,JAWA TIMUR,35,TULUNGAGUNG,3504,1051302,5257,887,934,0.843715697297256,1.24013528748591,16.8727411070953,2.408759124087591
2022-06-15,JAWA TIMUR,35,TULUNGAGUNG,3504,1051302,5257,903,881,0.858934920698334,1.21816168327796,17.177097203728362,2.600297176820208
2022-06-16,JAWA TIMUR,35,TULUNGAGUNG,3504,1051302,5257,734,521,0.698181873524449,1.08991825613079,13.962335933041658,4.94949494949495
2022-06-13,KALIMANTAN BARAT,61,BENGKAYANG,6102,265967,1330,203,166,0.763252583967184,0.0,15.263157894736842,0.8583690987124464
2022-06-14,KALIMANTAN BARAT,61,BENGKAYANG,6102,265967,1330,186,156,0.699334879891114,0.0,13.984962406015036,1.3215859030837005
2022-06-15,KALIMANTAN BARAT,61,BENGKAYANG,6102,265967,1330,214,162,0.804611098369347,0.0,16.090225563909772,1.1583011583011582
2022-06-16,KALIMANTAN BARAT,61,BENGKAYANG,6102,265967,1330,220,167,0.827170288043254,0.0,16.541353383458645,0.7692307692307693
2022-06-13,KALIMANTAN BARAT,61,KAPUAS HULU,6108,273884,1372,49,11,0.178907858801536,2.04081632653061,3.571428571428571,9.230769230769232
2022-06-14,KALIMANTAN BARAT,61,KAPUAS HULU,6108,273884,1372,44,14,0.160651954842196,2.27272727272727,3.206997084548105,14.0625
2022-06-15,KALIMANTAN BARAT,61,KAPUAS HULU,6108,273884,1372,104,14,0.379722802354281,0.961538461538462,7.580174927113703,7.317073170731707
